direction,seed,component,kind,side,sublayer,layer,train_d_toxic_vs_reference,train_auc_toxic_vs_reference,dev_d_toxic_vs_reference,dev_auc_toxic_vs_reference,dev_d_toxic_vs_generated,dev_auc_toxic_vs_generated,dev_d_copy_vs_ordinary,dev_auc_copy_vs_ordinary,dev_d_template_vs_ordinary,dev_auc_template_vs_ordinary,control_language_max_auc,control_corr_token_count,train_rows_per_cell,dev_rows_per_cell,language_balanced
probe,42,enc.self.L0.head0,head,encoder,self,0,-0.4705107,0.3753803072982505,-0.31593087,0.4118274653254077,-0.23511606,0.43784822774306087,-0.116509564,0.45470819906910137,-0.48722866,0.33863504916136494,0.6837943910989178,0.06986986462751746,122,27,True
probe,42,enc.self.L0.head1,head,encoder,self,0,-0.22610368,0.43501514593514945,-0.2595742,0.44075259530220656,-0.29256544,0.43550271808159324,0.19257328,0.5647153598281418,-1.1463192,0.2417582417582418,0.6525682060661484,0.12330468314147405,122,27,True
probe,42,enc.self.L0.head2,head,encoder,self,0,0.11614954,0.4950788152660409,0.10906922,0.5070195938965943,0.16025226,0.5207962878287524,-0.13439226,0.4479949874686717,1.002645,0.6471949103528051,0.681165218716659,-0.1310846257380497,122,27,True
probe,42,enc.self.L0.head3,head,encoder,self,0,-0.21567221,0.44714765379013344,-0.1736168,0.45265796203153313,-0.15322639,0.4613795322528747,0.4632051,0.6347117794486216,-0.5433226,0.3212839791787161,0.6655235482395976,0.048790330919697325,122,27,True
probe,42,enc.self.L0.head4,head,encoder,self,0,0.17472008,0.5470320271001091,0.14170906,0.533218174736236,0.06322436,0.518027400972074,0.21166137,0.5693698532044398,0.14090186,0.5216888374783112,0.6923487273281512,0.15350591821907414,122,27,True
probe,42,enc.self.L0.head5,head,encoder,self,0,-0.09351811,0.4757888991741899,-0.1008186,0.47530017443140443,-0.06994736,0.4854188893969415,0.21563464,0.5561224489795918,-0.18082944,0.3976286871023713,0.6396319158664838,0.13101790376256117,122,27,True
probe,42,enc.self.L0.head6,head,encoder,self,0,-0.33752358,0.4047033686019622,-0.3954826,0.3876272248471608,-0.2742455,0.421480465376213,0.09225702,0.529985678481919,-0.31797552,0.39733950260266054,0.6626085962505717,0.13481213288536456,122,27,True
probe,42,enc.self.L0.head7,head,encoder,self,0,-0.005637976,0.48495360002123417,-0.18464752,0.4552998357296483,-0.0058269547,0.49836576402648647,-0.071841285,0.5010741138560688,-0.025519168,0.534412955465587,0.7494855967078189,-0.15005423700448609,122,27,True
probe,42,enc.self.L0.head8,head,encoder,self,0,-0.09334503,0.45526474696500674,-0.07172804,0.44425815847855166,0.013771697,0.47733238496841607,-0.139163,0.4470103831006087,0.65243447,0.5375939849624061,0.6739254686785552,0.027935055687163018,122,27,True
probe,42,enc.self.L0.head9,head,encoder,self,0,0.10216207,0.5238237431196313,0.26780877,0.5602804450541076,0.25187317,0.5536080204575861,-0.09020363,0.4811134980307913,0.85961676,0.678716020821284,0.666952446273434,-0.03946850907343812,122,27,True
probe,42,enc.self.L0.head10,head,encoder,self,0,0.16334273,0.5246150477271143,0.13885535,0.5195346237870243,0.091598876,0.5096868702264221,0.3077861,0.5727712137486574,1.2437295,0.7478311162521689,0.6868427069044352,-0.07109473330374458,122,27,True
probe,42,enc.self.L0.head11,head,encoder,self,0,-0.20832261,0.4542859844526063,-0.2867637,0.4523192602753645,-0.2109204,0.46118477874307784,0.29925105,0.5662370211242391,-0.047686134,0.4765760555234239,0.7480948026215515,0.11122768823905443,122,27,True
probe,42,enc.self.L1.head0,head,encoder,self,1,0.102813154,0.5038992903142325,0.17343922,0.5307456519162053,0.11676856,0.516257684296093,-0.2500446,0.4399391335481561,0.34847763,0.6191440138808559,0.8131382411217802,0.032257764181322805,122,27,True
probe,42,enc.self.L1.head1,head,encoder,self,1,0.0052530915,0.5003815514878849,0.027023805,0.5047502921302647,0.025820004,0.502557198259073,-0.0005379707,0.5153061224489796,0.30254158,0.5853094274146906,0.5884011583600062,-0.049696612415957506,122,27,True
probe,42,enc.self.L1.head2,head,encoder,self,1,0.040066667,0.4812011240838617,0.053806778,0.4690003217666684,0.1501669,0.5131162255076293,-0.2669933,0.43170426065162903,1.508078,0.8452862926547137,0.7360539551897577,-0.17052767470748975,122,27,True
probe,42,enc.self.L1.head3,head,encoder,self,1,-0.1977048,0.4540504178818252,-0.1942047,0.45191281816796225,-0.13131648,0.4710579349353926,0.20232022,0.5350877192982456,-0.70366,0.2611336032388665,0.7299192196311538,0.1280864818022208,122,27,True
probe,42,enc.self.L1.head4,head,encoder,self,1,-0.17724112,0.43183084993082305,-0.16179228,0.4342495215837694,-0.047685068,0.47291232705041575,0.1132641,0.5426065162907268,0.55417365,0.6246385193753615,0.7201455570797134,-0.16878474221650594,122,27,True
probe,42,enc.self.L1.head5,head,encoder,self,1,-0.15828787,0.43652642161107624,-0.2446831,0.42713678470422867,-0.0759505,0.47366593845789096,0.08807075,0.5387576083064805,-0.2650504,0.4051474840948525,0.6829180003048315,-0.06526121581106856,122,27,True
probe,42,enc.self.L1.head6,head,encoder,self,1,-0.13483861,0.4679646052932804,-0.1299956,0.4712018831817642,-0.09383522,0.4871039306338803,0.10469426,0.5051915503043323,-0.4443989,0.3909774436090226,0.6933965858862978,0.16145627690241496,122,27,True
probe,42,enc.self.L1.head7,head,encoder,self,1,-0.21551795,0.43821437221508885,-0.28488585,0.4221748039763586,-0.1241043,0.4654016156073769,0.10959217,0.5160221983530255,0.060715288,0.523423944476576,0.6359167809785095,0.0025591631467097717,122,27,True
probe,42,enc.self.L1.head8,head,encoder,self,1,-0.059107643,0.5249294129747413,-0.04386781,0.5340141238632322,-0.08607223,0.5088316482920965,-0.0940624,0.4278553526673828,-0.7958854,0.39878542510121456,0.6960257582685566,0.05542863793637362,122,27,True
probe,42,enc.self.L1.head9,head,encoder,self,1,-0.19963495,0.4623483332835657,-0.17208537,0.4614980778675337,-0.106048755,0.48767972361936696,0.2423302,0.5453813104189044,0.5908733,0.7111046847888952,0.6458809632677945,-0.09746002189997194,122,27,True
probe,42,enc.self.L1.head10,head,encoder,self,1,0.114122614,0.5221664825266007,0.20521922,0.5340649291266576,0.12161139,0.518222154481871,-0.120840855,0.48075546007876835,0.8227689,0.6547137073452863,0.6973212924859016,-0.06690771176368565,122,27,True
probe,42,enc.self.L1.head11,head,encoder,self,1,-0.39399672,0.38827094137046664,-0.35621408,0.3940117529509391,-0.22157054,0.42454571626953885,0.10874872,0.5437701396348014,-0.010017874,0.4120879120879122,0.6514822435604328,0.086512824405403,122,27,True
probe,42,enc.self.L2.head0,head,encoder,self,2,0.07730517,0.5261935096432991,0.040927295,0.5206015343189554,-0.060672343,0.4923622753983979,-0.04928691,0.4855889724310777,-0.82758963,0.272700983227299,0.7810737692424935,0.0318048203064656,122,27,True
probe,42,enc.self.L2.head1,head,encoder,self,2,-0.07901382,0.49083529915295565,-0.23380177,0.4593473217158632,-0.19082204,0.4650544463073041,0.33393216,0.5947905477980666,-0.7176945,0.34065934065934067,0.7347393689986284,0.05753188385197002,122,27,True
probe,42,enc.self.L2.head2,head,encoder,self,2,-0.051755205,0.5022188048480264,0.0067456877,0.5263255939982049,-0.18256606,0.46729834544192117,0.28375053,0.5701754385964912,-1.0271665,0.1856564488143436,0.7459419295839049,0.053053821930966714,122,27,True
probe,42,enc.self.L2.head3,head,encoder,self,2,-0.5511461,0.33823792887216697,-0.5961308,0.3166861420176464,-0.31954345,0.39869430472997003,-0.07549846,0.47457930540637305,-1.0149207,0.2183342972816657,0.7387974394147234,-0.07057876834185797,122,27,True
probe,42,enc.self.L2.head4,head,encoder,self,2,-0.34257177,0.41903145643179684,-0.25394794,0.4346220935155549,-0.2515122,0.4373909803722333,-0.009710158,0.48120300751879697,-1.0566467,0.18363215731636787,0.7368350861149215,-0.03697622118494988,122,27,True
probe,42,enc.self.L2.head5,head,encoder,self,2,0.084097706,0.5320768676945332,0.020333167,0.5073921658283799,-0.0077914954,0.5095937272434757,0.14587878,0.5239885427855353,-0.61668587,0.32330827067669177,0.7442844078646548,0.12386829651964844,122,27,True
probe,42,enc.self.L2.head6,head,encoder,self,2,0.5384558,0.6570449334939167,0.62100905,0.664278819285678,0.37318054,0.5858693627326458,-0.21305083,0.45068027210884354,0.51001847,0.5722961249277039,0.7404930650815424,-0.0887944393033292,122,27,True
probe,42,enc.self.L2.head7,head,encoder,self,2,0.055484954,0.49659257932123646,-0.019395236,0.4741485884604312,0.16622359,0.5260292299615573,-0.09840856,0.49113856068743283,1.0128877,0.7842683632157317,0.662703856119494,-0.0013941109264048019,122,27,True
probe,42,enc.self.L2.head8,head,encoder,self,2,-0.069833964,0.4945064880342135,-0.006866003,0.509407441277583,-0.057367083,0.4941319920743789,0.09760308,0.515843179377014,-0.76754224,0.2683632157316368,0.7589163237311385,-0.18150204773855205,122,27,True
probe,42,enc.self.L2.head9,head,encoder,self,2,0.16155495,0.5512116748119615,0.17248084,0.5657166082406136,0.13319655,0.5514487967620112,0.15627953,0.5328499820981024,0.6479799,0.7689415847310584,0.7252705380277398,-0.1535113980143467,122,27,True
probe,42,enc.self.L2.head10,head,encoder,self,2,0.38242725,0.5856889990411445,0.45947865,0.5942183610222018,0.3935672,0.5782231705871395,-0.10323702,0.52640529896169,1.2621877,0.78368999421631,0.7028273129096174,-0.007130295168539093,122,27,True
probe,42,enc.self.L2.head11,head,encoder,self,2,0.13434796,0.5070296714344014,0.044531487,0.48061779200325155,0.054975983,0.49037240258090736,0.036568027,0.5153956319369853,1.031337,0.7602660497397339,0.8387821978356957,-0.24269229908568113,122,27,True
probe,42,enc.self.L3.head0,head,encoder,self,3,0.4675782,0.5957204853334926,0.511055,0.6058697014344019,0.38248217,0.5706108486172501,-0.3470513,0.4483530254206946,1.1608796,0.8094274146905726,0.7540390184423105,-0.15494894187047692,122,27,True
probe,42,enc.self.L3.head1,head,encoder,self,3,0.026388073,0.5355456683952609,0.044688445,0.5361648800149029,0.04284274,0.5344967738657724,-0.15620437,0.39590046544933766,-0.32041508,0.4465008675534991,0.6295724737082762,0.009657218277390923,122,27,True
probe,42,enc.self.L3.head2,head,encoder,self,3,0.15775606,0.5569200168546222,0.09873641,0.5517112906230419,0.119453035,0.544437670409321,-0.07843202,0.47135696383816683,-0.25026363,0.4551764025448236,0.7687852461515013,-0.14440756693093637,122,27,True
probe,42,enc.self.L3.head3,head,encoder,self,3,-0.34002653,0.4098634377457275,-0.32386905,0.4087960846076987,-0.075848855,0.473276431438297,-0.20311445,0.4345685642678124,0.36809996,0.5928282244071719,0.8234644109129706,-0.266590689893589,122,27,True
probe,42,enc.self.L3.head4,head,encoder,self,3,-0.4998944,0.36375294043483597,-0.49787292,0.36738979491608664,-0.2501611,0.4379244356381987,0.069063626,0.48746867167919794,0.13434884,0.5208212839791788,0.7515432098765432,-0.05774204003687336,122,27,True
probe,42,enc.self.L3.head5,head,encoder,self,3,-0.07417205,0.4772139110354644,0.050052956,0.5111686904096597,0.04962616,0.5270453352300631,0.02914707,0.515843179377014,0.2056371,0.5850202429149798,0.6387174211248285,0.022671806492463784,122,27,True
probe,42,enc.self.L3.head6,head,encoder,self,3,-0.39298806,0.40685083991094917,-0.42942235,0.4011583600060966,-0.39559507,0.41472336534064935,0.18853042,0.5315968492660221,-1.1047254,0.28224407171775595,0.7407407407407407,0.018839249184470778,122,27,True
probe,42,enc.self.L3.head7,head,encoder,self,3,0.011269933,0.5034650681318243,-0.002359058,0.49203204118613353,-0.03526127,0.48929702450507206,0.056447014,0.5159326888650198,0.14594972,0.5292076344707923,0.6386793171772596,0.10972465639471622,122,27,True
probe,42,enc.self.L3.head8,head,encoder,self,3,0.41414687,0.5905006950872758,0.46470693,0.6125590611187319,0.34422734,0.5641077748988128,-0.28688484,0.43635875402792695,0.6487788,0.6020821283979179,0.703875171467764,-0.00595424253356361,122,27,True
probe,42,enc.self.L3.head9,head,encoder,self,3,0.09705839,0.5211105802568672,0.16294621,0.532625446662941,0.026463969,0.505901878101238,0.2929306,0.5922842821339063,-0.66726565,0.3036437246963563,0.7373875933546715,0.3420626003796685,122,27,True
probe,42,enc.self.L3.head10,head,encoder,self,3,0.2901993,0.5596788000039814,0.3002427,0.5616860573422073,0.24036925,0.5523209537841454,-0.4087752,0.3983172216254924,1.3162656,0.8623481781376519,0.8646357262612407,-0.08098597716293493,122,27,True
probe,42,enc.self.L3.head11,head,encoder,self,3,-0.22565505,0.4354149455376724,-0.21773288,0.4388558654676624,-0.025480732,0.48881437450253173,-0.135302,0.45981023988542785,0.8004635,0.7139965297860034,0.673296753543667,0.022395565394452647,122,27,True
probe,42,enc.self.L4.head0,head,encoder,self,4,-0.47399566,0.4009467453658083,-0.46560702,0.39788988805906955,-0.3726808,0.42103168554928955,0.3902873,0.5954171142141067,-1.2592356,0.18681318681318682,0.6241617131534827,0.1132476766790222,122,27,True
probe,42,enc.self.L4.head1,head,encoder,self,4,-0.08790173,0.48587844764947685,-0.006415166,0.4964859692797507,-0.1081903,0.46776406035665297,0.39884648,0.5928213390619407,-0.56917983,0.3525159051474841,0.7114769090077733,-0.1741212885959898,122,27,True
probe,42,enc.self.L4.head2,head,encoder,self,4,0.014053886,0.4914673474872346,0.108488455,0.5143694220054531,0.008017235,0.49740046402140603,0.04390627,0.5051020408163266,0.40325138,0.6471949103528051,0.7535246151501296,0.239652012002411,122,27,True
probe,42,enc.self.L4.head3,head,encoder,self,4,0.01775625,0.504053569828899,-0.05980985,0.486223306067842,0.03588135,0.5122440684854952,-0.019701244,0.4960615825277479,0.27045763,0.598901098901099,0.7163732662703857,-0.11695861309271623,122,27,True
probe,42,enc.self.L4.head4,head,encoder,self,4,0.03297406,0.505055557214475,0.0148315,0.4970956324408542,0.07193129,0.5206946773019018,-0.24488077,0.43188327962764056,-0.55531335,0.39358010410641986,0.7868846212467612,-0.2364796703714869,122,27,True
probe,42,enc.self.L4.head5,head,encoder,self,4,-0.36309993,0.40180896878245265,-0.26111886,0.4271367847042287,-0.10114301,0.4725905603820556,-0.16790986,0.44575725026852847,-0.1630317,0.44823597455176406,0.7316720012193263,0.10139730788988138,122,27,True
probe,42,enc.self.L4.head6,head,encoder,self,4,-0.40023676,0.42711785959568815,-0.447961,0.4017341529915832,-0.3317725,0.4351555487815204,0.36942422,0.5709810239885428,-1.0698309,0.22643146327356856,0.713953665599756,0.16598304298091038,122,27,True
probe,42,enc.self.L4.head7,head,encoder,self,4,0.018101351,0.508430628962744,-0.027189743,0.5012785991295365,-0.021732913,0.5065962167013837,0.11282106,0.513515932688865,0.4289773,0.6153846153846154,0.6633325712543819,-0.030049442477039855,122,27,True
probe,42,enc.self.L4.head8,head,encoder,self,4,-0.0020480498,0.48304335420254074,-0.059331816,0.47353892529932773,-0.017771216,0.48597774729461973,-0.1397664,0.4597207303974221,0.81550515,0.7270098322729901,0.7483996342021033,-0.22790223131281231,122,27,True
probe,42,enc.self.L4.head9,head,encoder,self,4,-0.0378964,0.47292726301505306,-0.1051086,0.4544700164270351,0.09040683,0.5132517062100967,-0.1271919,0.4811134980307913,0.511341,0.6422787738577214,0.6264479500076208,0.0947913305224188,122,27,True
probe,42,enc.self.L4.head10,head,encoder,self,4,0.45500883,0.613050388021274,0.45528018,0.6049552066927467,0.3582866,0.5813984995512202,-0.32101586,0.4131757966344433,0.65634745,0.6619433198380568,0.6596936442615455,-0.13266771035171984,122,27,True
probe,42,enc.self.L4.head11,head,encoder,self,4,-0.023477798,0.45714264385320547,-0.07238726,0.45186201290453687,-0.049079053,0.45283578045352163,-0.076364994,0.49310776942355894,0.6464756,0.6176980913823019,0.9458161865569272,-0.13479322724465895,122,27,True
probe,42,enc.self.L5.head0,head,encoder,self,5,-0.456969,0.38652409912375874,-0.45946857,0.3764839370692137,-0.35632154,0.40142085386712734,0.14033209,0.5285535266738274,-1.4035082,0.13678426836321575,0.7214220393232739,0.09711712166149457,122,27,True
probe,42,enc.self.L5.head1,head,encoder,self,5,-0.12838627,0.4748930826374166,-0.10802304,0.4776880218123931,-0.057818655,0.4861386306287998,0.1210192,0.5408163265306123,-0.29224128,0.4320416425679584,0.625038103947569,-0.05979828714911167,122,27,True
probe,42,enc.self.L5.head2,head,encoder,self,5,0.44205874,0.6238449772893919,0.46845493,0.6199935646666328,0.3664452,0.5855052583447645,-0.20872882,0.4519334049409237,0.6106561,0.5916714864083286,0.7771300106691053,0.14183810779422804,122,27,True
probe,42,enc.self.L5.head3,head,encoder,self,5,-0.25563854,0.4215604792286688,-0.26234812,0.4246134566207726,-0.18490162,0.4439702619858084,0.05335006,0.5110991765127104,-0.17551808,0.4525737420474263,0.7230224051211704,-0.14342680125757698,122,27,True
probe,42,enc.self.L5.head4,head,encoder,self,5,-0.12360812,0.4567204488372633,-0.08608334,0.47282765161137363,-0.052188355,0.4770275533878643,-0.07885273,0.48290368779090587,-0.052527923,0.4774436090225564,0.6732586495960982,-0.10414452275432234,122,27,True
probe,42,enc.self.L5.head5,head,encoder,self,5,-0.15591279,0.4545024734489932,-0.22704168,0.4367728496672255,-0.08874702,0.47503768057037377,-0.14858572,0.4672395273899033,0.27043363,0.6182764603817236,0.7403406492912665,-0.02289509021232652,122,27,True
probe,42,enc.self.L5.head6,head,encoder,self,5,-0.32035846,0.46623601116121044,-0.3458272,0.4415654795170113,-0.2907421,0.45794170942776335,0.21182697,0.5204976727533119,-1.448261,0.15326778484673223,0.7798925468678555,0.24261625181116278,122,27,True
probe,42,enc.self.L5.head7,head,encoder,self,5,-0.51219994,0.36510164199853357,-0.47713324,0.36305441243712844,-0.3504554,0.4080086030246066,-0.16198036,0.45846759756534194,-1.3698442,0.1752458068247542,0.6708390489254686,0.24163441211255343,122,27,True
probe,42,enc.self.L5.head8,head,encoder,self,5,0.28311774,0.5533143552941098,0.33748528,0.5606191468102762,0.26357698,0.5454114379583058,-0.29029894,0.43564267812388113,0.6795496,0.5899363794100636,0.7077998780673678,-0.06671972920650614,122,27,True
probe,42,enc.self.L5.head9,head,encoder,self,5,-0.07244841,0.4628352261604971,-0.08080598,0.46500364104387887,-0.018552111,0.4875273078290911,-0.119874485,0.46392767633369136,1.087789,0.7941006362058994,0.8331428135954885,-0.21737415676741748,122,27,True
probe,42,enc.self.L5.head10,head,encoder,self,5,-0.08697744,0.46403296604855326,-0.13058965,0.4448678216396552,-0.04838819,0.48603702010194927,0.1795528,0.5613139992839241,0.78369004,0.7388663967611336,0.7413504039018441,-0.046895720286609474,122,27,True
probe,42,enc.self.L5.head11,head,encoder,self,5,0.49979845,0.6293998692771423,0.47505134,0.6157767278023336,0.37290987,0.5901624074920828,-0.26983127,0.4368063014679556,0.6643908,0.653556969346443,0.7173258649596098,0.09086499887733293,122,27,True
probe,42,enc.self.L6.head0,head,encoder,self,6,-0.17714193,0.4398127411654242,-0.17672253,0.4447323409371878,-0.023465902,0.490355467493099,-0.27006325,0.4342105263157895,1.4020028,0.8707345286292655,0.857681755829904,-0.26221950866917637,122,27,True
probe,42,enc.self.L6.head1,head,encoder,self,6,-0.6716111,0.3318801198403456,-0.6786288,0.32899795085437517,-0.46217558,0.4163067960507375,0.036952592,0.4385069817400644,-0.7167823,0.4473684210526316,0.8877076665142509,-0.0893342638025249,122,27,True
probe,42,enc.self.L6.head2,head,encoder,self,6,0.083147496,0.5225538402327796,0.0567661,0.5171129062304188,-0.032470036,0.487247878880252,-0.024757808,0.48872180451127817,-0.690423,0.26807403123192597,0.657235939643347,0.056326139929331415,122,27,True
probe,42,enc.self.L6.head3,head,encoder,self,6,-0.3831677,0.40580655007780336,-0.3946486,0.4070687056512388,-0.3659937,0.4121746346254805,0.122731216,0.518796992481203,-1.2034838,0.24493927125506074,0.668648071940253,0.07736413248787063,122,27,True
probe,42,enc.self.L6.head4,head,encoder,self,6,-0.20789155,0.42766779141409617,-0.15591554,0.4475943707768125,-0.0710932,0.4815915595522363,-0.08779087,0.46795560329394914,0.17947954,0.556390977443609,0.6737349489407103,0.04409713549706556,122,27,True
probe,42,enc.self.L6.head5,head,encoder,self,6,-0.24832083,0.43870043563226396,-0.14257619,0.47411471828481433,-0.102657564,0.47780656742705213,0.09869169,0.5350877192982457,0.062144272,0.5540775014459225,0.6532350251486054,0.29008215706049184,122,27,True
probe,42,enc.self.L6.head6,head,encoder,self,6,-0.31339604,0.4054183629118683,-0.3642819,0.3984995512201731,-0.24318928,0.4332672864908804,0.04319652,0.5116362334407447,-0.19821389,0.47831116252168887,0.7142775491540924,-0.14119893615592163,122,27,True
probe,42,enc.self.L6.head7,head,encoder,self,6,-0.1930377,0.4466823268668651,-0.14412242,0.45499500414909644,-0.012583732,0.49468238242815293,-0.12032177,0.47780164697457933,-0.72616357,0.31116252168883746,0.701627038561195,-0.026179092878102772,122,27,True
probe,42,enc.self.L6.head8,head,encoder,self,6,-0.05394834,0.48457868421139944,-0.07647292,0.4830395095598571,-0.07381944,0.47883960778336637,0.07490996,0.5328499820981024,-0.81123877,0.2692307692307693,0.8139003200731596,-0.05935827270835684,122,27,True
probe,42,enc.self.L6.head9,head,encoder,self,6,-0.03496596,0.49587343771254905,0.064315625,0.5233280834561127,-0.0836229,0.4797456349811174,0.15344433,0.5200501253132832,0.092798606,0.5526315789473684,0.7710905349794239,0.15075148512476633,122,27,True
probe,42,enc.self.L6.head10,head,encoder,self,6,-0.033094175,0.5149087096592248,0.016591568,0.5240562922318752,-0.109088585,0.4836745753526732,0.15668087,0.5233619763694952,-0.26903555,0.4369577790630422,0.7226223136716964,0.27614014247545854,122,27,True
probe,42,enc.self.L6.head11,head,encoder,self,6,0.10158842,0.5384106223934227,0.15524505,0.5539128520381378,-0.016443871,0.5062490474013107,0.120773636,0.524078052273541,-0.34231555,0.42972816657027185,0.7318625209571712,0.21242551255508743,122,27,True
probe,42,enc.self.L7.head0,head,encoder,self,7,-0.4963722,0.35448870441703906,-0.59121543,0.3286761841860151,-0.16363128,0.44804315060373584,-0.30536208,0.3952738990332975,0.18843745,0.5442452284557548,0.6931489102270996,-0.030621321632499626,122,27,True
probe,42,enc.self.L7.head1,head,encoder,self,7,-0.41755456,0.3699373923775966,-0.335763,0.39707700384426486,-0.22750154,0.43056613998543586,-0.0022225082,0.5245255997135696,0.12576354,0.5393290919606709,0.7493141289437586,-0.11446237713459852,122,27,True
probe,42,enc.self.L7.head2,head,encoder,self,7,-0.07304113,0.4847113977724029,-0.032244362,0.5000084675439043,-0.08221448,0.4836999779843859,0.1485199,0.5464554242749732,-1.0703074,0.18594563331405436,0.8245313214449017,0.24339963493031344,122,27,True
probe,42,enc.self.L7.head3,head,encoder,self,7,0.051768355,0.5205440592433337,0.08823398,0.5288319869938526,0.0797164,0.5250300597808599,0.07229543,0.5076083064804869,0.70076656,0.6879699248120301,0.648853071178174,0.143567311294418,122,27,True
probe,42,enc.self.L7.head4,head,encoder,self,7,0.3226067,0.6025925594142024,0.24637806,0.5858354925570288,0.27561477,0.5765296618062965,0.11048828,0.5294486215538846,0.26355228,0.5780798149219202,0.8052507239750039,0.173895105927738,122,27,True
probe,42,enc.self.L7.head5,head,encoder,self,7,0.30848292,0.5751125576889261,0.36516097,0.5953191417297499,0.22655083,0.5617199275178242,-0.19107772,0.4545291800930899,1.250101,0.8403701561596297,0.7887898186252096,0.02990061241029986,122,27,True
probe,42,enc.self.L7.head6,head,encoder,self,7,-0.36722407,0.429075384620489,-0.34054714,0.44029534793137903,-0.3832398,0.4155023793798371,0.52417564,0.6282670963122091,-1.255843,0.18305378831694621,0.6515393994817863,0.06395117094721427,122,27,True
probe,42,enc.self.L7.head7,head,encoder,self,7,0.0070735477,0.4895969157368422,-0.016804,0.47182848143067624,-0.0134052085,0.48318345780622873,0.04248035,0.5162907268170427,-0.37724862,0.37738577212261426,0.7354061880810852,0.2105947305044432,122,27,True
probe,42,enc.self.L7.head8,head,encoder,self,7,-0.42685655,0.4225400712008255,-0.45035645,0.40774610916357606,-0.4143644,0.40998154075428883,0.34204516,0.5722341568206231,-0.978808,0.3467322151532678,0.7690519737844841,0.005669457033147706,122,27,True
probe,42,enc.self.L7.head9,head,encoder,self,7,0.40961292,0.6202583933032737,0.40913123,0.6203830716862268,0.24785616,0.5741079442496909,0.022813456,0.5144110275689223,0.53561074,0.6622325043377675,0.6828608443834782,0.11884540071886988,122,27,True
probe,42,enc.self.L7.head10,head,encoder,self,7,-0.0020946772,0.49067272504072645,-0.022478092,0.4872563464241562,0.020082626,0.49856898508018765,0.04945038,0.4959720730397422,0.27093333,0.5841526894158473,0.8221307727480567,-0.06553839672772474,122,27,True
probe,42,enc.self.L7.head11,head,encoder,self,7,-0.062358253,0.5224144909937259,0.004654131,0.5425494081186811,-0.11198966,0.49193889820318715,0.14646637,0.512173290368779,-0.4897919,0.37304800462695203,0.7456180460295686,0.33043082458270157,122,27,True
probe,42,enc.self.L8.head0,head,encoder,self,8,0.061735705,0.46623684062096676,0.0055375914,0.45318294975359447,0.1720408,0.5135734728784569,-0.4773732,0.3797887576083065,1.2752497,0.8172353961827646,0.8295610425240054,-0.15386184900005073,122,27,True
probe,42,enc.self.L8.head1,head,encoder,self,8,-0.3895489,0.40833557287467526,-0.3846053,0.4013954512354146,-0.30152643,0.43174312858812175,0.18421061,0.547171500179019,-1.2803503,0.18594563331405436,0.7226794695930499,0.2636979993060314,122,27,True
probe,42,enc.self.L8.head2,head,encoder,self,8,-0.3509621,0.3895499683146373,-0.4430373,0.36329150366644647,-0.15737215,0.457730020830158,0.115385264,0.49409237379162196,1.139835,0.8233082706766918,0.8216925773510135,-0.0877538125284239,122,27,True
probe,42,enc.self.L8.head3,head,encoder,self,8,-0.17652589,0.434686679871666,-0.15530705,0.44642584971803084,-0.17213114,0.4427085979440804,0.023421118,0.5097565341926245,-0.85671246,0.23366107576633896,0.6452331961591221,0.18284910286696673,122,27,True
probe,42,enc.self.L8.head4,head,encoder,self,8,0.14568509,0.5373737976980832,0.18105528,0.5484258835882063,0.18178767,0.5509068739521414,-0.15794514,0.46285356247762266,0.81852394,0.7672064777327935,0.7810737692424936,-0.2078740272414512,122,27,True
probe,42,enc.self.L8.head5,head,encoder,self,8,-0.122701876,0.46450409919011554,-0.10593805,0.46151501295534214,-0.048831612,0.48315805517451615,-0.0036146333,0.5097565341926245,-0.13007799,0.44187391555812605,0.6606652949245542,0.06462241885413228,122,27,True
probe,42,enc.self.L8.head6,head,encoder,self,8,-0.23813283,0.43622283934028083,-0.19079356,0.44717099358160173,-0.16849367,0.45532523836136096,0.051365543,0.5174543501611171,-0.33018392,0.4303065355696935,0.7044467306812986,-0.08935427486318491,122,27,True
probe,42,enc.self.L8.head7,head,encoder,self,8,-0.34444994,0.38883248562546247,-0.35738614,0.3963996003319277,-0.15015316,0.45499500414909655,0.06514152,0.5196025778732545,0.31722626,0.6084441873915558,0.7764441396128638,0.10670675396773956,122,27,True
probe,42,enc.self.L8.head8,head,encoder,self,8,0.006565615,0.4644008314504597,-0.06623286,0.44388558654676624,0.060842138,0.49823875086792324,-0.42104605,0.40646258503401367,1.6179074,0.8635049161364952,0.910227099527511,-0.23757302068123964,122,27,True
probe,42,enc.self.L8.head9,head,encoder,self,8,-0.09993576,0.4746566866068792,-0.050772753,0.4776541516367762,-0.15539145,0.44767904621585464,0.1947851,0.55343716433942,-1.1216699,0.1622325043377675,0.7437700045724738,0.19397839709844863,122,27,True
probe,42,enc.self.L8.head10,head,encoder,self,8,-0.18069245,0.43471571096313555,-0.13029937,0.44654439533268975,-0.10922926,0.45656996731528054,0.21528196,0.5560329394915862,0.054470837,0.4916136495083864,0.8207209266880049,0.23657581407218534,122,27,True
