direction,seed,component,kind,side,sublayer,layer,train_d_toxic_vs_reference,train_auc_toxic_vs_reference,dev_d_toxic_vs_reference,dev_auc_toxic_vs_reference,dev_d_toxic_vs_generated,dev_auc_toxic_vs_generated,dev_d_copy_vs_ordinary,dev_auc_copy_vs_ordinary,dev_d_template_vs_ordinary,dev_auc_template_vs_ordinary,control_language_max_auc,control_corr_token_count,train_rows_per_cell,dev_rows_per_cell,language_balanced
mean_diff,42,enc.mlp.L8.n987,neuron,encoder,mlp,8,0.17520358,0.5112847999840744,0.15260965,0.5098477535606023,0.11403232,0.5062151772256939,-0.19595659,0.4404761904761905,1.1171905,0.7391555812608444,0.6748780673677793,-0.17377157986823322,122,27,True
mean_diff,42,enc.mlp.L8.n988,neuron,encoder,mlp,8,-0.38158664,0.4687293671885628,-0.3858951,0.47980490778844687,-0.36294994,0.4538010804586021,0.53233105,0.6749910490511994,-2.0928628,0.07894736842105265,0.8546715439719555,0.17786028748389512,122,27,True
mean_diff,42,enc.mlp.L8.n989,neuron,encoder,mlp,8,-0.0121981315,0.5133874804662227,-0.0583389,0.49499568155260887,-0.027579665,0.500237091229318,-0.058849856,0.4747583243823846,-0.40069875,0.4071717755928282,0.7522862368541381,-0.12772734485027828,122,27,True
mean_diff,42,enc.mlp.L8.n990,neuron,encoder,mlp,8,0.106102675,0.5322999923689702,0.14386638,0.5359108536977764,0.104806095,0.5255550475029214,0.074358664,0.5202291442892947,-0.18967529,0.4317524580682475,0.611225422953818,0.07725884122036719,122,27,True
mean_diff,42,enc.mlp.L8.n991,neuron,encoder,mlp,8,0.13739932,0.5573770491803279,0.09550848,0.547071076563532,0.046264123,0.5324730308726651,0.107967444,0.5031328320802004,0.21354239,0.5563909774436091,0.7190595945739979,0.002160500746952916,122,27,True
mean_diff,42,enc.mlp.L8.n992,neuron,encoder,mlp,8,-0.02763272,0.5081511010248805,-0.052337117,0.5007874815830919,-0.020297626,0.5125743026977595,-0.058694966,0.44960615825277483,0.19186792,0.6208791208791209,0.8281321444901693,-0.17500595048697606,122,27,True
mean_diff,42,enc.mlp.L8.n993,neuron,encoder,mlp,8,-0.054630905,0.46071015026492945,-0.113897055,0.44734034445968607,0.073156774,0.5036579789666209,-0.3110991,0.41183315431435735,1.4591737,0.8718912666281088,0.9149329370522787,-0.1994319000585309,122,27,True
mean_diff,42,enc.mlp.L8.n994,neuron,encoder,mlp,8,0.010674912,0.49534507184780413,0.058987327,0.5079848939016749,-0.03929974,0.4824721841182747,-0.005793494,0.5192445399212317,-0.58068365,0.2776171197223829,0.8144909312604787,0.21868151688232498,122,27,True
mean_diff,42,enc.mlp.L8.n995,neuron,encoder,mlp,8,-0.21326987,0.41381498402460515,-0.19820556,0.4188555267659062,-0.08628002,0.4607275313722502,0.031452462,0.4987468671679198,-0.09966821,0.4491035280508965,0.6893004115226338,0.01153042176861458,122,27,True
mean_diff,42,enc.mlp.L8.n996,neuron,encoder,mlp,8,0.017181288,0.5057987531560943,0.103239015,0.5087977781164795,0.06009927,0.5017104438686515,-0.23342937,0.43027210884353745,-0.34709775,0.4259687680740312,0.6924820911446425,0.19242633578988672,122,27,True
mean_diff,42,enc.mlp.L8.n997,neuron,encoder,mlp,8,-0.2806846,0.4758793102876234,-0.26373708,0.46891564632762617,-0.21030629,0.4809310911277075,0.42197484,0.6148406731113498,-0.9665917,0.23539618276460383,0.8826969974089316,0.24062481825003776,122,27,True
mean_diff,42,enc.mlp.L8.n998,neuron,encoder,mlp,8,-0.38522407,0.40114498624755723,-0.37341696,0.3948077020779352,-0.28690353,0.42778031804094907,0.11454006,0.502327246688149,-1.2554158,0.2518796992481203,0.6434232586495962,0.006411998506932877,122,27,True
mean_diff,42,enc.mlp.L8.n999,neuron,encoder,mlp,8,0.46146134,0.6294371949661748,0.41372705,0.6333384138596758,0.3643976,0.5839133600907721,-0.3269555,0.42570712495524526,0.9295105,0.7819548872180451,0.6883859167809785,-0.1888055776648197,122,27,True
mean_diff,42,enc.mlp.L8.n1000,neuron,encoder,mlp,8,-0.38425198,0.3863266877017661,-0.41418338,0.3716913072194279,-0.04787163,0.4808379481447611,-0.4891609,0.35821697099892597,1.2416605,0.8594563331405438,0.9565614997713764,-0.32458776473435436,122,27,True
mean_diff,42,enc.mlp.L8.n1001,neuron,encoder,mlp,8,0.03213586,0.5055524036084817,0.03117048,0.5316770817456689,0.062087428,0.5346830598316652,0.13802774,0.5038489079842463,0.20889732,0.5676691729323309,0.6061385459533608,0.027279831632279133,122,27,True
mean_diff,42,enc.mlp.L8.n1002,neuron,encoder,mlp,8,-0.043049462,0.48140434172414825,-0.013028721,0.491930430659283,0.02259178,0.5043692526545751,0.20230165,0.5401897601145721,0.42022023,0.6263736263736264,0.693720469440634,-0.10441363490538369,122,27,True
mean_diff,42,enc.mlp.L8.n1003,neuron,encoder,mlp,8,0.19485454,0.5350902949890677,0.26822418,0.5631255398059238,0.19342445,0.5392385984521331,-0.23598942,0.4303616183315432,0.9255922,0.7278773857721226,0.7200502972107911,-0.12201515539680893,122,27,True
mean_diff,42,enc.mlp.L8.n1004,neuron,encoder,mlp,8,-0.40830117,0.3759236034386083,-0.5000656,0.34887974394147236,-0.23943384,0.4377042794966892,0.11554083,0.5387576083064806,-0.8463634,0.2767495662232504,0.6411179698216736,0.06943703300637272,122,27,True
mean_diff,42,enc.mlp.L8.n1005,neuron,encoder,mlp,8,-0.0028970821,0.5156535645203566,0.006224096,0.5288827922572777,0.023417018,0.5124896272587174,-0.28612384,0.38999283924095957,0.5168956,0.6894158473105841,0.7600975461057766,0.02349320780782444,122,27,True
mean_diff,42,enc.mlp.L8.n1006,neuron,encoder,mlp,8,0.10715503,0.5438361186591949,0.12638202,0.5574184152144829,0.11000001,0.5379515317786923,-0.11403464,0.4593626924453992,0.039134268,0.4641411220358589,0.6886335924401767,0.08516089112864768,122,27,True
mean_diff,42,enc.mlp.L8.n1007,neuron,encoder,mlp,8,0.50120217,0.6551015092849726,0.5668739,0.6407898524953852,0.3511806,0.6002133821063862,-0.31373233,0.4216791979949875,1.2640837,0.8490456911509544,0.6872999542752629,-0.05221869053749088,122,27,True
mean_diff,42,enc.mlp.L8.n1008,neuron,encoder,mlp,8,0.1273865,0.5520419640279892,0.07375192,0.5533539941404597,-0.013776147,0.5098223509288896,0.10836033,0.5242570712495525,-0.24014466,0.3932909196067091,0.7142203932327389,-0.024796593558265665,122,27,True
mean_diff,42,enc.mlp.L8.n1009,neuron,encoder,mlp,8,-0.12549914,0.4739574520323423,-0.11456761,0.47191315686971835,-0.12971182,0.4673068129858253,0.1356575,0.5589867525957751,-0.9791236,0.18623481781376522,0.7616026520347507,-0.07017849241574939,122,27,True
mean_diff,42,enc.mlp.L8.n1010,neuron,encoder,mlp,8,-0.15733202,0.4447679337493904,-0.19340649,0.43831394265779267,-0.10041504,0.4668241629832851,0.16839652,0.5525420694593627,-0.26432416,0.43811451706188553,0.8015355890870294,0.19921716652827226,122,27,True
mean_diff,42,enc.mlp.L8.n1011,neuron,encoder,mlp,8,0.010041016,0.5340460051559218,0.026871933,0.5325238361360904,0.042284492,0.5452928923436469,0.043715995,0.4814715359828142,0.29429358,0.637941006362059,0.6612178021643043,0.015721692522230674,122,27,True
mean_diff,42,enc.mlp.L8.n1012,neuron,encoder,mlp,8,0.23643617,0.5515957146791152,0.24423258,0.5591796643465596,0.14462377,0.5295432606818067,0.15096863,0.5529001074113856,0.82407385,0.6790052053209948,0.6607033988721231,-0.026208002977081365,122,27,True
mean_diff,42,enc.mlp.L8.n1013,neuron,encoder,mlp,8,0.3696027,0.6290730621331714,0.44962367,0.6437026875984352,0.103290305,0.5350132940439296,0.28421918,0.5739348370927319,-1.2345853,0.20792365529207635,0.9420438957475994,0.40268960040326096,122,27,True
mean_diff,42,enc.mlp.L8.n1014,neuron,encoder,mlp,8,0.07617031,0.5513999621766351,0.0844198,0.5581635590780538,0.03773711,0.5295517282257108,0.0061788475,0.44504117436448265,-0.10491431,0.5381723539618277,0.6691243712848651,0.008144119779102874,122,27,True
mean_diff,42,enc.mlp.L8.n1015,neuron,encoder,mlp,8,-0.22433817,0.45061977232988615,-0.24690673,0.4351470812376162,-0.23816808,0.4450541076055479,0.21817017,0.5602398854278553,-1.1105313,0.21602082128397923,0.741693339429965,0.05111629611799242,122,27,True
mean_diff,42,enc.mlp.L8.n1016,neuron,encoder,mlp,8,0.047566753,0.49754479912143623,0.011444568,0.4736574709139867,0.08307977,0.5102626632119087,-0.16703752,0.4609738632295024,0.6948512,0.6891266628108733,0.6977594878829446,-0.026028243447213963,122,27,True
mean_diff,42,enc.mlp.L8.n1017,neuron,encoder,mlp,8,-0.1869198,0.41890786692811244,-0.20776284,0.41443546884790594,-0.109130904,0.43637487510372747,0.33979428,0.5720551378446116,-0.9023638,0.18305378831694624,0.8191777168114617,0.20458773904982128,122,27,True
mean_diff,42,enc.mlp.L8.n1018,neuron,encoder,mlp,8,0.09352863,0.5293479450963998,0.0843279,0.5272908940032853,0.020919597,0.5105674947924606,0.10085285,0.5499462943071965,-0.20309289,0.4953730480046269,0.6728776101204084,-0.06063840242740011,122,27,True
mean_diff,42,enc.mlp.L8.n1019,neuron,encoder,mlp,8,0.064154334,0.49010537456743675,0.19401643,0.5008213517587088,0.18691146,0.5213890159020474,-0.20213467,0.44092373791621914,1.0314509,0.7232504337767496,0.7644413961286389,-0.003681651962136042,122,27,True
mean_diff,42,enc.mlp.L8.n1020,neuron,encoder,mlp,8,0.4658163,0.6603868268519348,0.5682959,0.6833985334213958,0.28120577,0.6006452268455011,-0.002716136,0.5134264232008593,0.5469763,0.6972238288027762,0.7466278006401463,0.015534414189865512,122,27,True
mean_diff,42,enc.mlp.L8.n1021,neuron,encoder,mlp,8,-0.4287812,0.4521526139594759,-0.45030558,0.45685786380802385,-0.3529959,0.4250114311842706,0.25992724,0.6242391693519513,-2.4847145,0.0665124349334876,0.7938385916780979,0.14335083588224515,122,27,True
mean_diff,42,enc.mlp.L8.n1022,neuron,encoder,mlp,8,0.07194481,0.5222751417546724,0.1118115,0.5197886501041508,0.004132279,0.5028535622957205,0.10494257,0.4958825635517365,-0.15815626,0.4190283400809717,0.7498666361835087,0.1313663972764006,122,27,True
mean_diff,42,enc.mlp.L8.n1023,neuron,encoder,mlp,8,0.14293754,0.5498613143287514,0.05054507,0.5187894799234534,-0.019402014,0.5029213026469542,0.15850367,0.5337450769781598,-0.35944203,0.36552920763447083,0.747561347355586,-0.10708461189718936,122,27,True
mean_diff,42,enc.mlp.L8.n1024,neuron,encoder,mlp,8,-0.14747302,0.4414998623096804,-0.15816033,0.4358244847499534,-0.027562033,0.4791529069078223,-0.20381875,0.4679556032939492,0.318239,0.5734528629265471,0.7791876238378296,0.051855406395684416,122,27,True
mean_diff,42,enc.mlp.L8.n1025,neuron,encoder,mlp,8,0.09800002,0.5546356846858504,0.1159297,0.5569272976680384,0.10022438,0.5325746413995157,-0.05217996,0.5082348728965271,1.032424,0.832272990167727,0.6989026063100138,-0.132355808550717,122,27,True
mean_diff,42,enc.mlp.L8.n1026,neuron,encoder,mlp,8,0.61984587,0.6909632018473729,0.688107,0.7055157580992057,0.1762472,0.5591203915392301,0.21199156,0.5348191908342284,-1.0911977,0.23395026026604976,0.9191243712848651,0.22399988338801383,122,27,True
mean_diff,42,enc.mlp.L8.n1027,neuron,encoder,mlp,8,0.49010754,0.6091361674314286,0.5152885,0.6171145997391996,0.32912517,0.5650222696404681,-0.13135278,0.5006265664160401,1.6897055,0.8901098901098901,0.8706180460295687,-0.15826327126547846,122,27,True
mean_diff,42,enc.mlp.L8.n1028,neuron,encoder,mlp,8,0.048639562,0.5057771872024313,0.09179065,0.5165540483327407,-0.03525697,0.486028552558045,-0.043541174,0.5197815968492661,-0.89959896,0.18912666281087337,0.8601394604481024,0.10169840840409564,122,27,True
mean_diff,42,enc.mlp.L8.n1029,neuron,encoder,mlp,8,-0.28403914,0.3744969326578213,-0.3159706,0.3615471896221782,-0.1735584,0.4161967179799827,0.19168131,0.548782670963122,0.32609272,0.5578368999421631,0.7035512879134278,0.12048540257285642,122,27,True
mean_diff,42,enc.mlp.L8.n1030,neuron,encoder,mlp,8,0.22695538,0.5800507463478887,0.24071881,0.5808057714779251,0.082613744,0.5262578536469712,0.43794206,0.6255818116720373,-0.016992826,0.5008675534991325,0.7030749885688158,0.04608917697727645,122,27,True
mean_diff,42,enc.mlp.L8.n1031,neuron,encoder,mlp,8,0.011077755,0.4886903162232375,0.044913698,0.5072228149502955,0.0042685284,0.500355636843977,0.00076002826,0.5172753311851057,0.047775052,0.580104106419896,0.7660417619265356,0.198687738596096,122,27,True
mean_diff,42,enc.mlp.L8.n1032,neuron,encoder,mlp,8,0.06364408,0.5209397115470751,0.112772934,0.520703144845806,0.02054002,0.5055716438889736,-0.20751052,0.443609022556391,-0.10768404,0.4282822440717178,0.5841906721536351,-0.011785793787715592,122,27,True
mean_diff,42,enc.mlp.L8.n1033,neuron,encoder,mlp,8,-0.14988871,0.4351661076107909,-0.18209463,0.43641721282324847,-0.04878618,0.4817947806059375,0.07880293,0.5057286072323667,0.17674029,0.5624638519375362,0.6468907178783723,0.08072314823118655,122,27,True
mean_diff,42,enc.mlp.L8.n1034,neuron,encoder,mlp,8,0.001635247,0.47639689317553696,0.030165605,0.48146454639367303,0.15599741,0.5286795712035767,-0.29470813,0.4303616183315432,1.4849808,0.8814343551185657,0.8205494589239445,-0.10432557402421777,122,27,True
mean_diff,42,enc.mlp.L8.n1035,neuron,encoder,mlp,8,-0.21706945,0.41931098436966036,-0.2786491,0.40278412843570593,0.022357307,0.5018967298345441,-0.33290258,0.40171858216971,1.1428536,0.8649508386350492,0.9298696844993142,-0.21913634504082732,122,27,True
mean_diff,42,enc.mlp.L8.n1036,neuron,encoder,mlp,8,0.016715907,0.4999485734951111,0.06636005,0.5129130044539281,0.14045337,0.5321343291164964,-0.16987503,0.4209631220909416,0.97306955,0.7553499132446501,0.785855814662399,-0.3109338664134587,122,27,True
mean_diff,42,enc.mlp.L8.n1037,neuron,encoder,mlp,8,0.40734297,0.5929094462194883,0.41334978,0.5850056732544158,0.29487365,0.5709918880929398,-0.41600522,0.3500716075904046,1.2971113,0.818102949681897,0.7897995732357872,-0.15016671681422555,122,27,True
mean_diff,42,enc.mlp.L8.n1038,neuron,encoder,mlp,8,-0.10924281,0.44543896669221406,-0.13178752,0.44087114091686563,-0.03271772,0.4804823113007841,0.38505682,0.5877192982456141,0.5067832,0.6711972238288029,0.8057651272671849,0.25817149677822965,122,27,True
mean_diff,42,enc.mlp.L8.n1039,neuron,encoder,mlp,8,-0.46419862,0.44185735946463345,-0.47378147,0.4285932022557537,-0.2937203,0.4527002997510542,0.32361537,0.6005191550304333,-1.804268,0.0858877964141122,0.8273129096174364,0.19209940276009704,122,27,True
mean_diff,42,enc.mlp.L8.n1040,neuron,encoder,mlp,8,-0.19984238,0.4680832180384272,-0.205414,0.4681705024640552,-0.16985881,0.4656979796440245,-0.052885886,0.46965628356605793,-1.4781117,0.17698091382301911,0.9138279225727786,0.12566993041839863,122,27,True
mean_diff,42,enc.mlp.L8.n1041,neuron,encoder,mlp,8,0.030004706,0.5000174186548817,-0.07924056,0.4594828024183305,-0.0016911447,0.4919388982031872,-0.02223099,0.52640529896169,0.10149582,0.5222672064777328,0.6215515927450084,0.14943392035741543,122,27,True
mean_diff,42,enc.mlp.L8.n1042,neuron,encoder,mlp,8,0.054800518,0.5343114322779288,0.043500204,0.5103558061948552,-0.06301832,0.4906264288980338,0.16386081,0.5444862155388471,-0.4971341,0.3490456911509543,0.8079180003048315,0.17975424961648387,122,27,True
mean_diff,42,enc.mlp.L8.n1043,neuron,encoder,mlp,8,-0.34557077,0.3744189634407318,-0.30779478,0.38293620552422564,-0.03419303,0.4809564937594201,-0.05736463,0.45712495524525604,0.29287508,0.5294968189705032,0.656130925163847,0.06728035345480225,122,27,True
mean_diff,42,enc.mlp.L8.n1044,neuron,encoder,mlp,8,0.13826974,0.5465418163841527,0.1720913,0.5490186116615015,0.033341635,0.5065792816135751,0.141044,0.5402792696025779,-0.1587813,0.4574898785425101,0.822340344459686,-0.15413356186664048,122,27,True
mean_diff,42,enc.mlp.L8.n1045,neuron,encoder,mlp,8,-0.18491429,0.4223915979044529,-0.2124183,0.4259343934698301,-0.037518483,0.4867398262459991,0.18640879,0.5410848549946294,0.75705844,0.7513013302486987,0.8398872123151958,0.04720357572256269,122,27,True
mean_diff,42,enc.mlp.L8.n1046,neuron,encoder,mlp,8,-0.609675,0.41349730093795306,-0.6181697,0.41380887059899407,-0.46676648,0.39871123981777845,0.4137687,0.6393662728249194,-2.222775,0.08415268941584735,0.7294238683127572,0.18023090529583055,122,27,True
mean_diff,42,enc.mlp.L8.n1047,neuron,encoder,mlp,8,0.18173318,0.5777004721284933,0.19124371,0.5792138732239328,0.060495306,0.53565682738065,-0.053313702,0.4705513784461153,-0.17594405,0.47310584152689417,0.78471269623533,0.2372526881230641,122,27,True
mean_diff,42,enc.mlp.L8.n1048,neuron,encoder,mlp,8,-0.6667502,0.29350931151522386,-0.7547055,0.27614354180426426,-0.21547672,0.44064251723145187,-0.19085215,0.4556928034371644,0.99580026,0.7828224407171775,0.877400548696845,-0.3099069442005721,122,27,True
mean_diff,42,enc.mlp.L8.n1049,neuron,encoder,mlp,8,0.09793206,0.5517242809413373,0.22364712,0.5841758539518027,0.07348533,0.542938915138275,-0.16114682,0.41657715717866095,0.021325765,0.5500289184499711,0.6677526291723823,-0.12080081985101832,122,27,True
mean_diff,42,enc.mlp.L8.n1050,neuron,encoder,mlp,8,0.081369884,0.5396299282351419,0.15104777,0.5580111432877779,-0.05697974,0.48651967010448943,0.086058766,0.5554958825635518,-1.1397729,0.13331405436668597,0.8971383935375705,-0.012154977231596007,122,27,True
mean_diff,42,enc.mlp.L8.n1051,neuron,encoder,mlp,8,0.29528973,0.5538103722283603,0.31458098,0.5512201730765974,0.23337035,0.5396958458229606,-0.077634364,0.4934658073755818,1.4644536,0.8426836321573163,0.7412741960067063,-0.16585235450398814,122,27,True
mean_diff,42,enc.mlp.L8.n1052,neuron,encoder,mlp,8,0.19601849,0.49515097826483656,0.22192308,0.5096275974190926,0.20546141,0.5160798658741046,-0.25679374,0.48693161475116364,0.8582343,0.6029496818970503,0.8775339125133365,-0.10261591935109947,122,27,True
mean_diff,42,enc.mlp.L8.n1053,neuron,encoder,mlp,8,0.09429007,0.5467242975305324,0.028770745,0.5265118799640977,0.11401953,0.5379684668665007,0.011320734,0.5270318653777301,0.60680664,0.7220936957779063,0.6945206523395824,-0.12051083237717612,122,27,True
mean_diff,42,enc.mlp.L8.n1054,neuron,encoder,mlp,8,0.11280241,0.5389680193496371,0.09067779,0.5238530711781741,0.051257424,0.518696336940507,-0.17149162,0.4105800214822771,-0.09061855,0.47223828802776174,0.6744398719707361,0.17158604516232426,122,27,True
mean_diff,42,enc.mlp.L8.n1055,neuron,encoder,mlp,8,0.08722964,0.5196291651321661,0.12568484,0.5213466781825264,0.027296258,0.49868753069484667,0.11830993,0.5212137486573577,-0.22631769,0.4658762290341238,0.6780978509373572,0.18580079590660217,122,27,True
mean_diff,42,enc.mlp.L8.n1056,neuron,encoder,mlp,8,-0.12704527,0.458411717280301,-0.05970286,0.4848007586919339,-0.0058612674,0.49968670087554407,0.10234187,0.5403687790905837,0.9360157,0.789762868710237,0.7305669867398262,-0.009490588496667089,122,27,True
mean_diff,42,enc.mlp.L8.n1057,neuron,encoder,mlp,8,0.1612967,0.5404701709682449,0.10796233,0.5225998746803502,0.07016401,0.5183915053599553,0.18878599,0.5608664518438955,0.09048624,0.5393290919606709,0.8956142356348117,0.20864530750022645,122,27,True
mean_diff,42,enc.mlp.L8.n1058,neuron,encoder,mlp,8,-0.13206026,0.47593654301080623,-0.08900872,0.5053260851157513,-0.16941501,0.47102406475977576,0.3329288,0.6083959899749374,-1.2512993,0.22411798727588206,0.8263412589544277,0.10724024246665524,122,27,True
mean_diff,42,enc.mlp.L8.n1059,neuron,encoder,mlp,8,-0.4747743,0.44001595880571065,-0.45188925,0.44239529881962447,-0.30273739,0.47049907703771443,0.27243954,0.602219835302542,-1.7750466,0.10439560439560441,0.9542371589696692,0.18198857676457655,122,27,True
mean_diff,42,enc.mlp.L8.n1060,neuron,encoder,mlp,8,-0.025244433,0.502886519951825,0.0031267523,0.5050043184473911,-0.036306668,0.48942403766363524,-0.018433644,0.5155746509129968,-0.14814635,0.407460960092539,0.7618312757201646,0.13012721282375814,122,27,True
mean_diff,42,enc.mlp.L8.n1061,neuron,encoder,mlp,8,-0.0046637855,0.4894393183831507,0.03873233,0.49272637978627915,0.03493429,0.48868736134396856,-0.024840865,0.46079484425349093,-0.04172452,0.4352226720647774,0.6783455265965554,-0.0026087964251123356,122,27,True
mean_diff,42,enc.mlp.L8.n1062,neuron,encoder,mlp,8,-0.16579756,0.41907541779887925,-0.21784322,0.41653541973615127,-0.08559723,0.46245491032871006,-0.11904894,0.47028284998209813,-0.11587237,0.4771544245228456,0.7082761774119799,0.15250980930669192,122,27,True
mean_diff,42,enc.mlp.L8.n1063,neuron,encoder,mlp,8,0.27834323,0.5972773812960143,0.25272748,0.6096631611034904,0.00861771,0.5240816948635878,0.22193699,0.5645363408521302,-0.7789403,0.21110468478889532,0.8108710562414267,0.06434115216109182,122,27,True
mean_diff,42,enc.mlp.L8.n1064,neuron,encoder,mlp,8,-0.5318108,0.33352659745654456,-0.67818767,0.31104675777743906,-0.3883673,0.4111077240935494,0.21386357,0.5260472610096671,-1.5741699,0.1338924233661076,0.7664037494284408,0.23313109654532335,122,27,True
mean_diff,42,enc.mlp.L8.n1065,neuron,encoder,mlp,8,-0.03209619,0.4964266873699822,-0.05623395,0.49856898508018765,-0.06219203,0.4909481955663941,0.27915597,0.5609559613319013,-0.77739984,0.24146905725853096,0.655978509373571,-0.08769374865522375,122,27,True
mean_diff,42,enc.mlp.L8.n1066,neuron,encoder,mlp,8,0.004142948,0.4800796944933826,-0.052571025,0.45626513573472877,0.056215048,0.5061559044183644,-0.14160278,0.45954171142141065,0.5918349,0.70213996529786,0.7182403597012651,0.08845603092527583,122,27,True
mean_diff,42,enc.mlp.L8.n1067,neuron,encoder,mlp,8,0.15883735,0.5582919432914953,0.16067326,0.559315145049027,0.02313684,0.5227353553828177,0.06986598,0.4664339419978518,-0.24276157,0.4089068825910931,0.654244779759183,-0.07606532924870406,122,27,True
mean_diff,42,enc.mlp.L8.n1068,neuron,encoder,mlp,8,0.09955488,0.47094319527805156,0.122737005,0.47526630425578753,0.18608744,0.5071042693356366,-0.36570433,0.37406015037593987,1.7016608,0.8961827646038172,0.9671543971955494,-0.2942645076667819,122,27,True
mean_diff,42,enc.mlp.L8.n1069,neuron,encoder,mlp,8,-0.45667702,0.44946018759061845,-0.47739148,0.4475774356890041,-0.4188922,0.43844942336026005,0.32406017,0.5532581453634084,-2.2488816,0.06564488143435514,0.8783150434385003,0.3492554969936514,122,27,True
mean_diff,42,enc.mlp.L8.n1070,neuron,encoder,mlp,8,-0.27540192,0.5175173605926988,-0.24433333,0.5206523395823808,-0.25307962,0.47620620162915545,0.37232748,0.6136770497672753,-1.662497,0.11046847888953155,0.9004915409236397,0.13928836517965695,122,27,True
mean_diff,42,enc.mlp.L8.n1071,neuron,encoder,mlp,8,0.12414052,0.5724068599639682,0.1773577,0.5696116784365527,0.09902966,0.5464275432268115,0.3066947,0.5658789831722163,0.9814929,0.7637362637362637,0.7097241274196007,-0.1028741378245218,122,27,True
mean_diff,42,enc.mlp.L8.n1072,neuron,encoder,mlp,8,-0.67706686,0.31291535197295295,-0.7222675,0.2964656471743806,-0.43177098,0.3845365713221223,0.2992161,0.5677586824203367,-1.9040267,0.07518796992481204,0.6352499618960524,0.004566694678606968,122,27,True
mean_diff,42,enc.mlp.L8.n1073,neuron,encoder,mlp,8,-0.034973025,0.5002231246744371,-0.05010395,0.484174160443022,-0.021509403,0.4894833104709648,0.11413614,0.5202291442892947,0.15478826,0.46963562753036436,0.7963915561652187,-0.08701093086307583,122,27,True
mean_diff,42,enc.mlp.L8.n1074,neuron,encoder,mlp,8,-0.19831593,0.420192700090577,-0.26551238,0.4053751968703957,-0.13483569,0.4493302172771766,-0.106127515,0.4712674543501611,0.7165569,0.7119722382880278,0.8228737997256516,-0.10622900666977243,122,27,True
mean_diff,42,enc.mlp.L8.n1075,neuron,encoder,mlp,8,-0.24944045,0.4588181525608741,-0.36970237,0.437856695286965,-0.2860487,0.4491354637673797,0.22015998,0.5584496956677408,-1.6756383,0.06940427993059574,0.7186023472031702,0.07647190622733742,122,27,True
mean_diff,42,enc.mlp.L8.n1076,neuron,encoder,mlp,8,0.088027105,0.5276342812399428,0.05472901,0.5146234483225796,-0.060589246,0.4801351420007113,0.20549446,0.5477980665950591,-0.32164788,0.31781376518218624,0.7313671696387746,0.057859094518630694,122,27,True
mean_diff,42,enc.mlp.L8.n1077,neuron,encoder,mlp,8,0.17441931,0.5258069813968765,0.2401283,0.544429202865417,0.21393982,0.5423123168893631,-0.29110587,0.40261367704976725,1.2619916,0.8493348756506651,0.8720850480109741,-0.19569931737352167,122,27,True
mean_diff,42,enc.mlp.L8.n1078,neuron,encoder,mlp,8,-0.20613164,0.4532334000218977,-0.25700542,0.4512523497434334,-0.18101515,0.4603380243526563,-0.16862519,0.4596312209094164,-1.0821116,0.29467900520532103,0.8141479957323579,-0.05055663828267674,122,27,True
mean_diff,42,enc.mlp.L8.n1079,neuron,encoder,mlp,8,-0.100833446,0.47088845093413756,-0.12192742,0.4657487849074497,0.051506683,0.5090264018018933,-0.13807157,0.4513068385248836,0.30763197,0.6038172353961828,0.6965020576131687,-0.15022131406478634,122,27,True
mean_diff,42,enc.mlp.L8.n1080,neuron,encoder,mlp,8,0.32369342,0.5882312931941168,0.33272764,0.5732865924909821,0.25057384,0.5624904740131077,-0.008569982,0.5052810597923381,0.48084942,0.5474262579525738,0.737844840725499,-0.052091232988574696,122,27,True
mean_diff,42,enc.mlp.L8.n1081,neuron,encoder,mlp,8,-0.3990038,0.27702960507762087,-0.5255874,0.2696235329980186,-0.24181275,0.39389320733628,0.33877513,0.5785893304690297,-0.21296099,0.3094274146905726,0.9614578570339887,0.09877392494902287,122,27,True
mean_diff,42,enc.mlp.L8.n1082,neuron,encoder,mlp,8,-0.05844721,0.4856287802628392,-0.07387931,0.47892428322240865,-0.042718913,0.48697691747531713,0.010744947,0.47789115646258506,0.083784126,0.5555234239444765,0.8260554793476604,-0.06059873800081639,122,27,True
mean_diff,42,enc.mlp.L8.n1083,neuron,encoder,mlp,8,-0.22035073,0.4412825438535373,-0.2374835,0.44187031109756303,-0.14868706,0.46474961472675236,0.086111866,0.5197815968492661,-0.8174493,0.2909196067090804,0.7037227556774882,0.03381892666217555,122,27,True
mean_diff,42,enc.mlp.L8.n1084,neuron,encoder,mlp,8,-0.1008574,0.4560850826639593,-0.12804918,0.46075293400396283,-0.0012029423,0.4971379701603753,-0.18401258,0.38319011815252424,0.75188756,0.7810873337189127,0.8383821063862216,-0.30270979521948793,122,27,True
mean_diff,42,enc.mlp.L8.n1085,neuron,encoder,mlp,8,0.07034308,0.5542284199455211,0.030174663,0.5511863029009805,-0.11484701,0.4932937052278616,0.21905567,0.5456498388829216,-1.5070528,0.09629843840370159,0.9160760554793477,0.07391605575577583,122,27,True
mean_diff,42,enc.mlp.L8.n1086,neuron,encoder,mlp,8,-0.31471235,0.38375121515854294,-0.43706834,0.3573642229334959,-0.12989818,0.4509813883384986,-0.14750674,0.4700143215180809,0.32113206,0.6084441873915558,0.775739216582838,-0.02256204612733913,122,27,True
