stage,split,intervention,family,seed,language,delta_sta,delta_sta_ci_lo,delta_sta_ci_hi,delta_sim,delta_sim_ci_lo,delta_sim_ci_hi,delta_j,effect_size_sta,effect_size_sim
stage11_ablation,test,top_mean_diff_direction,ablation_primary,42,es,0.21041822565961538,0.07542237708535579,0.3642109436170385,-0.063457225,-0.10515469019230769,-0.02887838027884616,0.06679694066333539,0.5217066617983886,-0.6527897730123547
stage11_ablation,test,top_mean_diff_direction,ablation_primary,1337,am,0.1433218608553846,0.03781983366613462,0.27172281814246146,-0.1389054480769231,-0.21336025730769229,-0.06843847644230769,-0.006604504624217398,0.46337902195583747,-0.7038697460019947
stage11_ablation,test,top_mean_diff_direction,ablation_primary,1337,ar,0.03785869190807692,-0.001014964293211543,0.11482817502977886,-0.027525936923076907,-0.057766450432692254,-0.005940147163461538,0.0335190456880394,0.1937067765962309,-0.41158739761869384
stage11_ablation,test,top_mean_diff_direction,ablation_primary,1337,es,0.20979300506,0.0659968129917404,0.36595473141833657,-0.05606880192307692,-0.0925542279903846,-0.024778245153846138,0.08682401291437017,0.5186556940849774,-0.6253678556160412
stage11_ablation,test,top_mean_diff_direction,ablation_primary,2024,am,0.09560107683230769,-0.03158256554546149,0.23570877370036533,-0.10646502653846154,-0.1655462302692308,-0.052862937009615384,0.005219669455936425,0.26247738101563234,-0.7367007222620442
stage11_ablation,test,top_mean_diff_direction,ablation_primary,2024,ar,0.07653158081153846,-0.000815924607269224,0.19118257030686536,-0.022924241538461544,-0.04495408059615384,-0.005049295817307693,0.04015565168327529,0.2851795875144461,-0.43041985966626994
stage11_ablation,test,top_mean_diff_direction,ablation_primary,2024,en,0.1538064356803846,0.03830202570888461,0.30755061279823076,-0.031160752692307683,-0.06403030183653845,-0.004487850096153845,0.06644051467417349,0.41848173097452934,-0.41926685472683695
stage11_ablation,test,top_mean_diff_direction,ablation_primary,2024,es,0.23430823430999997,0.03957775394307698,0.4334987505837211,-0.07498942692307695,-0.11025597830769232,-0.04274321998076925,0.08811622279397932,0.45405779478460206,-0.8412052903022055
stage11_ablation,test,top_mean_diff_direction,ablation_primary,2024,uk,0.07710550056730768,0.00014960281528845874,0.19234538855270192,-0.04721972653846154,-0.07641613792307694,-0.023080958644230768,0.011178841600989066,0.28406668324378564,-0.6315531953030408
stage11_ablation,test,top_probe_direction,ablation_primary,42,am,0.11741542877846153,-0.018007359383326926,0.275540024433423,-0.17863653153846154,-0.2572144710961538,-0.10934643030769232,-0.05954497229900001,0.29539776610763385,-0.8515973030667874
stage11_ablation,test,top_probe_direction,ablation_primary,42,ar,0.12001795556730768,0.0076895189585576935,0.26847745782196153,-0.0316809726923077,-0.04942984358653847,-0.015885507567307694,0.09264509358995297,0.37357163604556165,-0.689155113712994
stage11_ablation,test,top_probe_direction,ablation_primary,42,es,0.31844976575307693,0.15507435534850966,0.49093340691566345,-0.08505623038461539,-0.12338406365384615,-0.04881978638461539,0.1330663230564368,0.6981167628649939,-0.8578070525973353
stage11_ablation,test,top_probe_direction,ablation_primary,42,uk,0.03237279430653846,-0.11937501861898078,0.1840357131521538,-0.04058264384615386,-0.07750053836538462,-0.0028488631442308006,0.024411540532280965,0.0764469341799169,-0.3946477302128134
stage11_ablation,test,top_probe_direction,ablation_primary,1337,am,0.14120539158230766,0.015310150121096149,0.29862512234399996,-0.19163479807692305,-0.26731133351923075,-0.11779319306730772,-0.04315328744202737,0.36864422025151794,-0.9572900262831571
stage11_ablation,test,top_probe_direction,ablation_primary,1337,ar,0.04126189169807692,-0.003778258544923093,0.1259348373987115,-0.04646986192307692,-0.0766858170673077,-0.020660124355769218,0.022516518258988653,0.2098785117065059,-0.6137157484946986
stage11_ablation,test,top_probe_direction,ablation_primary,1337,es,0.18722617224846155,0.04590631641332695,0.3440158431414519,-0.06433116769230769,-0.10176311805769228,-0.029767402288461527,0.06941977086241957,0.4849873237868057,-0.6496876708956395
stage11_ablation,test,top_probe_direction,ablation_primary,1337,hi,0.012459104701153837,-2.1550274557703912e-05,0.036554983598182676,-0.05227631192307692,-0.09040337147115385,-0.013691433548076951,0.0032853386254052155,0.20664063921237205,-0.5155263848460805
stage11_ablation,test,top_probe_direction,ablation_primary,2024,am,0.20477267897692306,0.028156323763365437,0.3843145722087499,-0.21216751076923074,-0.27995935427884616,-0.1459517024038462,-0.028306767087774447,0.44312987793503916,-1.2185838791699968
stage11_ablation,test,top_probe_direction,ablation_primary,2024,ar,0.11351124469615385,0.00640501107776924,0.22740904174757695,-0.054057149230769236,-0.08611052467307692,-0.024006864913461535,0.062059240334419716,0.36978126334842437,-0.6336478109826209
stage11_ablation,test,top_probe_direction,ablation_primary,2024,de,0.04886628309653847,-0.0324939966538365,0.1501586991664903,-0.052536722692307705,-0.07651363404807691,-0.03137652833653848,-0.041286799051995914,0.1962477363614996,-0.8332195812183838
stage11_ablation,test,top_probe_direction,ablation_primary,2024,en,0.11563878632423075,-0.037934262380990395,0.2692684634490096,-0.038235560769230764,-0.0812937421730769,0.003698264480769227,0.02136307958822191,0.26872727811539343,-0.3240512615245436
stage11_ablation,test,top_probe_direction,ablation_primary,2024,es,0.35704990425769234,0.18408329067466347,0.5449208958011922,-0.086959375,-0.11820411441346153,-0.05767858318269232,0.14537787553813408,0.7493065237469049,-0.9985377546434103
stage11_ablation,test,top_probe_direction,ablation_primary,2024,uk,0.07715243200384615,0.00012048836849038017,0.19243683577263462,-0.049978543846153856,-0.07932226324999998,-0.02341470643269231,-0.0024469361882026005,0.2842185873489538,-0.664974718721854
