stage,split,intervention,family,seed,language,n_pairs,sta_supported,sta_status,sta,sta_baseline,delta_sta,delta_sta_ci_lo,delta_sta_ci_hi,effect_size_sta,sim,sim_baseline,delta_sim,delta_sim_ci_lo,delta_sim_ci_hi,effect_size_sim,fl,fl_baseline,delta_fl,delta_fl_ci_lo,delta_fl_ci_hi,effect_size_fl,j,j_baseline,delta_j,delta_j_ci_lo,delta_j_ci_hi,effect_size_j,sta_unvalidated,copy_rate,loose_copy_rate,empty_rate,sentinel_rate,unique_output_rate,top_output_share,template_rate,baseline_copy_rate,delta_copy_rate,baseline_loose_copy_rate,delta_loose_copy_rate,baseline_empty_rate,delta_empty_rate,baseline_sentinel_rate,delta_sentinel_rate,baseline_unique_output_rate,delta_unique_output_rate,baseline_top_output_share,delta_top_output_share,baseline_template_rate,delta_template_rate
stage13_steering,dev,decoder/probe/pooled_non_african@-1.00,steering_primary,2024,uk,27,True,validated,0.3425344882948148,0.3703644579244444,-0.02782996962962963,-0.0834899088888889,0.0,-0.19245008972987518,0.9632061433333333,0.9607250174074075,0.002481125925925926,0.0,0.007443377777777778,0.1924500897298752,0.7242909350155928,0.7182939822501992,0.0059969527653937005,0.0,0.017990858296181102,0.19245008972987523,0.2638591774807051,0.2804734950856491,-0.01661431760494407,-0.04984295281483221,0.0,-0.19245008972987532,,0.37037037037037035,0.48148148148148145,0.0,0.0,1.0,0.037037037037037035,0.0,0.3333333333333333,0.037037037037037035,0.4444444444444444,0.037037037037037035,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/probe/pooled_non_african@-1.00,steering_primary,2024,xh,27,False,unavailable/unvalidated,,,,,,,0.3648898285185184,0.3648898285185184,0.0,0.0,0.0,,0.18140309718801703,0.18140309718801703,0.0,0.0,0.0,,,,,,,,0.9252425793296297,0.037037037037037035,0.037037037037037035,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0
stage13_steering,dev,decoder/probe/pooled_non_african@-1.00,steering_primary,2024,yo,27,False,unavailable/unvalidated,,,,,,,0.4334690712592593,0.4334690712592593,0.0,0.0,0.0,,0.26049365147387404,0.26049365147387404,0.0,0.0,0.0,,,,,,,,0.9485050888518519,0.07407407407407407,0.07407407407407407,0.0,0.0,0.6296296296296297,0.3333333333333333,0.0,0.07407407407407407,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.6296296296296297,0.0,0.3333333333333333,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.25,steering_random_control,42,am,27,True,validated,0.4852997290240741,0.4852997290240741,0.0,0.0,0.0,,0.9720931144444445,0.9720931144444445,0.0,0.0,0.0,,0.436148070343123,0.436148070343123,0.0,0.0,0.0,,0.22790655207296787,0.22790655207296787,0.0,0.0,0.0,,,0.48148148148148145,0.48148148148148145,0.0,0.0,1.0,0.037037037037037035,0.0,0.48148148148148145,0.0,0.48148148148148145,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.25,steering_random_control,42,ar,27,True,validated,0.43751466970481484,0.43751466970481484,0.0,0.0,0.0,,0.9705202785185186,0.9705202785185186,0.0,0.0,0.0,,0.7470179294905732,0.7470179294905732,0.0,0.0,0.0,,0.3322271139143676,0.3322271139143676,0.0,0.0,0.0,,,0.6296296296296297,0.6296296296296297,0.0,0.0,1.0,0.037037037037037035,0.0,0.6296296296296297,0.0,0.6296296296296297,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.25,steering_random_control,42,de,27,True,validated,0.520147603337037,0.5201475874174074,1.5919629629672643e-08,-4.2522870370333776e-09,4.194593518534955e-08,0.2392363586390853,0.9929246581481481,0.9929246514814816,6.666666675493439e-09,-1.6314814818357614e-08,3.0388888901574265e-08,0.10268101152705089,0.7580193171794553,0.7580193171794553,0.0,0.0,0.0,,0.42726870896568514,0.42726869399154066,1.497414448284425e-08,-5.571574731061564e-09,3.7674114701268384e-08,0.2446707140600623,,0.5555555555555556,0.5925925925925926,0.0,0.0,1.0,0.037037037037037035,0.0,0.5555555555555556,0.0,0.5925925925925926,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.25,steering_random_control,42,en,27,True,validated,0.5184986980118519,0.5184986980118519,0.0,0.0,0.0,,0.9081240114814816,0.9081240114814816,0.0,0.0,0.0,,0.6822716819072382,0.6822716819072382,0.0,0.0,0.0,,0.3710785842544958,0.3710785842544958,0.0,0.0,0.0,,,0.1111111111111111,0.1111111111111111,0.0,0.0,1.0,0.037037037037037035,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.25,steering_random_control,42,es,27,True,validated,0.3016376155440741,0.3016376155440741,0.0,0.0,0.0,,0.948244987037037,0.948244987037037,0.0,0.0,0.0,,0.6760109348402009,0.6760109348402009,0.0,0.0,0.0,,0.18616933422657328,0.18616933422657328,0.0,0.0,0.0,,,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.037037037037037035,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.25,steering_random_control,42,hi,27,True,validated,0.18633428768407412,0.18633428768407412,0.0,0.0,0.0,,0.9417498733333333,0.9417498733333333,0.0,0.0,0.0,,0.674222173578014,0.674222173578014,0.0,0.0,0.0,,0.13417291400013207,0.13417291400013207,0.0,0.0,0.0,,,0.4074074074074074,0.4074074074074074,0.0,0.0,1.0,0.037037037037037035,0.0,0.4074074074074074,0.0,0.4074074074074074,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.25,steering_random_control,42,uk,27,True,validated,0.3801184299266666,0.3801184521607407,-2.2234074074713917e-08,-6.669037037228907e-08,0.0,-0.19255665231190058,0.9639625437037037,0.9639625377777776,5.92592592280678e-09,0.0,1.55555555473678e-08,0.26863700909898086,0.7346968006065934,0.7346968006065934,0.0,0.0,0.0,,0.2990613765711467,0.29906137669922145,-1.2807476297636008e-10,-3.7441270744714783e-10,0.0,-0.20836430368203335,,0.3333333333333333,0.4074074074074074,0.0,0.0,1.0,0.037037037037037035,0.0,0.3333333333333333,0.0,0.4074074074074074,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.25,steering_random_control,42,xh,27,False,unavailable/unvalidated,,,,,,,0.42666326259259263,0.4266632457407407,1.685185184966368e-08,-2.1324074077627274e-08,5.223148147873785e-08,0.1679518593557541,0.20137673626257235,0.20137673626257235,0.0,0.0,0.0,,,,,,,,0.7570031713296296,0.037037037037037035,0.037037037037037035,0.0,0.0,0.5555555555555556,0.25925925925925924,0.0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.25925925925925924,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.25,steering_random_control,42,yo,27,False,unavailable/unvalidated,,,,,,,0.42009889322222227,0.42009889322222227,0.0,0.0,0.0,,0.27073809621256917,0.27073809621256917,0.0,0.0,0.0,,,,,,,,0.9193187805407409,0.1111111111111111,0.1111111111111111,0.0,0.0,0.6666666666666666,0.2962962962962963,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.2962962962962963,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.25,steering_random_control,1337,am,27,True,validated,0.44831026653,0.44831026653,0.0,0.0,0.0,,0.9660002777777777,0.9660002777777777,0.0,0.0,0.0,,0.42810630725858934,0.42810630725858934,0.0,0.0,0.0,,0.2021572816695299,0.2021572816695299,0.0,0.0,0.0,,,0.4074074074074074,0.4074074074074074,0.0,0.0,1.0,0.037037037037037035,0.0,0.4074074074074074,0.0,0.4074074074074074,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.25,steering_random_control,1337,ar,27,True,validated,0.4374027405148148,0.4374028700148148,-1.2950000000100902e-07,-5.139289814791379e-07,2.4173787037162474e-07,-0.1325783829202203,0.9704417318518518,0.9704417488888889,-1.7037037036293367e-08,-4.667592593420187e-08,1.2231481485477402e-08,-0.21506510465350534,0.7508108208631578,0.7508108208631578,0.0,0.0,0.0,,0.3321481534955253,0.33214829327252215,-1.3977699699286026e-07,-4.861784170994132e-07,1.2686188929995833e-07,-0.17496961629794436,,0.5555555555555556,0.5555555555555556,0.0,0.0,1.0,0.037037037037037035,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.25,steering_random_control,1337,de,27,True,validated,0.5930568431111111,0.5930568431111111,0.0,0.0,0.0,,0.9851022751851852,0.9851022751851852,0.0,0.0,0.0,,0.7537263581360677,0.7537263581360677,0.0,0.0,0.0,,0.46356433358904153,0.46356433358904153,0.0,0.0,0.0,,,0.5925925925925926,0.5925925925925926,0.0,0.0,1.0,0.037037037037037035,0.0,0.5925925925925926,0.0,0.5925925925925926,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.25,steering_random_control,1337,en,27,True,validated,0.5924100561314815,0.5924100561314815,0.0,0.0,0.0,,0.912904118888889,0.912904118888889,0.0,0.0,0.0,,0.7203547297555177,0.7203547297555177,0.0,0.0,0.0,,0.4449297726841862,0.4449297726841862,0.0,0.0,0.0,,,0.1111111111111111,0.14814814814814814,0.0,0.0,1.0,0.037037037037037035,0.0,0.1111111111111111,0.0,0.14814814814814814,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.25,steering_random_control,1337,es,27,True,validated,0.3023527417614815,0.3023527417614815,0.0,0.0,0.0,,0.9283851570370368,0.9283851570370368,0.0,0.0,0.0,,0.6929980451684912,0.6929980451684912,0.0,0.0,0.0,,0.1811513105875014,0.1811513105875014,0.0,0.0,0.0,,,0.25925925925925924,0.2962962962962963,0.0,0.0,1.0,0.037037037037037035,0.0,0.25925925925925924,0.0,0.2962962962962963,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.25,steering_random_control,1337,hi,27,True,validated,0.18947018233481486,0.18947018232222226,1.2592592592469622e-11,0.0,3.7777777777408865e-11,0.19245008972987526,0.9111734444444444,0.9111734444444444,0.0,0.0,0.0,,0.6413428760706992,0.6413428760706992,0.0,0.0,0.0,,0.13450416078279137,0.13450416077545777,7.333622221824147e-12,0.0,2.2000866665472442e-11,0.19245008972987526,,0.2962962962962963,0.2962962962962963,0.0,0.0,1.0,0.037037037037037035,0.0,0.2962962962962963,0.0,0.2962962962962963,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.25,steering_random_control,1337,uk,27,True,validated,0.3429534194755555,0.3429536462740741,-2.2679851851822166e-07,-7.868236759251114e-07,7.118860185190328e-08,-0.16410379833740263,0.970844664074074,0.9708446629629628,1.1111111043583657e-09,-2.4444444448128514e-08,2.8157407404768196e-08,0.016516477746894118,0.7372398332776406,0.7372398332776406,0.0,0.0,0.0,,0.2598186550053449,0.2598188593151488,-2.0430980391482884e-07,-6.863437629377173e-07,6.38055903782455e-08,-0.1710887952720679,,0.37037037037037035,0.37037037037037035,0.0,0.0,1.0,0.037037037037037035,0.0,0.37037037037037035,0.0,0.37037037037037035,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.25,steering_random_control,1337,xh,27,False,unavailable/unvalidated,,,,,,,0.35520577999999997,0.34678376814814815,0.008422011851851853,0.0,0.025266035555555556,0.19245008972987526,0.20958776181357006,0.19753336793796883,0.012054393875601185,0.0,0.036163181626803556,0.19245008972987526,,,,,,,0.9206913668666666,0.037037037037037035,0.037037037037037035,0.0,0.0,0.5555555555555556,0.4444444444444444,0.0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.4444444444444444,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.25,steering_random_control,1337,yo,27,False,unavailable/unvalidated,,,,,,,0.4007089096666667,0.4007089096666667,0.0,0.0,0.0,,0.2846328041910526,0.2846328041910526,0.0,0.0,0.0,,,,,,,,0.653933299762963,0.1111111111111111,0.1111111111111111,0.0,0.0,0.7407407407407407,0.2222222222222222,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.7407407407407407,0.0,0.2222222222222222,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.25,steering_random_control,2024,am,27,True,validated,0.47929052320407406,0.47929051389666666,9.307407407368837e-09,-4.46572222222553e-08,7.272388888883945e-08,0.061234037340105914,0.9491810722222224,0.9491810718518521,3.703703722313923e-10,-8.88888888421017e-09,8.518518516090715e-09,0.014885380249546078,0.43302475143534264,0.43302475143534264,0.0,0.0,0.0,,0.2218727509793826,0.22187273952134184,1.1458040762891171e-08,-1.0924124777706965e-08,4.984411632264347e-08,0.1264338632077685,,0.2962962962962963,0.2962962962962963,0.0,0.0,1.0,0.037037037037037035,0.0,0.2962962962962963,0.0,0.2962962962962963,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.25,steering_random_control,2024,ar,27,True,validated,0.4567421735466667,0.45674189420740746,2.7933925925697595e-07,4.1076074073092624e-08,6.378704259227398e-07,0.3146160304389026,0.9706194192592591,0.9706194037037036,1.5555555555591672e-08,-1.8898148156756105e-08,4.7407407411340596e-08,0.17456100233651933,0.7530965864145812,0.7530965864145812,0.0,0.0,0.0,,0.3499222246759102,0.3499219838880594,2.4078785090574923e-07,2.8018518108185903e-08,5.860944628364826e-07,0.29723086296478324,,0.5555555555555556,0.5555555555555556,0.0,0.0,1.0,0.037037037037037035,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.25,steering_random_control,2024,de,27,True,validated,0.5281769065844444,0.5281769771262963,-7.054185185368009e-08,-4.746045926002303e-07,3.184040648151083e-07,-0.07040576300015017,0.986696001851852,0.9866959825925926,1.9259259253233973e-08,-1.88888889056742e-08,5.3703703706275974e-08,0.19988073934454256,0.7651389077217255,0.7651389077217255,0.0,0.0,0.0,,0.4349411325469979,0.4349411558835958,-2.3336598010912014e-08,-3.2664419378192834e-07,2.846096804000349e-07,-0.03099136245169131,,0.5185185185185185,0.5925925925925926,0.0,0.0,1.0,0.037037037037037035,0.0,0.5185185185185185,0.0,0.5925925925925926,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.25,steering_random_control,2024,en,27,True,validated,0.5554440860807408,0.5554440897770371,-3.696296294336273e-09,-1.1205435179327813e-08,1.6009259259990176e-10,-0.19198436866321567,0.9060979937037038,0.9060979925925926,1.1111111043583657e-09,-3.926851851866597e-08,4.5185185177952245e-08,0.009758571731784427,0.7041088901348652,0.7041088901348652,0.0,0.0,0.0,,0.4022907537315832,0.4022907602989871,-6.567403912638457e-09,-2.8280950394210187e-08,1.6094398794401936e-08,-0.10652918483239793,,0.07407407407407407,0.07407407407407407,0.0,0.0,1.0,0.037037037037037035,0.0,0.07407407407407407,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.25,steering_random_control,2024,es,27,True,validated,0.4469042417640741,0.44699052712962967,-8.628536555555552e-05,-0.0002610044294907442,-1.7784444444012128e-09,-0.19248295557980172,0.9330605403703705,0.9320015162962962,0.0010590240740740667,-5.5740740812143565e-09,0.0031770493611111054,0.19245463289450743,0.6794620888447084,0.6810107043735648,-0.0015486155288565121,-0.004645846586569536,0.0,-0.19245008972987523,0.2756697127316439,0.27573640728355386,-6.66945519099251e-05,-0.0002000793105055354,1.0386447271852437e-08,-0.19246964408420109,,0.2962962962962963,0.3333333333333333,0.0,0.0,1.0,0.037037037037037035,0.0,0.25925925925925924,0.037037037037037035,0.2962962962962963,0.037037037037037035,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.25,steering_random_control,2024,hi,27,True,validated,0.18846396334259263,0.1884639924492593,-2.910666667013438e-08,-1.2273213889025827e-07,4.349354629077304e-08,-0.13467640193118494,0.9103931266666666,0.9103930962962963,3.037037037905637e-08,-1.3342592581303498e-08,7.593518518854578e-08,0.24385105876667157,0.6528525028708522,0.6528525028708522,0.0,0.0,0.0,,0.13381152186533224,0.13381155816135853,-3.6296026302525816e-08,-1.0945925109241734e-07,1.81935454127834e-08,-0.1947320654402431,,0.25925925925925924,0.25925925925925924,0.0,0.0,1.0,0.037037037037037035,0.0,0.25925925925925924,0.0,0.25925925925925924,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.25,steering_random_control,2024,uk,27,True,validated,0.3703644579244444,0.3703644579244444,0.0,0.0,0.0,,0.9607250174074075,0.9607250174074075,0.0,0.0,0.0,,0.7182939822501992,0.7182939822501992,0.0,0.0,0.0,,0.2804734950856491,0.2804734950856491,0.0,0.0,0.0,,,0.3333333333333333,0.4444444444444444,0.0,0.0,1.0,0.037037037037037035,0.0,0.3333333333333333,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.25,steering_random_control,2024,xh,27,False,unavailable/unvalidated,,,,,,,0.3648898285185184,0.3648898285185184,0.0,0.0,0.0,,0.18140309718801703,0.18140309718801703,0.0,0.0,0.0,,,,,,,,0.9252425793296297,0.037037037037037035,0.037037037037037035,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.25,steering_random_control,2024,yo,27,False,unavailable/unvalidated,,,,,,,0.4334690712592593,0.4334690712592593,0.0,0.0,0.0,,0.26049365147387404,0.26049365147387404,0.0,0.0,0.0,,,,,,,,0.9485050888518519,0.07407407407407407,0.07407407407407407,0.0,0.0,0.6296296296296297,0.3333333333333333,0.0,0.07407407407407407,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.6296296296296297,0.0,0.3333333333333333,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.50,steering_random_control,42,am,27,True,validated,0.4852997290240741,0.4852997290240741,0.0,0.0,0.0,,0.9720931144444445,0.9720931144444445,0.0,0.0,0.0,,0.436148070343123,0.436148070343123,0.0,0.0,0.0,,0.22790655207296787,0.22790655207296787,0.0,0.0,0.0,,,0.48148148148148145,0.48148148148148145,0.0,0.0,1.0,0.037037037037037035,0.0,0.48148148148148145,0.0,0.48148148148148145,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.50,steering_random_control,42,ar,27,True,validated,0.40843814760333336,0.43751466970481484,-0.02907652210148148,-0.08722956630444444,0.0,-0.19245008972987523,0.9708406948148149,0.9705202785185186,0.0003204162962962985,0.0,0.0009612488888888956,0.1924500897298752,0.7469175580211384,0.7470179294905732,-0.00010037146943488841,-0.00030111440830466526,0.0,-0.19245008972987526,0.31274820389021585,0.3322271139143676,-0.019478910024151735,-0.058436730072455194,0.0,-0.19245008972987526,,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,0.037037037037037035,0.0,0.6296296296296297,0.03703703703703698,0.6296296296296297,0.03703703703703698,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.50,steering_random_control,42,de,27,True,validated,0.5201476052296296,0.5201475874174074,1.78122222222601e-08,-5.037037037148471e-10,4.43580648148912e-08,0.2731436561610939,0.99292465,0.9929246514814816,-1.481481480701695e-09,-1.9259259265569784e-08,1.7777777780756153e-08,-0.02968889739049432,0.7580193171794553,0.7580193171794553,0.0,0.0,0.0,,0.42726870438563125,0.42726869399154066,1.0394090596656934e-08,-6.144460628777223e-09,3.258478130991409e-08,0.20354449374935513,,0.5555555555555556,0.5925925925925926,0.0,0.0,1.0,0.037037037037037035,0.0,0.5555555555555556,0.0,0.5925925925925926,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.50,steering_random_control,42,en,27,True,validated,0.5184986980118519,0.5184986980118519,0.0,0.0,0.0,,0.9081240114814816,0.9081240114814816,0.0,0.0,0.0,,0.6822716819072382,0.6822716819072382,0.0,0.0,0.0,,0.3710785842544958,0.3710785842544958,0.0,0.0,0.0,,,0.1111111111111111,0.1111111111111111,0.0,0.0,1.0,0.037037037037037035,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.50,steering_random_control,42,es,27,True,validated,0.30164068249925924,0.3016376155440741,3.066955185185185e-06,0.0,9.200865555555555e-06,0.19245008972987523,0.9574165392592592,0.948244987037037,0.009171552222222221,0.0,0.02751465666666666,0.19245008972987526,0.6749973841345325,0.6760109348402009,-0.0010135507056683488,-0.0030406521170050463,0.0,-0.1924500897298753,0.18617047911804083,0.18616933422657328,1.144891467552626e-06,0.0,3.4346744026578782e-06,0.1924500897298753,,0.3333333333333333,0.3333333333333333,0.0,0.0,1.0,0.037037037037037035,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.50,steering_random_control,42,hi,27,True,validated,0.18633428768407412,0.18633428768407412,0.0,0.0,0.0,,0.9417498733333333,0.9417498733333333,0.0,0.0,0.0,,0.674222173578014,0.674222173578014,0.0,0.0,0.0,,0.13417291400013207,0.13417291400013207,0.0,0.0,0.0,,,0.4074074074074074,0.4074074074074074,0.0,0.0,1.0,0.037037037037037035,0.0,0.4074074074074074,0.0,0.4074074074074074,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.50,steering_random_control,42,uk,27,True,validated,0.3801184521607407,0.3801184521607407,0.0,0.0,0.0,,0.9639625377777776,0.9639625377777776,0.0,0.0,0.0,,0.7346968006065934,0.7346968006065934,0.0,0.0,0.0,,0.29906137669922145,0.29906137669922145,0.0,0.0,0.0,,,0.3333333333333333,0.4074074074074074,0.0,0.0,1.0,0.037037037037037035,0.0,0.3333333333333333,0.0,0.4074074074074074,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.50,steering_random_control,42,xh,27,False,unavailable/unvalidated,,,,,,,0.42666327,0.4266632457407407,2.4259259260368044e-08,2.4074074107147845e-09,5.018981482176805e-08,0.3882003540964111,0.20137673626257235,0.20137673626257235,0.0,0.0,0.0,,,,,,,,0.7570013759444445,0.037037037037037035,0.037037037037037035,0.0,0.0,0.5555555555555556,0.25925925925925924,0.0,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.25925925925925924,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.50,steering_random_control,42,yo,27,False,unavailable/unvalidated,,,,,,,0.42009889322222227,0.42009889322222227,0.0,0.0,0.0,,0.27073809621256917,0.27073809621256917,0.0,0.0,0.0,,,,,,,,0.9193187805407409,0.1111111111111111,0.1111111111111111,0.0,0.0,0.6666666666666666,0.2962962962962963,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.2962962962962963,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.50,steering_random_control,1337,am,27,True,validated,0.44831026653,0.44831026653,0.0,0.0,0.0,,0.9660002777777777,0.9660002777777777,0.0,0.0,0.0,,0.42810630725858934,0.42810630725858934,0.0,0.0,0.0,,0.2021572816695299,0.2021572816695299,0.0,0.0,0.0,,,0.4074074074074074,0.4074074074074074,0.0,0.0,1.0,0.037037037037037035,0.0,0.4074074074074074,0.0,0.4074074074074074,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.50,steering_random_control,1337,ar,27,True,validated,0.4374027735666666,0.4374028700148148,-9.644814814895318e-08,-2.2887425926029262e-07,-1.6043518517777438e-09,-0.3217426381626803,0.9704417407407406,0.9704417488888889,-8.14814814797126e-09,-3.337037037747727e-08,1.3351851857057021e-08,-0.12272675364628002,0.7508108208631578,0.7508108208631578,0.0,0.0,0.0,,0.332148219785001,0.33214829327252215,-7.348752122566742e-08,-1.898401555561818e-07,-5.255987019912994e-10,-0.2914944282987992,,0.5555555555555556,0.5555555555555556,0.0,0.0,1.0,0.037037037037037035,0.0,0.5555555555555556,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.50,steering_random_control,1337,de,27,True,validated,0.5930568431111111,0.5930568431111111,0.0,0.0,0.0,,0.9851022751851852,0.9851022751851852,0.0,0.0,0.0,,0.7537263581360677,0.7537263581360677,0.0,0.0,0.0,,0.46356433358904153,0.46356433358904153,0.0,0.0,0.0,,,0.5925925925925926,0.5925925925925926,0.0,0.0,1.0,0.037037037037037035,0.0,0.5925925925925926,0.0,0.5925925925925926,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage13_steering,dev,decoder/random/per_language@+0.50,steering_random_control,1337,en,27,True,validated,0.5924100561314815,0.5924100561314815,0.0,0.0,0.0,,0.912904118888889,0.912904118888889,0.0,0.0,0.0,,0.7203547297555177,0.7203547297555177,0.0,0.0,0.0,,0.4449297726841862,0.4449297726841862,0.0,0.0,0.0,,,0.1111111111111111,0.14814814814814814,0.0,0.0,1.0,0.037037037037037035,0.0,0.1111111111111111,0.0,0.14814814814814814,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
