stage,split,intervention,family,seed,language,n_pairs,sta_supported,sta_status,sta,sta_baseline,delta_sta,delta_sta_ci_lo,delta_sta_ci_hi,effect_size_sta,sim,sim_baseline,delta_sim,delta_sim_ci_lo,delta_sim_ci_hi,effect_size_sim,fl,fl_baseline,delta_fl,delta_fl_ci_lo,delta_fl_ci_hi,effect_size_fl,j,j_baseline,delta_j,delta_j_ci_lo,delta_j_ci_hi,effect_size_j,sta_unvalidated,copy_rate,loose_copy_rate,empty_rate,sentinel_rate,unique_output_rate,top_output_share,template_rate,baseline_copy_rate,delta_copy_rate,baseline_loose_copy_rate,delta_loose_copy_rate,baseline_empty_rate,delta_empty_rate,baseline_sentinel_rate,delta_sentinel_rate,baseline_unique_output_rate,delta_unique_output_rate,baseline_top_output_share,delta_top_output_share,baseline_template_rate,delta_template_rate
stage11_ablation,dev,language_detectors,ablation_primary,1337,ar,27,True,validated,0.40082807088148154,0.43740272145333337,-0.036574650571851844,-0.11000733854462963,0.00028300487101851854,-0.19193449347425176,0.9757640440740739,0.97044173,0.005322314074074077,-2.240740747579574e-09,0.013864964444444442,0.27116570929973677,0.7451866040553997,0.7508108208631578,-0.005624216807757952,-0.020100090914816793,0.0032274404915429373,-0.15855384237122888,0.29875038810399335,0.33214814046637736,-0.033397752362383945,-0.10044844778727022,0.00025498645094882485,-0.19194168733356676,,0.6296296296296297,0.6296296296296297,0.0,0.0,1.0,0.037037037037037035,0.0,0.5555555555555556,0.07407407407407407,0.5555555555555556,0.07407407407407407,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage11_ablation,dev,language_detectors,ablation_primary,1337,de,27,True,validated,0.5560151478659259,0.5930568431422222,-0.0370416952762963,-0.11106569994633333,1.9585970333332323e-05,-0.19263981240091121,0.9873651840740741,0.9851022470370372,0.002262937037037044,5.6558611111009295e-06,0.006424347370370385,0.2436234022362513,0.7536746976727182,0.7537263581360677,-5.166046334935752e-05,-0.002214544276418947,0.002555759088681344,-0.008079817711103714,0.4466461556967899,0.46356432154864347,-0.016918165851853583,-0.05381885080646318,0.002532211956356928,-0.18550984664929984,,0.5925925925925926,0.5925925925925926,0.0,0.0,1.0,0.037037037037037035,0.0,0.5925925925925926,0.0,0.5925925925925926,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage11_ablation,dev,language_detectors,ablation_primary,1337,en,27,True,validated,0.5924188231466666,0.5924100559585185,8.767188148146612e-06,7.567895277763108e-07,2.1166658555555968e-05,0.28035443379207053,0.9157659707407407,0.912904122962963,0.002861847777777768,-0.003929395972222244,0.010711697175925915,0.14107924886556858,0.7273255407986378,0.7203547297555177,0.006970811043120078,-0.00044265399779213146,0.018781289519195984,0.2603528359007476,0.4553351255737564,0.44492977569251485,0.010405349881241503,-0.00011020192449612426,0.031272296793538726,0.2596090993463346,,0.14814814814814814,0.14814814814814814,0.0,0.0,1.0,0.037037037037037035,0.0,0.1111111111111111,0.037037037037037035,0.14814814814814814,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage11_ablation,dev,language_detectors,ablation_primary,1337,es,27,True,validated,0.30150074874407407,0.30235277838518515,-0.000852029641111113,-0.10396760816819443,0.10722827596759259,-0.003182051999725208,0.9376886696296296,0.9283851537037038,0.009303515925925928,-0.004745275148148156,0.02564662657407407,0.21820959081701682,0.6740135414682934,0.6929980451684912,-0.018984503700197854,-0.0552347748761137,0.013377955282899028,-0.19127218556054768,0.16798155387800365,0.18115127201716616,-0.013169718139162508,-0.07790827185125196,0.055140703841537714,-0.07476307791503403,,0.2962962962962963,0.3333333333333333,0.0,0.0,1.0,0.037037037037037035,0.0,0.25925925925925924,0.037037037037037035,0.2962962962962963,0.037037037037037035,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage11_ablation,dev,language_detectors,ablation_primary,1337,hi,27,True,validated,0.2593376083018518,0.1894702085122222,0.06986739978962964,3.6326013388888005e-05,0.17594148387090738,0.27868769782566577,0.8981193655555556,0.9111734537037037,-0.013054088148148166,-0.0472302711851852,0.008290314425925911,-0.17813209929653212,0.655101425844498,0.6413428760706992,0.01375854977379887,-0.001770752553724728,0.03064305816095408,0.31652136532672664,0.162355000082502,0.1345041732207635,0.027850826861738478,0.0005499627773642425,0.07212390369154383,0.26654589546023866,,0.2962962962962963,0.2962962962962963,0.0,0.0,1.0,0.037037037037037035,0.0,0.2962962962962963,0.0,0.2962962962962963,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage11_ablation,dev,language_detectors,ablation_primary,1337,uk,27,True,validated,0.38067679948555555,0.34295341942111107,0.037723380064444444,-1.5672421203682555e-06,0.11240323396324998,0.1965668020425365,0.9706047518518518,0.9708446537037035,-0.00023990185185184952,-0.0031216000370370453,0.0021294952592592663,-0.03650152874647369,0.7394062492904113,0.7372398332776406,0.002166416012770719,-0.002282375639403889,0.007967245510638273,0.15711826045602523,0.2944848009186458,0.25981864371330843,0.03466615720533742,-1.3824497556324628e-06,0.10346224200810213,0.19557120254665117,,0.37037037037037035,0.37037037037037035,0.0,0.0,1.0,0.037037037037037035,0.0,0.37037037037037035,0.0,0.37037037037037035,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage11_ablation,dev,language_detectors,ablation_primary,1337,xh,27,False,unavailable/unvalidated,,,,,,,0.3530942848148148,0.3467837740740742,0.006310510740740739,-0.013098552629629629,0.026318243055555544,0.11471932522518112,0.19049385938542165,0.19753336793796883,-0.007039508552547223,-0.028788199987377628,0.01695114287595795,-0.116013793394236,,,,,,,0.8371252026037038,0.0,0.0,0.0,0.0,0.5555555555555556,0.4074074074074074,0.0,0.037037037037037035,-0.037037037037037035,0.037037037037037035,-0.037037037037037035,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.4444444444444444,-0.037037037037037035,0.0,0.0
stage11_ablation,dev,language_detectors,ablation_primary,1337,yo,27,False,unavailable/unvalidated,,,,,,,0.42426342359259256,0.4007088724444444,0.02355455114814815,-0.0004545580305555611,0.05630447721944444,0.3125197612311877,0.2770204577072092,0.2846328041910526,-0.007612346483843373,-0.042045492128752984,0.01899192350953215,-0.09188595883118184,,,,,,,0.6739802439259259,0.1111111111111111,0.1111111111111111,0.0,0.0,0.8148148148148148,0.1111111111111111,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.7407407407407407,0.07407407407407407,0.2222222222222222,-0.1111111111111111,0.0,0.0
stage11_ablation,dev,language_detectors,ablation_primary,2024,am,27,True,validated,0.42065913329629623,0.4792909277703704,-0.058631794474074087,-0.16007079455944448,0.011371411758796291,-0.2454687165028171,0.9413923599999999,0.9491811074074074,-0.007788747407407414,-0.042930693453703705,0.01707971298148147,-0.08990179277611994,0.41796197809544655,0.43302475143534264,-0.015062773339896087,-0.027629566943979576,-0.004484516174868073,-0.46420919572375496,0.18059441711779534,0.22187305931684417,-0.041278642199048844,-0.09802609282253522,0.0009588030383036567,-0.29946153242149137,,0.2222222222222222,0.2222222222222222,0.0,0.0,1.0,0.037037037037037035,0.0,0.2962962962962963,-0.07407407407407407,0.2962962962962963,-0.07407407407407407,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage11_ablation,dev,language_detectors,ablation_primary,2024,ar,27,True,validated,0.38317249217777777,0.45674227890222213,-0.07356978672444445,-0.18403945220322226,-1.618093888902388e-07,-0.27755556084775523,0.97476573,0.9706193844444443,0.0041463455555555565,1.8518518529330873e-09,0.012881361518518519,0.2406100283002935,0.7434898041604905,0.7530965864145812,-0.009606782254090786,-0.025913594813120503,0.0,-0.25677766162930254,0.28686018168770117,0.3499222958103037,-0.06306211412260268,-0.15960669303876682,-6.500475148402819e-08,-0.27698437569180606,,0.5925925925925926,0.5925925925925926,0.0,0.0,1.0,0.037037037037037035,0.0,0.5555555555555556,0.03703703703703698,0.5555555555555556,0.03703703703703698,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage11_ablation,dev,language_detectors,ablation_primary,2024,de,27,True,validated,0.5267576101548148,0.52817708822,-0.0014194780651851852,-0.11128945833185185,0.10634229660792592,-0.0052001531766681375,0.9941893281481482,0.9866959848148148,0.007493343333333332,-0.00019416262962963513,0.021023144527777773,0.21774201165412,0.7554652984412846,0.7651389077217255,-0.009673609280440849,-0.027543597390477653,0.00012641838906901214,-0.22337906589610157,0.4255162913604438,0.4349412428391374,-0.00942495147869348,-0.09849872516849612,0.0704857610661289,-0.044092639017226605,,0.5925925925925926,0.6296296296296297,0.0,0.0,1.0,0.037037037037037035,0.0,0.5185185185185185,0.07407407407407407,0.5925925925925926,0.03703703703703709,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage11_ablation,dev,language_detectors,ablation_primary,2024,en,27,True,validated,0.5184434241003704,0.5554440896744445,-0.03700066557407406,-0.11100449822355553,4.531227703711914e-06,-0.19245828066405332,0.9013742337037037,0.9060979744444445,-0.0047237407407407376,-0.028926234231481468,0.009953812740740734,-0.0873333031158273,0.7016146273202648,0.7041088901348652,-0.0024942628146005516,-0.031306947693103764,0.019310143651564013,-0.03840936591311915,0.3679745292518838,0.40229075989321683,-0.03431623064133309,-0.10450168758337486,0.015549711405787928,-0.20230389772144852,,0.1111111111111111,0.1111111111111111,0.0,0.0,1.0,0.037037037037037035,0.0,0.07407407407407407,0.037037037037037035,0.07407407407407407,0.037037037037037035,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
stage11_ablation,dev,language_detectors,ablation_primary,2024,es,27,True,validated,0.41032729032925924,0.44699065798518517,-0.03666336765592592,-0.1463317337912407,2.328847694444518e-05,-0.19285779792433402,0.9337367881481483,0.9320015422222222,0.0017352459259259332,-1.5185185014770521e-09,0.004423860648148141,0.2711239760563342,0.6790311064554343,0.6810107043735648,-0.001979597918130598,-0.005176915896458315,0.0,-0.24126537737327142,0.24584884064927764,0.2757365419626648,-0.02988770131338717,-0.08916668245984419,-4.104831479873718e-07,-0.1954051072398082,,0.3333333333333333,0.37037037037037035,0.0,0.0,1.0,0.037037037037037035,0.0,0.25925925925925924,0.07407407407407407,0.2962962962962963,0.07407407407407407,0.0,0.0,0.0,0.0,1.0,0.0,0.037037037037037035,0.0,0.0,0.0
