seed,side,layer,feature,auc_toxic_vs_reference_train,auc_toxic_vs_reference_dev,auc_copy_vs_ordinary_dev,auc_template_vs_ordinary_dev,corr_token_count_dev,corr_sequence_length_dev,auc_language_max_dev,n_languages_active_dev,auc_toxic_vs_generated_dev,candidate_cross_lingual,label
1337,decoder,6,710,0.5845678643360847,0.6229233348574913,0.47069377990430633,0.6573426573426574,-0.13322266435580743,-0.13322266435580743,0.7463991769547326,6,0.5403393791596809,False,not a candidate
1337,decoder,6,409,0.5764500135325188,0.6213314366034988,0.4903846153846155,0.6601107226107226,0.024641351214780234,0.024641351214780234,0.8030692729766804,9,0.4938864333011567,False,not a candidate
1337,decoder,6,2719,0.44103101188370997,0.38283459499737504,0.5540117776959882,0.4863053613053613,0.11615618919345595,0.11615618919345595,0.6583076131687243,8,0.4317854663076428,False,not a candidate
1337,decoder,6,1034,0.41898213873571405,0.38535792308083117,0.6162127346337872,0.3377039627039627,0.12708151423144315,0.12708151423144315,0.8599965706447188,8,0.45999085505258347,False,not a candidate
1337,decoder,6,1572,0.44231743137850704,0.38595911869803046,0.5850202429149799,0.5993589743589745,-0.039057679389049464,-0.039057679389049464,0.6672239368998629,8,0.4493217497332723,False,not a candidate
1337,decoder,6,1874,0.5831245340413415,0.6132788023505903,0.5185866764814134,0.4734848484848485,0.07914326200682907,0.07914326200682907,0.7152777777777778,7,0.5146065132347711,False,not a candidate
1337,decoder,6,1582,0.4364062943646607,0.38675506782502667,0.5100294442399705,0.5544871794871795,-0.05855331317523466,-0.05855331317523466,0.6357596021947873,8,0.46129485681383253,False,not a candidate
1337,decoder,6,1702,0.5687040994399363,0.6125336584870192,0.4874861980125138,0.48688811188811193,0.046456477004217206,0.046456477004217206,0.7535579561042524,7,0.5802215109485342,False,not a candidate
2024,encoder,6,675,0.4171357386347598,0.3666615861403241,0.48804336812240345,0.68378024852845,-0.102043037085738,-0.102043037085738,0.68514231824417,9,0.43543497773035955,False,not a candidate
2024,encoder,6,1789,0.3957145086865487,0.36864299141391044,0.5212280879521735,0.19631567473294093,-0.09855890551431734,-0.09855890551431734,0.7643604252400549,9,0.43831394265779267,False,not a candidate
2024,encoder,6,1882,0.41000086342450764,0.37407068705651236,0.5056236700780221,0.5380422934379769,0.03205611390499671,0.03205611390499671,0.7311171124828532,9,0.3687361343968568,False,not a candidate
2024,encoder,6,2773,0.4201025150559649,0.3879574590594252,0.46235687506332956,0.2585567909308916,-0.1261100528436403,-0.1261100528436403,0.80167609739369,9,0.4260190689088723,False,not a candidate
2024,encoder,6,967,0.4221788849536656,0.40124303544513873,0.4922991184517175,0.05788096795291041,-0.023674950706414812,-0.023674950706414812,0.8179869684499315,9,0.45142170062151776,False,not a candidate
2024,encoder,6,287,0.4375096512595205,0.4117851276058866,0.5186949032323437,0.1680837148463048,0.37144910512120577,0.37144910512120577,0.7804569615912209,9,0.4383308777456011,False,not a candidate
2024,encoder,6,897,0.4499533418679525,0.41197988111568357,0.5935758435505116,0.2809025506867233,0.22143294378690567,0.22143294378690567,0.987997256515775,8,0.45634981117377094,False,not a candidate
2024,encoder,6,2321,0.44534024737112143,0.412741960067063,0.5182895936771709,0.540222367560497,0.30521023066964076,0.30521023066964076,0.7024605624142661,9,0.42007485308811326,False,not a candidate
2024,encoder,6,2165,0.45050252966776416,0.41341936357940023,0.49376836558921877,0.6324395029431,0.026247095794461443,0.026247095794461443,0.6958161865569272,9,0.4077969144270013,False,not a candidate
2024,encoder,6,672,0.4566880530275482,0.4177886162339752,0.5984395582125849,0.2579027686941356,0.08908710538936437,0.08908710538936437,0.7310528120713307,9,0.4798811156835848,False,not a candidate
