side,layer,token_set,seed,feature,train_auc_toxic_vs_reference,best_cos_seed1337,best_cos_seed2024,n_seeds_matched_at_0.5,n_seeds_matched_at_0.6,n_seeds_matched_at_0.7,n_seeds_matched_at_0.8,replicated,status,best_cos_seed42
encoder,6,all,2024,2714,0.5598542307424328,0.2074856460094452,,1,1,1,1,False,seed_specific,0.24512231349945068
encoder,6,all,2024,374,0.4401528196654954,0.24692420661449432,,1,1,1,1,False,seed_specific,0.29172390699386597
encoder,6,all,2024,1384,0.4403178821569935,0.4043203592300415,,1,1,1,1,False,seed_specific,0.3850802183151245
encoder,6,all,2024,586,0.5589206737867491,0.26199010014533997,,1,1,1,1,False,seed_specific,0.28460144996643066
encoder,6,all,2024,1070,0.4417457971274149,0.33941102027893066,,1,1,1,1,False,seed_specific,0.30828797817230225
encoder,6,all,2024,1560,0.5572547038662778,0.29731959104537964,,1,1,1,1,False,seed_specific,0.27509841322898865
encoder,6,all,2024,632,0.4427544201910412,0.29279258847236633,,1,1,1,1,False,seed_specific,0.3810814619064331
encoder,6,all,2024,491,0.4431496577649046,0.3435991406440735,,1,1,1,1,False,seed_specific,0.37591552734375
encoder,6,all,2024,1920,0.443768020013205,0.49546176195144653,,2,1,1,1,False,seed_specific,0.5865285396575928
encoder,6,all,2024,2138,0.4441354706852333,0.3268498182296753,,1,1,1,1,False,seed_specific,0.29101523756980896
encoder,6,all,2024,2513,0.4442943122285593,0.32569047808647156,,1,1,1,1,False,seed_specific,0.2404671311378479
encoder,6,all,2024,3052,0.555239116658538,0.2679137587547302,,1,1,1,1,False,seed_specific,0.33575135469436646
encoder,6,all,2024,649,0.44482350755306055,0.4189578592777252,,2,2,1,1,False,seed_specific,0.6123783588409424
encoder,6,all,2024,1200,0.44502133370493135,0.3169349730014801,,1,1,1,1,False,seed_specific,0.4813111424446106
encoder,6,all,2024,1657,0.5549011118078573,0.2951318621635437,,1,1,1,1,False,seed_specific,0.27304506301879883
encoder,6,all,2024,1329,0.44529754380376974,0.25087541341781616,,1,1,1,1,False,seed_specific,0.2498113512992859
encoder,6,all,2024,234,0.4455575794373608,0.4815697968006134,,2,1,1,1,False,seed_specific,0.5459121465682983
encoder,6,content,42,646,0.3481902017577911,0.3708467483520508,0.27136901021003723,1,1,1,1,False,seed_specific,
encoder,6,content,42,1750,0.3623868202162568,0.33646267652511597,0.36185237765312195,1,1,1,1,False,seed_specific,
encoder,6,content,42,1275,0.4026056648783514,0.28150707483291626,0.3005119562149048,1,1,1,1,False,seed_specific,
encoder,6,content,42,1291,0.4042869798043139,0.40361136198043823,0.4864330291748047,1,1,1,1,False,seed_specific,
encoder,6,content,42,1383,0.4066899247182325,0.36447417736053467,0.4085695743560791,1,1,1,1,False,seed_specific,
encoder,6,content,42,2859,0.4080228665465609,0.26527443528175354,0.2641717195510864,1,1,1,1,False,seed_specific,
encoder,6,content,42,1534,0.4159819476378645,0.5148637890815735,0.5484503507614136,3,1,1,1,False,seed_specific,
encoder,6,content,42,1322,0.41700135367832225,0.33560168743133545,0.3549485206604004,1,1,1,1,False,seed_specific,
encoder,6,content,42,2754,0.418854781503711,0.4689844846725464,0.5850582122802734,2,1,1,1,False,seed_specific,
encoder,6,content,42,1650,0.422367543571521,0.30947941541671753,0.3663167953491211,1,1,1,1,False,seed_specific,
encoder,6,content,42,608,0.5741570200497013,0.3896995186805725,0.35059285163879395,1,1,1,1,False,seed_specific,
encoder,6,content,42,2087,0.42874028287895527,0.4651477634906769,0.43239718675613403,1,1,1,1,False,seed_specific,
encoder,6,content,42,577,0.4288680196814211,0.4800829589366913,0.2894166111946106,1,1,1,1,False,seed_specific,
encoder,6,content,42,2612,0.4294594244876426,0.34767159819602966,0.26463693380355835,1,1,1,1,False,seed_specific,
encoder,6,content,42,1475,0.43191877266498785,0.3954257369041443,0.5835919380187988,2,1,1,1,False,seed_specific,
encoder,6,content,42,644,0.43211328097783347,0.42125582695007324,0.2802795171737671,1,1,1,1,False,seed_specific,
encoder,6,content,42,1979,0.5674889930690343,0.3390626311302185,0.3294966220855713,1,1,1,1,False,seed_specific,
encoder,6,content,42,388,0.4327909495987074,0.43713000416755676,0.3285159468650818,1,1,1,1,False,seed_specific,
encoder,6,content,42,1796,0.4336494404464485,0.300869882106781,0.3050122857093811,1,1,1,1,False,seed_specific,
encoder,6,content,42,2316,0.433843948759294,0.2908153533935547,0.29312199354171753,1,1,1,1,False,seed_specific,
encoder,6,content,42,683,0.5656894801278032,0.42866405844688416,0.47046196460723877,1,1,1,1,False,seed_specific,
encoder,6,content,42,166,0.4346443774240962,0.4332306981086731,0.3395092487335205,1,1,1,1,False,seed_specific,
encoder,6,content,42,1440,0.4349827970046549,0.31689420342445374,0.35625189542770386,1,1,1,1,False,seed_specific,
encoder,6,content,42,1183,0.5647310393794314,0.3920428156852722,0.548970103263855,2,1,1,1,False,seed_specific,
encoder,6,content,42,1197,0.43617473067441714,0.2838954031467438,0.3775279223918915,1,1,1,1,False,seed_specific,
encoder,6,content,42,2955,0.4367706975092982,0.3510129153728485,0.34751683473587036,1,1,1,1,False,seed_specific,
encoder,6,content,42,1675,0.4368665001111476,0.3717288672924042,0.3134368658065796,1,1,1,1,False,seed_specific,
encoder,6,content,42,1677,0.43784028586501034,0.27829328179359436,0.3110096752643585,1,1,1,1,False,seed_specific,
encoder,6,content,42,2770,0.4382985623803504,0.2834241986274719,0.29037877917289734,1,1,1,1,False,seed_specific,
encoder,6,content,42,253,0.5615761891964526,0.3583793640136719,0.25245189666748047,1,1,1,1,False,seed_specific,
encoder,6,content,42,2463,0.5595170553515084,0.538330078125,0.3373124897480011,2,1,1,1,False,seed_specific,
encoder,6,content,42,806,0.4406961158058533,0.38086771965026855,0.3785903751850128,1,1,1,1,False,seed_specific,
encoder,6,content,42,1271,0.44128917953158747,0.357259064912796,0.3242306709289551,1,1,1,1,False,seed_specific,
encoder,6,content,42,1969,0.5581252218804849,0.6036648750305176,0.5949444770812988,3,2,1,1,False,seed_specific,
encoder,6,content,42,2044,0.444846317696358,0.2601346969604492,0.2606852650642395,1,1,1,1,False,seed_specific,
encoder,6,content,42,1397,0.554381040540675,0.24734319746494293,0.2283627837896347,1,1,1,1,False,seed_specific,
encoder,6,content,42,1188,0.4460453017740485,0.5762847065925598,0.3902035355567932,2,1,1,1,False,seed_specific,
encoder,6,content,42,1962,0.44630492267776156,0.3121832609176636,0.29729557037353516,1,1,1,1,False,seed_specific,
encoder,6,content,42,2915,0.5536623136618657,0.35037171840667725,0.5154911279678345,2,1,1,1,False,seed_specific,
encoder,6,content,42,1540,0.44637501202716645,0.2915310263633728,0.3057222366333008,1,1,1,1,False,seed_specific,
encoder,6,content,42,2846,0.44638745392351054,0.45848608016967773,0.3651247024536133,1,1,1,1,False,seed_specific,
encoder,6,content,42,2263,0.4464923805826789,0.26805227994918823,0.43483293056488037,1,1,1,1,False,seed_specific,
encoder,6,content,42,2465,0.44722106097856346,0.3520464599132538,0.2705852687358856,1,1,1,1,False,seed_specific,
encoder,6,content,42,1826,0.4474139103718965,0.38196349143981934,0.40755733847618103,1,1,1,1,False,seed_specific,
encoder,6,content,42,1301,0.4476175427420612,0.3822231590747833,0.3824867606163025,1,1,1,1,False,seed_specific,
encoder,6,content,42,2310,0.44761920166157376,0.2765657305717468,0.27111950516700745,1,1,1,1,False,seed_specific,
encoder,6,content,42,897,0.4476391086957243,0.39677727222442627,0.46532079577445984,1,1,1,1,False,seed_specific,
encoder,6,content,42,1615,0.5521166154060537,0.305132657289505,0.2815043330192566,1,1,1,1,False,seed_specific,
encoder,6,content,42,1943,0.5520374019993297,0.2605811357498169,0.38580358028411865,1,1,1,1,False,seed_specific,
encoder,6,content,42,431,0.4482242925537739,0.24752208590507507,0.27799293398857117,1,1,1,1,False,seed_specific,
encoder,6,content,1337,1331,0.3472288579002724,,0.33319640159606934,1,1,1,1,False,seed_specific,0.3708467483520508
encoder,6,content,1337,472,0.3875070089349405,,0.4892192780971527,1,1,1,1,False,seed_specific,0.46426084637641907
encoder,6,content,1337,917,0.3880444988570045,,0.47183385491371155,1,1,1,1,False,seed_specific,0.33560168743133545
encoder,6,content,1337,3004,0.3920727701633372,,0.3076173961162567,1,1,1,1,False,seed_specific,0.3246954679489136
encoder,6,content,1337,664,0.3987536537702264,,0.33163848519325256,1,1,1,1,False,seed_specific,0.3552447557449341
encoder,6,content,1337,787,0.40440683673909505,,0.36430156230926514,1,1,1,1,False,seed_specific,0.34323766827583313
encoder,6,content,1337,2898,0.4098837595097561,,0.3495182991027832,1,1,1,1,False,seed_specific,0.4800829589366913
encoder,6,content,1337,579,0.4120851457029008,,0.3424382209777832,1,1,1,1,False,seed_specific,0.3274385333061218
encoder,6,content,1337,959,0.418683498064041,,0.3244468569755554,1,1,1,1,False,seed_specific,0.37832939624786377
encoder,6,content,1337,1188,0.42107109797246856,,0.3544192612171173,1,1,1,1,False,seed_specific,0.3109729588031769
encoder,6,content,1337,295,0.4212419666822605,,0.5190907716751099,2,1,1,1,False,seed_specific,0.4294561743736267
encoder,6,content,1337,544,0.42236339627273967,,0.2692754864692688,1,1,1,1,False,seed_specific,0.297448992729187
encoder,6,content,1337,1963,0.4255153433465715,,0.2933363914489746,1,1,1,1,False,seed_specific,0.25381898880004883
encoder,6,content,1337,2227,0.42659861778826214,,0.6026251316070557,3,2,1,1,False,seed_specific,0.5611528754234314
encoder,6,content,1337,1823,0.4281766649745688,,0.2776445150375366,1,1,1,1,False,seed_specific,0.34767159819602966
encoder,6,content,1337,2451,0.4282533900020239,,0.2905041575431824,1,1,1,1,False,seed_specific,0.30947941541671753
encoder,6,content,1337,903,0.42908741178695486,,0.22442275285720825,1,1,1,1,False,seed_specific,0.28527456521987915
encoder,6,content,1337,2612,0.43091720000929,,0.26626157760620117,1,1,1,1,False,seed_specific,0.3561575412750244
encoder,6,content,1337,2357,0.435798570674948,,0.27296334505081177,1,1,1,1,False,seed_specific,0.28740179538726807
encoder,6,content,1337,1899,0.4366732359879364,,0.4225839078426361,1,1,1,1,False,seed_specific,0.4651477634906769
encoder,6,content,1337,0,0.5628597781692828,,0.27461063861846924,1,1,1,1,False,seed_specific,0.26665937900543213
encoder,6,content,1337,2966,0.4381662635492251,,0.3175521790981293,1,1,1,1,False,seed_specific,0.45848608016967773
encoder,6,content,1337,1318,0.43948842240072183,,0.2520395815372467,1,1,1,1,False,seed_specific,0.2527889609336853
encoder,6,content,1337,2786,0.5593291827167128,,0.3624182343482971,1,1,1,1,False,seed_specific,0.30050286650657654
encoder,6,content,1337,933,0.44118134976327217,,0.3112667500972748,1,1,1,1,False,seed_specific,0.35508599877357483
encoder,6,content,1337,2012,0.44125517168158035,,0.4158245027065277,1,1,1,1,False,seed_specific,0.4183192253112793
encoder,6,content,1337,1358,0.44224139933178724,,0.30760452151298523,1,1,1,1,False,seed_specific,0.37208932638168335
encoder,6,content,1337,504,0.44233595774400225,,0.3127659559249878,1,1,1,1,False,seed_specific,0.29102322459220886
encoder,6,content,1337,2680,0.44273161004774364,,0.3117372989654541,1,1,1,1,False,seed_specific,0.2729184031486511
encoder,6,content,1337,1565,0.44283861035630273,,0.3624318838119507,1,1,1,1,False,seed_specific,0.3022593557834625
encoder,6,content,1337,719,0.5550728099774055,,0.2641570270061493,1,1,1,1,False,seed_specific,0.3108478784561157
encoder,6,content,1337,1546,0.44497322503906755,,0.31829363107681274,1,1,1,1,False,seed_specific,0.3745604455471039
encoder,6,content,1337,2061,0.44598723959110953,,0.42834386229515076,1,1,1,1,False,seed_specific,0.4332306981086731
encoder,6,content,1337,1657,0.4466989160619904,,0.3219892084598541,2,1,1,1,False,seed_specific,0.5258879661560059
encoder,6,content,1337,192,0.5532023782270131,,0.3791936933994293,1,1,1,1,False,seed_specific,0.42866405844688416
encoder,6,content,1337,1632,0.446978443999854,,0.25850605964660645,1,1,1,1,False,seed_specific,0.30464422702789307
encoder,6,content,1337,2565,0.44726751072491466,,0.5415928363800049,2,1,1,1,False,seed_specific,0.4726383686065674
encoder,6,content,1337,2703,0.44735335980968877,,0.2762546241283417,1,1,1,1,False,seed_specific,0.24868828058242798
encoder,6,content,1337,1452,0.44768638790183185,,0.2820916473865509,1,1,1,1,False,seed_specific,0.2657898962497711
encoder,6,content,1337,204,0.4480467881659318,,0.26150545477867126,1,1,1,1,False,seed_specific,0.2705267667770386
encoder,6,content,1337,2744,0.44831221528793863,,0.23864302039146423,1,1,1,1,False,seed_specific,0.24372190237045288
encoder,6,content,1337,1297,0.4485133592788345,,0.38522064685821533,1,1,1,1,False,seed_specific,0.3676464557647705
encoder,6,content,1337,1675,0.5512436090125779,,0.29228585958480835,1,1,1,1,False,seed_specific,0.30483055114746094
encoder,6,content,1337,2504,0.4490657794765114,,0.27345067262649536,1,1,1,1,False,seed_specific,0.21744275093078613
encoder,6,content,1337,2712,0.5505999482417112,,0.31693553924560547,1,1,1,1,False,seed_specific,0.3167169988155365
encoder,6,content,1337,2704,0.44942908284975824,,0.2799849212169647,1,1,1,1,False,seed_specific,0.33043748140335083
encoder,6,content,1337,686,0.5499479928732818,,0.6140425205230713,3,3,1,1,False,seed_specific,0.6124040484428406
encoder,6,content,1337,778,0.5498003490366654,,0.4124271273612976,1,1,1,1,False,seed_specific,0.4653162360191345
encoder,6,content,1337,2790,0.4504522214591193,,0.25983431935310364,1,1,1,1,False,seed_specific,0.3054702877998352
encoder,6,content,1337,1267,0.5492636885743579,,0.26656097173690796,1,1,1,1,False,seed_specific,0.31832849979400635
encoder,6,content,2024,1789,0.36866666003098864,0.3216613531112671,,1,1,1,1,False,seed_specific,0.3134368658065796
encoder,6,content,2024,59,0.37892251518740816,0.40886008739471436,,1,1,1,1,False,seed_specific,0.3198922872543335
encoder,6,content,2024,2773,0.399824486315573,0.4892192780971527,,1,1,1,1,False,seed_specific,0.4864330291748047
encoder,6,content,2024,967,0.40286777416133324,0.5437220335006714,,2,1,1,1,False,seed_specific,0.48404446244239807
encoder,6,content,2024,675,0.4046656281830518,0.32116076350212097,,1,1,1,1,False,seed_specific,0.303821861743927
encoder,6,content,2024,1882,0.40736883752874076,0.27970820665359497,,1,1,1,1,False,seed_specific,0.35488519072532654
encoder,6,content,2024,1512,0.5874764848159096,0.3919728398323059,,1,1,1,1,False,seed_specific,0.4951847791671753
encoder,6,content,2024,1724,0.41643400320503243,0.28054019808769226,,1,1,1,1,False,seed_specific,0.28863435983657837
encoder,6,content,2024,1469,0.42246459036300477,0.40896305441856384,,1,1,1,1,False,seed_specific,0.4152323603630066
encoder,6,content,2024,287,0.4238240749035339,0.32119491696357727,,1,1,1,1,False,seed_specific,0.32157257199287415
encoder,6,content,2024,1002,0.42542742061240674,0.33163848519325256,,1,1,1,1,False,seed_specific,0.3850526809692383
encoder,6,content,2024,897,0.42908284975829536,0.3226424753665924,,2,1,1,1,False,seed_specific,0.5744025707244873
encoder,6,content,2024,474,0.4307637499543797,0.35541462898254395,,1,1,1,1,False,seed_specific,0.32592666149139404
encoder,6,content,2024,863,0.43243013460472923,0.31832829117774963,,1,1,1,1,False,seed_specific,0.2828148603439331
encoder,6,content,2024,585,0.4331571560811013,0.38920605182647705,,1,1,1,1,False,seed_specific,0.3775279223918915
encoder,6,content,2024,2321,0.4335785216372872,0.3175521790981293,,1,1,1,1,False,seed_specific,0.2718185782432556
encoder,6,content,2024,1475,0.43666162355134847,0.2473353147506714,,1,1,1,1,False,seed_specific,0.26762646436691284
encoder,6,content,2024,1427,0.43735339298807896,0.3424382209777832,,1,1,1,1,False,seed_specific,0.41881436109542847
encoder,6,content,2024,225,0.4373944512460144,0.35140660405158997,,1,1,1,1,False,seed_specific,0.3141860067844391
encoder,6,content,2024,1499,0.43793152643820027,0.29993677139282227,,1,1,1,1,False,seed_specific,0.289065957069397
encoder,6,content,2024,1747,0.5610138154817005,0.2791283428668976,,1,1,1,1,False,seed_specific,0.2762640118598938
encoder,6,content,2024,508,0.44103329119677775,0.3142113983631134,,1,1,1,1,False,seed_specific,0.2876323163509369
encoder,6,content,2024,1470,0.44133438508830436,0.24914191663265228,,1,1,1,1,False,seed_specific,0.2156255841255188
encoder,6,content,2024,1580,0.5586602234232799,0.2659534215927124,,1,1,1,1,False,seed_specific,0.3301157057285309
encoder,6,content,2024,1297,0.5585988434013159,0.7079338431358337,,3,3,2,1,True,replicated,0.6846863031387329
encoder,6,content,2024,2579,0.4418635804128055,0.3014400899410248,,1,1,1,1,False,seed_specific,0.3135705590248108
encoder,6,content,2024,1928,0.4436514809174488,0.5190907716751099,,2,1,1,1,False,seed_specific,0.40755733847618103
encoder,6,content,2024,452,0.4438609195059074,0.377461314201355,,1,1,1,1,False,seed_specific,0.36064741015434265
encoder,6,content,2024,2967,0.5560449368117558,0.35481056571006775,,1,1,1,1,False,seed_specific,0.4014469087123871
encoder,6,content,2024,2503,0.4446484915444872,0.3112667500972748,,1,1,1,1,False,seed_specific,0.29072317481040955
encoder,6,content,2024,1699,0.44605525529112383,0.3991888761520386,,1,1,1,1,False,seed_specific,0.4085695743560791
encoder,6,content,2024,299,0.4465234853235391,0.32021889090538025,,1,1,1,1,False,seed_specific,0.2972720265388489
encoder,6,content,2024,539,0.44664002441929523,0.3693186044692993,,1,1,1,1,False,seed_specific,0.35019737482070923
encoder,6,content,2024,869,0.4481007030500894,0.36283230781555176,,1,1,1,1,False,seed_specific,0.3740501403808594
encoder,6,content,2024,1728,0.5518138625950146,0.4670855402946472,,2,1,1,1,False,seed_specific,0.569246768951416
encoder,6,content,2024,697,0.44821060646779537,0.29643380641937256,,1,1,1,1,False,seed_specific,0.34886255860328674
encoder,6,content,2024,2767,0.5513493651315026,0.442258358001709,,1,1,1,1,False,seed_specific,0.32623666524887085
encoder,6,content,2024,672,0.44867468920142933,0.35757726430892944,,1,1,1,1,False,seed_specific,0.3663167953491211
encoder,6,content,2024,458,0.4488899340081818,0.4442172944545746,,1,1,1,1,False,seed_specific,0.30500853061676025
encoder,6,content,2024,512,0.44914126031433205,0.2826922535896301,,1,1,1,1,False,seed_specific,0.26518452167510986
encoder,6,content,2024,1632,0.44926941184667607,0.37439024448394775,,2,1,1,1,False,seed_specific,0.5170233845710754
encoder,6,content,2024,1826,0.45059986529573554,0.33229953050613403,,1,1,1,1,False,seed_specific,0.31747686862945557
encoder,6,content,2024,940,0.5491662270529959,0.2646283507347107,,1,1,1,1,False,seed_specific,0.2884204387664795
encoder,6,content,2024,2165,0.45130034405990693,0.2549401521682739,,1,1,1,1,False,seed_specific,0.29419684410095215
encoder,6,content,2024,2923,0.4513339371800359,0.3272276818752289,,1,1,1,1,False,seed_specific,0.3981596529483795
encoder,6,content,2024,802,0.5486299813205662,0.46679994463920593,,2,1,1,1,False,seed_specific,0.548970103263855
encoder,6,content,2024,637,0.45150853845873107,0.3021690249443054,,1,1,1,1,False,seed_specific,0.47342321276664734
encoder,6,content,2024,374,0.45155332928556974,0.34962111711502075,,1,1,1,1,False,seed_specific,0.29408878087997437
encoder,6,content,2024,837,0.45185234952770564,0.2759825587272644,,1,1,1,1,False,seed_specific,0.2988244295120239
encoder,6,content,2024,1661,0.45212524178751895,0.5563628673553467,,2,1,1,1,False,seed_specific,0.4603396952152252
encoder,8,all,42,646,0.32125432563262896,0.379457950592041,0.39763277769088745,1,1,1,1,False,seed_specific,
encoder,8,all,42,1174,0.38535953762595343,0.4027862250804901,0.40636932849884033,1,1,1,1,False,seed_specific,
encoder,8,all,42,446,0.3884384922412335,0.28336334228515625,0.2910560965538025,1,1,1,1,False,seed_specific,
encoder,8,all,42,151,0.601787983450619,0.468991219997406,0.22462470829486847,1,1,1,1,False,seed_specific,
encoder,8,all,42,1457,0.5964757084415778,0.3459741473197937,0.3880385756492615,1,1,1,1,False,seed_specific,
encoder,8,all,42,1765,0.4036802299926012,0.48246073722839355,0.35182589292526245,1,1,1,1,False,seed_specific,
encoder,8,all,42,1096,0.40368645094077327,0.27595019340515137,0.26431983709335327,1,1,1,1,False,seed_specific,
encoder,8,all,42,1946,0.4061847837266632,0.3025367259979248,0.3992353677749634,1,1,1,1,False,seed_specific,
encoder,8,all,42,1113,0.4141587950935796,0.4891302287578583,0.4088509976863861,1,1,1,1,False,seed_specific,
encoder,8,all,42,129,0.4192931509849005,0.4891897141933441,0.41189101338386536,1,1,1,1,False,seed_specific,
encoder,8,all,42,2810,0.41929937193307254,0.2509569823741913,0.37840986251831055,1,1,1,1,False,seed_specific,
encoder,8,all,42,2107,0.5788360025348289,0.30498963594436646,0.20863626897335052,1,1,1,1,False,seed_specific,
encoder,8,all,42,2159,0.42166291750856827,0.2639239728450775,0.251907080411911,1,1,1,1,False,seed_specific,
encoder,8,all,42,1748,0.4219320771994784,0.34203076362609863,0.2586742043495178,1,1,1,1,False,seed_specific,
encoder,8,all,42,2647,0.4222132640568545,0.4113655090332031,0.3853030204772949,1,1,1,1,False,seed_specific,
encoder,8,all,42,539,0.5764703833099426,0.2639831304550171,0.3439461588859558,1,1,1,1,False,seed_specific,
encoder,8,all,42,2184,0.42541995547460026,0.23614051938056946,0.2805054783821106,1,1,1,1,False,seed_specific,
encoder,8,all,42,1976,0.42652935789861346,0.3295976519584656,0.34778648614883423,1,1,1,1,False,seed_specific,
encoder,8,all,42,1539,0.4268594828816096,0.24533210694789886,0.3041054606437683,1,1,1,1,False,seed_specific,
encoder,8,all,42,2707,0.5726208605810863,0.33837348222732544,0.2937135100364685,1,1,1,1,False,seed_specific,
encoder,8,all,42,2956,0.42903391163267546,0.5250034928321838,0.5046894550323486,3,1,1,1,False,seed_specific,
encoder,8,all,42,2386,0.5691640870468246,0.38350921869277954,0.29762887954711914,1,1,1,1,False,seed_specific,
encoder,8,all,42,2224,0.5688949273559145,0.5511606335639954,0.4944779574871063,2,1,1,1,False,seed_specific,
encoder,8,all,42,381,0.43135639895023575,0.6050640344619751,0.43908846378326416,2,2,1,1,False,seed_specific,
encoder,8,all,42,365,0.43230778929067915,0.6286144256591797,0.4940384328365326,2,2,1,1,False,seed_specific,
encoder,8,all,42,1139,0.43295435317069286,0.3044169843196869,0.3565804064273834,1,1,1,1,False,seed_specific,
encoder,8,all,42,1885,0.43363492490071365,0.31448739767074585,0.22277213633060455,1,1,1,1,False,seed_specific,
encoder,8,all,42,2778,0.4337962548233085,0.25147584080696106,0.2926292419433594,1,1,1,1,False,seed_specific,
encoder,8,all,42,1344,0.565554692917409,0.3743688762187958,0.31206899881362915,1,1,1,1,False,seed_specific,
encoder,8,all,42,1801,0.5653357155417533,0.2540239095687866,0.28164902329444885,1,1,1,1,False,seed_specific,
encoder,8,all,42,283,0.43513334395041825,0.36385577917099,0.3576814532279968,1,1,1,1,False,seed_specific,
encoder,8,all,42,1189,0.4355771049200235,0.2608647048473358,0.31240856647491455,1,1,1,1,False,seed_specific,
encoder,8,all,42,3013,0.43590432679387253,0.2522051930427551,0.28581929206848145,1,1,1,1,False,seed_specific,
encoder,8,all,42,2597,0.5628340649168383,0.282562792301178,0.35324904322624207,1,1,1,1,False,seed_specific,
encoder,8,all,42,33,0.43741477301004306,0.29218900203704834,0.26221412420272827,1,1,1,1,False,seed_specific,
encoder,8,all,42,2636,0.4374591491070036,0.297448068857193,0.2655012905597687,1,1,1,1,False,seed_specific,
encoder,8,all,42,724,0.43823262032972693,0.32987016439437866,0.3662685453891754,1,1,1,1,False,seed_specific,
encoder,8,all,42,168,0.5615853132537716,0.21838343143463135,0.25884705781936646,1,1,1,1,False,seed_specific,
encoder,8,all,42,2984,0.44059989847412584,0.585334837436676,0.7521604299545288,3,2,2,1,True,replicated,
encoder,8,all,42,905,0.4406529838985272,0.3196820616722107,0.29414066672325134,1,1,1,1,False,seed_specific,
encoder,8,all,42,238,0.4406861622887781,0.2986004948616028,0.3291108012199402,1,1,1,1,False,seed_specific,
encoder,8,all,42,1710,0.44088025587174556,0.3247109651565552,0.37635669112205505,1,1,1,1,False,seed_specific,
encoder,8,all,42,1701,0.4429099438953421,0.3546066880226135,0.27165770530700684,1,1,1,1,False,seed_specific,
encoder,8,all,42,1431,0.443099060719772,0.3489822745323181,0.3373349606990814,1,1,1,1,False,seed_specific,
encoder,8,all,42,955,0.5567980862704504,0.3253374695777893,0.338056743144989,1,1,1,1,False,seed_specific,
encoder,8,all,42,1055,0.44329356903261763,0.29414117336273193,0.24773547053337097,1,1,1,1,False,seed_specific,
encoder,8,all,42,2846,0.4439052956028679,0.3284803628921509,0.2808445692062378,1,1,1,1,False,seed_specific,
encoder,8,all,42,625,0.4442180019309824,0.28536978363990784,0.28285932540893555,1,1,1,1,False,seed_specific,
encoder,8,all,42,2838,0.5557168854781503,0.30383414030075073,0.4088289737701416,1,1,1,1,False,seed_specific,
encoder,8,all,42,183,0.44447264607615766,0.39382296800613403,0.3882617950439453,1,1,1,1,False,seed_specific,
encoder,8,all,1337,606,0.38278655346199914,,0.3719853460788727,1,1,1,1,False,seed_specific,0.48246073722839355
encoder,8,all,1337,88,0.38622217577247586,,0.26543429493904114,1,1,1,1,False,seed_specific,0.4027862250804901
encoder,8,all,1337,2133,0.3875928580197146,,0.3000543713569641,1,1,1,1,False,seed_specific,0.27326518297195435
encoder,8,all,1337,394,0.3896349879396551,,0.5729367733001709,3,2,1,1,False,seed_specific,0.6286144256591797
encoder,8,all,1337,762,0.3926886440323688,,0.41856706142425537,1,1,1,1,False,seed_specific,0.4891302287578583
encoder,8,all,1337,600,0.4017131661806033,,0.38754311203956604,1,1,1,1,False,seed_specific,0.4232825040817261
encoder,8,all,1337,1652,0.4049302258453024,,0.4513893723487854,2,1,1,1,False,seed_specific,0.5088273286819458
encoder,8,all,1337,1971,0.40749947744035353,,0.547276496887207,2,1,1,1,False,seed_specific,0.4409906566143036
encoder,8,all,1337,2700,0.4129332683036884,,0.23219536244869232,1,1,1,1,False,seed_specific,0.3166254162788391
encoder,8,all,1337,1078,0.41343757983550156,,0.28121933341026306,1,1,1,1,False,seed_specific,0.38935455679893494
encoder,8,all,1337,664,0.41368309992335794,,0.3732595443725586,1,1,1,1,False,seed_specific,0.29474055767059326
encoder,8,all,1337,1044,0.41596577317261724,,0.31897681951522827,1,1,1,1,False,seed_specific,0.27595019340515137
encoder,8,all,1337,403,0.4179191508986367,,0.3049110472202301,1,1,1,1,False,seed_specific,0.3036705255508423
encoder,8,all,1337,2155,0.4204224604430642,,0.24144390225410461,1,1,1,1,False,seed_specific,0.27403467893600464
encoder,8,all,1337,166,0.42046310397112147,,0.4829297959804535,1,1,1,1,False,seed_specific,0.4113655090332031
encoder,8,all,1337,1471,0.5779522131645216,,0.3732607364654541,1,1,1,1,False,seed_specific,0.284462034702301
encoder,8,all,1337,2966,0.42252348200570006,,0.2711590826511383,1,1,1,1,False,seed_specific,0.30729562044143677
encoder,8,all,1337,1229,0.42406959499139013,,0.43141084909439087,1,1,1,1,False,seed_specific,0.39911147952079773
encoder,8,all,1337,1454,0.4246759300732247,,0.28703758120536804,1,1,1,1,False,seed_specific,0.2636372447013855
encoder,8,all,1337,357,0.4253283001715323,,0.32083675265312195,1,1,1,1,False,seed_specific,0.28330934047698975
encoder,8,all,1337,2717,0.5740873454301744,,0.3032020926475525,1,1,1,1,False,seed_specific,0.3245677351951599
encoder,8,all,1337,619,0.42604578286070716,,0.3923385441303253,2,2,1,1,False,seed_specific,0.6050640344619751
encoder,8,all,1337,1509,0.5726386939658462,,0.2544861137866974,1,1,1,1,False,seed_specific,0.3325727581977844
encoder,8,all,1337,1546,0.4295925527785243,,0.2439337819814682,1,1,1,1,False,seed_specific,0.28095415234565735
encoder,8,all,1337,1320,0.5700665392616481,,0.24001656472682953,1,1,1,1,False,seed_specific,0.19934049248695374
encoder,8,all,1337,2356,0.43004751145483927,,0.2954186201095581,1,1,1,1,False,seed_specific,0.33563071489334106
