seed,side,layer,contrast,source,target,transfer_type,n_train,n_dev,dev_accuracy,dev_auc,fit_split
1337,encoder,8,toxic_vs_detox_reference,en,en,within_language,244,54,0.8703703703703703,0.9533607681755829,
1337,encoder,8,toxic_vs_detox_reference,es,es,within_language,244,54,0.7962962962962963,0.8340192043895748,
1337,encoder,8,toxic_vs_detox_reference,hi,hi,within_language,244,54,0.8518518518518519,0.9410150891632372,
1337,encoder,8,toxic_vs_detox_reference,uk,uk,within_language,244,54,0.7962962962962963,0.8038408779149521,
1337,encoder,8,toxic_vs_detox_reference,xh,xh,within_language,244,54,0.7962962962962963,0.8367626886145405,
1337,encoder,8,toxic_vs_detox_reference,yo,yo,within_language,244,54,0.9074074074074074,0.9643347050754458,
1337,encoder,8,toxic_vs_detox_reference,EN_DE_ES,yo,cross_language,732,54,0.5370370370370371,0.522633744855967,
1337,encoder,8,toxic_vs_detox_reference,EN_DE_ES,xh,cross_language,732,54,0.5370370370370371,0.7037037037037037,
1337,encoder,8,toxic_vs_detox_reference,all_non_african,yo,cross_language,1708,54,0.5,0.4718792866941014,
1337,encoder,8,toxic_vs_detox_reference,all_non_african,xh,cross_language,1708,54,0.5555555555555556,0.7475994513031551,
1337,encoder,8,toxic_vs_detox_reference,YO_XH,am,cross_language,488,54,0.6111111111111112,0.6172839506172839,
1337,encoder,8,toxic_vs_detox_reference,YO_XH,ar,cross_language,488,54,0.5370370370370371,0.541838134430727,
1337,encoder,8,toxic_vs_detox_reference,YO_XH,de,cross_language,488,54,0.48148148148148145,0.49382716049382713,
1337,encoder,8,toxic_vs_detox_reference,YO_XH,en,cross_language,488,54,0.6296296296296297,0.7654320987654321,
1337,encoder,8,toxic_vs_detox_reference,YO_XH,es,cross_language,488,54,0.5555555555555556,0.5679012345679012,
1337,encoder,8,toxic_vs_detox_reference,YO_XH,hi,cross_language,488,54,0.5925925925925926,0.6748971193415638,
1337,encoder,8,toxic_vs_detox_reference,YO_XH,uk,cross_language,488,54,0.5740740740740741,0.5829903978052127,
1337,decoder,4,toxic_vs_detox_reference,am,am,within_language,244,54,0.9444444444444444,0.9931412894375857,
1337,decoder,4,toxic_vs_detox_reference,ar,ar,within_language,244,54,0.8333333333333334,0.9272976680384089,
1337,decoder,4,toxic_vs_detox_reference,de,de,within_language,244,54,0.8703703703703703,0.9368998628257887,
1337,decoder,4,toxic_vs_detox_reference,en,en,within_language,244,54,0.9814814814814815,0.9890260631001372,
1337,decoder,4,toxic_vs_detox_reference,es,es,within_language,244,54,0.8888888888888888,0.9547325102880658,
1337,decoder,4,toxic_vs_detox_reference,hi,hi,within_language,244,54,0.9629629629629629,0.9972565157750343,
1337,decoder,4,toxic_vs_detox_reference,uk,uk,within_language,244,54,0.8518518518518519,0.934156378600823,
1337,decoder,4,toxic_vs_detox_reference,xh,xh,within_language,244,54,0.9814814814814815,1.0,
1337,decoder,4,toxic_vs_detox_reference,yo,yo,within_language,244,54,1.0,1.0,
1337,decoder,4,toxic_vs_detox_reference,EN_DE_ES,yo,cross_language,732,54,0.6111111111111112,1.0,
1337,decoder,4,toxic_vs_detox_reference,EN_DE_ES,xh,cross_language,732,54,0.5925925925925926,0.962962962962963,
1337,decoder,4,toxic_vs_detox_reference,all_non_african,yo,cross_language,1708,54,0.6481481481481481,1.0,
1337,decoder,4,toxic_vs_detox_reference,all_non_african,xh,cross_language,1708,54,0.7222222222222222,0.9396433470507545,
1337,decoder,4,toxic_vs_detox_reference,YO_XH,am,cross_language,488,54,0.9814814814814815,0.9629629629629629,
1337,decoder,4,toxic_vs_detox_reference,YO_XH,ar,cross_language,488,54,0.6111111111111112,0.7503429355281207,
1337,decoder,4,toxic_vs_detox_reference,YO_XH,de,cross_language,488,54,0.7222222222222222,0.8230452674897119,
1337,decoder,4,toxic_vs_detox_reference,YO_XH,en,cross_language,488,54,0.7222222222222222,0.8559670781893004,
1337,decoder,4,toxic_vs_detox_reference,YO_XH,es,cross_language,488,54,0.7222222222222222,0.8010973936899862,
1337,decoder,4,toxic_vs_detox_reference,YO_XH,hi,cross_language,488,54,0.8148148148148148,0.8353909465020577,
1337,decoder,4,toxic_vs_detox_reference,YO_XH,uk,cross_language,488,54,0.7777777777777778,0.7956104252400549,
1337,decoder,6,toxic_vs_detox_reference,am,am,within_language,244,54,0.9629629629629629,0.9917695473251029,
1337,decoder,6,toxic_vs_detox_reference,ar,ar,within_language,244,54,0.9259259259259259,0.9547325102880657,
1337,decoder,6,toxic_vs_detox_reference,de,de,within_language,244,54,0.8703703703703703,0.9465020576131687,
1337,decoder,6,toxic_vs_detox_reference,en,en,within_language,244,54,0.9629629629629629,0.9862825788751716,
1337,decoder,6,toxic_vs_detox_reference,es,es,within_language,244,54,0.8703703703703703,0.9382716049382717,
1337,decoder,6,toxic_vs_detox_reference,hi,hi,within_language,244,54,0.9629629629629629,0.9986282578875172,
1337,decoder,6,toxic_vs_detox_reference,uk,uk,within_language,244,54,0.8888888888888888,0.9300411522633745,
1337,decoder,6,toxic_vs_detox_reference,xh,xh,within_language,244,54,1.0,1.0,
1337,decoder,6,toxic_vs_detox_reference,yo,yo,within_language,244,54,1.0,1.0,
1337,decoder,6,toxic_vs_detox_reference,EN_DE_ES,yo,cross_language,732,54,0.6481481481481481,1.0,
1337,decoder,6,toxic_vs_detox_reference,EN_DE_ES,xh,cross_language,732,54,0.6851851851851852,1.0,
1337,decoder,6,toxic_vs_detox_reference,all_non_african,yo,cross_language,1708,54,0.7962962962962963,1.0,
1337,decoder,6,toxic_vs_detox_reference,all_non_african,xh,cross_language,1708,54,0.6851851851851852,0.9903978052126201,
1337,decoder,6,toxic_vs_detox_reference,YO_XH,am,cross_language,488,54,0.9814814814814815,0.9684499314128944,
1337,decoder,6,toxic_vs_detox_reference,YO_XH,ar,cross_language,488,54,0.6666666666666666,0.7475994513031551,
1337,decoder,6,toxic_vs_detox_reference,YO_XH,de,cross_language,488,54,0.7592592592592593,0.8353909465020576,
1337,decoder,6,toxic_vs_detox_reference,YO_XH,en,cross_language,488,54,0.6296296296296297,0.8477366255144033,
1337,decoder,6,toxic_vs_detox_reference,YO_XH,es,cross_language,488,54,0.7777777777777778,0.8340192043895748,
1337,decoder,6,toxic_vs_detox_reference,YO_XH,hi,cross_language,488,54,0.8333333333333334,0.8724279835390946,
1337,decoder,6,toxic_vs_detox_reference,YO_XH,uk,cross_language,488,54,0.7407407407407407,0.8463648834019204,
1337,decoder,8,toxic_vs_detox_reference,am,am,within_language,244,54,0.9629629629629629,0.9711934156378601,
1337,decoder,8,toxic_vs_detox_reference,ar,ar,within_language,244,54,0.7962962962962963,0.897119341563786,
1337,decoder,8,toxic_vs_detox_reference,de,de,within_language,244,54,0.8518518518518519,0.9478737997256514,
1337,decoder,8,toxic_vs_detox_reference,en,en,within_language,244,54,0.8888888888888888,0.9684499314128943,
1337,decoder,8,toxic_vs_detox_reference,es,es,within_language,244,54,0.8148148148148148,0.8998628257887517,
1337,decoder,8,toxic_vs_detox_reference,hi,hi,within_language,244,54,0.8888888888888888,0.9725651577503429,
1337,decoder,8,toxic_vs_detox_reference,uk,uk,within_language,244,54,0.8518518518518519,0.8957475994513032,
1337,decoder,8,toxic_vs_detox_reference,xh,xh,within_language,244,54,1.0,1.0,
1337,decoder,8,toxic_vs_detox_reference,yo,yo,within_language,244,54,1.0,1.0,
1337,decoder,8,toxic_vs_detox_reference,EN_DE_ES,yo,cross_language,732,54,0.8148148148148148,1.0,
1337,decoder,8,toxic_vs_detox_reference,EN_DE_ES,xh,cross_language,732,54,0.9444444444444444,0.9725651577503429,
1337,decoder,8,toxic_vs_detox_reference,all_non_african,yo,cross_language,1708,54,1.0,1.0,
1337,decoder,8,toxic_vs_detox_reference,all_non_african,xh,cross_language,1708,54,0.9444444444444444,0.9732510288065843,
1337,decoder,8,toxic_vs_detox_reference,YO_XH,am,cross_language,488,54,0.7962962962962963,0.9410150891632373,
1337,decoder,8,toxic_vs_detox_reference,YO_XH,ar,cross_language,488,54,0.6481481481481481,0.7215363511659808,
1337,decoder,8,toxic_vs_detox_reference,YO_XH,de,cross_language,488,54,0.7037037037037037,0.7983539094650205,
1337,decoder,8,toxic_vs_detox_reference,YO_XH,en,cross_language,488,54,0.6481481481481481,0.7407407407407408,
1337,decoder,8,toxic_vs_detox_reference,YO_XH,es,cross_language,488,54,0.7037037037037037,0.7352537722908095,
1337,decoder,8,toxic_vs_detox_reference,YO_XH,hi,cross_language,488,54,0.7592592592592593,0.8134430727023321,
1337,decoder,8,toxic_vs_detox_reference,YO_XH,uk,cross_language,488,54,0.7037037037037037,0.7969821673525377,
1337,encoder,4,toxic_vs_generated,dev_cv,multilingual_pooled,dev_cv,0,486,0.6437074829931972,0.7159618822018603,dev (grouped 5-fold CV)
1337,encoder,4,toxic_vs_generated,EN_DE_ES,yo,cross_language,162,54,0.4074074074074074,0.2887517146776406,dev (disjoint source languages)
1337,encoder,4,toxic_vs_generated,EN_DE_ES,xh,cross_language,162,54,0.48148148148148145,0.40397805212620025,dev (disjoint source languages)
1337,encoder,4,toxic_vs_generated,all_non_african,yo,cross_language,378,54,0.3888888888888889,0.21604938271604934,dev (disjoint source languages)
1337,encoder,4,toxic_vs_generated,all_non_african,xh,cross_language,378,54,0.5,0.38751714677640603,dev (disjoint source languages)
1337,encoder,4,toxic_vs_generated,YO_XH,am,cross_language,108,54,0.5185185185185185,0.4979423868312758,dev (disjoint source languages)
1337,encoder,4,toxic_vs_generated,YO_XH,ar,cross_language,108,54,0.5,0.4828532235939643,dev (disjoint source languages)
1337,encoder,4,toxic_vs_generated,YO_XH,de,cross_language,108,54,0.5,0.48079561042524,dev (disjoint source languages)
1337,encoder,4,toxic_vs_generated,YO_XH,en,cross_language,108,54,0.5185185185185185,0.4430727023319616,dev (disjoint source languages)
1337,encoder,4,toxic_vs_generated,YO_XH,es,cross_language,108,54,0.5370370370370371,0.4732510288065844,dev (disjoint source languages)
1337,encoder,4,toxic_vs_generated,YO_XH,hi,cross_language,108,54,0.5,0.4842249657064472,dev (disjoint source languages)
1337,encoder,4,toxic_vs_generated,YO_XH,uk,cross_language,108,54,0.5185185185185185,0.5219478737997256,dev (disjoint source languages)
1337,encoder,6,toxic_vs_generated,dev_cv,multilingual_pooled,dev_cv,0,486,0.6438350340136055,0.7190632013859966,dev (grouped 5-fold CV)
1337,encoder,6,toxic_vs_generated,EN_DE_ES,yo,cross_language,162,54,0.4074074074074074,0.3395061728395062,dev (disjoint source languages)
1337,encoder,6,toxic_vs_generated,EN_DE_ES,xh,cross_language,162,54,0.48148148148148145,0.3175582990397805,dev (disjoint source languages)
1337,encoder,6,toxic_vs_generated,all_non_african,yo,cross_language,378,54,0.2962962962962963,0.24622770919067216,dev (disjoint source languages)
1337,encoder,6,toxic_vs_generated,all_non_african,xh,cross_language,378,54,0.5,0.25857338820301784,dev (disjoint source languages)
1337,encoder,6,toxic_vs_generated,YO_XH,am,cross_language,108,54,0.5,0.46021947873799723,dev (disjoint source languages)
1337,encoder,6,toxic_vs_generated,YO_XH,ar,cross_language,108,54,0.48148148148148145,0.47736625514403297,dev (disjoint source languages)
1337,encoder,6,toxic_vs_generated,YO_XH,de,cross_language,108,54,0.46296296296296297,0.47599451303155005,dev (disjoint source languages)
1337,encoder,6,toxic_vs_generated,YO_XH,en,cross_language,108,54,0.4444444444444444,0.41563786008230463,dev (disjoint source languages)
1337,encoder,6,toxic_vs_generated,YO_XH,es,cross_language,108,54,0.42592592592592593,0.40740740740740744,dev (disjoint source languages)
1337,encoder,6,toxic_vs_generated,YO_XH,hi,cross_language,108,54,0.5,0.4732510288065843,dev (disjoint source languages)
1337,encoder,6,toxic_vs_generated,YO_XH,uk,cross_language,108,54,0.46296296296296297,0.5041152263374485,dev (disjoint source languages)
1337,encoder,8,toxic_vs_generated,dev_cv,multilingual_pooled,dev_cv,0,486,0.6563350340136054,0.7354751817818964,dev (grouped 5-fold CV)
1337,encoder,8,toxic_vs_generated,EN_DE_ES,yo,cross_language,162,54,0.4074074074074074,0.3669410150891632,dev (disjoint source languages)
1337,encoder,8,toxic_vs_generated,EN_DE_ES,xh,cross_language,162,54,0.48148148148148145,0.612482853223594,dev (disjoint source languages)
1337,encoder,8,toxic_vs_generated,all_non_african,yo,cross_language,378,54,0.3333333333333333,0.27503429355281206,dev (disjoint source languages)
1337,encoder,8,toxic_vs_generated,all_non_african,xh,cross_language,378,54,0.5185185185185185,0.7057613168724279,dev (disjoint source languages)
1337,encoder,8,toxic_vs_generated,YO_XH,am,cross_language,108,54,0.5,0.4334705075445816,dev (disjoint source languages)
1337,encoder,8,toxic_vs_generated,YO_XH,ar,cross_language,108,54,0.5,0.4698216735253773,dev (disjoint source languages)
1337,encoder,8,toxic_vs_generated,YO_XH,de,cross_language,108,54,0.5,0.46570644718792864,dev (disjoint source languages)
1337,encoder,8,toxic_vs_generated,YO_XH,en,cross_language,108,54,0.5370370370370371,0.49794238683127573,dev (disjoint source languages)
1337,encoder,8,toxic_vs_generated,YO_XH,es,cross_language,108,54,0.5,0.45884773662551437,dev (disjoint source languages)
1337,encoder,8,toxic_vs_generated,YO_XH,hi,cross_language,108,54,0.5185185185185185,0.4499314128943758,dev (disjoint source languages)
1337,encoder,8,toxic_vs_generated,YO_XH,uk,cross_language,108,54,0.5,0.5068587105624143,dev (disjoint source languages)
1337,decoder,4,toxic_vs_generated,dev_cv,multilingual_pooled,dev_cv,0,486,0.6808248299319727,0.7692593002336989,dev (grouped 5-fold CV)
1337,decoder,4,toxic_vs_generated,EN_DE_ES,yo,cross_language,162,54,0.5,0.8840877914951988,dev (disjoint source languages)
1337,decoder,4,toxic_vs_generated,EN_DE_ES,xh,cross_language,162,54,0.5185185185185185,0.9279835390946503,dev (disjoint source languages)
1337,decoder,4,toxic_vs_generated,all_non_african,yo,cross_language,378,54,0.5,0.9279835390946501,dev (disjoint source languages)
1337,decoder,4,toxic_vs_generated,all_non_african,xh,cross_language,378,54,0.5,0.8573388203017833,dev (disjoint source languages)
1337,decoder,4,toxic_vs_generated,YO_XH,am,cross_language,108,54,0.5,0.5150891632373114,dev (disjoint source languages)
1337,decoder,4,toxic_vs_generated,YO_XH,ar,cross_language,108,54,0.5,0.5212620027434842,dev (disjoint source languages)
1337,decoder,4,toxic_vs_generated,YO_XH,de,cross_language,108,54,0.5,0.5294924554183813,dev (disjoint source languages)
1337,decoder,4,toxic_vs_generated,YO_XH,en,cross_language,108,54,0.5,0.6611796982167352,dev (disjoint source languages)
1337,decoder,4,toxic_vs_generated,YO_XH,es,cross_language,108,54,0.5,0.5267489711934156,dev (disjoint source languages)
1337,decoder,4,toxic_vs_generated,YO_XH,hi,cross_language,108,54,0.5,0.5747599451303155,dev (disjoint source languages)
1337,decoder,4,toxic_vs_generated,YO_XH,uk,cross_language,108,54,0.5,0.5438957475994513,dev (disjoint source languages)
1337,decoder,6,toxic_vs_generated,dev_cv,multilingual_pooled,dev_cv,0,486,0.6931972789115646,0.7846388332118561,dev (grouped 5-fold CV)
1337,decoder,6,toxic_vs_generated,EN_DE_ES,yo,cross_language,162,54,0.5185185185185185,0.8813443072702332,dev (disjoint source languages)
1337,decoder,6,toxic_vs_generated,EN_DE_ES,xh,cross_language,162,54,0.6296296296296297,0.9176954732510288,dev (disjoint source languages)
1337,decoder,6,toxic_vs_generated,all_non_african,yo,cross_language,378,54,0.5,0.8998628257887517,dev (disjoint source languages)
1337,decoder,6,toxic_vs_generated,all_non_african,xh,cross_language,378,54,0.6296296296296297,0.9149519890260631,dev (disjoint source languages)
1337,decoder,6,toxic_vs_generated,YO_XH,am,cross_language,108,54,0.5,0.5438957475994514,dev (disjoint source languages)
1337,decoder,6,toxic_vs_generated,YO_XH,ar,cross_language,108,54,0.5,0.53360768175583,dev (disjoint source languages)
1337,decoder,6,toxic_vs_generated,YO_XH,de,cross_language,108,54,0.5,0.537037037037037,dev (disjoint source languages)
1337,decoder,6,toxic_vs_generated,YO_XH,en,cross_language,108,54,0.5,0.5843621399176955,dev (disjoint source languages)
1337,decoder,6,toxic_vs_generated,YO_XH,es,cross_language,108,54,0.5,0.5288065843621399,dev (disjoint source languages)
1337,decoder,6,toxic_vs_generated,YO_XH,hi,cross_language,108,54,0.5,0.5500685871056241,dev (disjoint source languages)
1337,decoder,6,toxic_vs_generated,YO_XH,uk,cross_language,108,54,0.5,0.5349794238683128,dev (disjoint source languages)
1337,decoder,8,toxic_vs_generated,dev_cv,multilingual_pooled,dev_cv,0,486,0.6851615646258504,0.7604989349055948,dev (grouped 5-fold CV)
1337,decoder,8,toxic_vs_generated,EN_DE_ES,yo,cross_language,162,54,0.7407407407407407,0.8861454046639231,dev (disjoint source languages)
1337,decoder,8,toxic_vs_generated,EN_DE_ES,xh,cross_language,162,54,0.7407407407407407,0.8751714677640604,dev (disjoint source languages)
1337,decoder,8,toxic_vs_generated,all_non_african,yo,cross_language,378,54,0.5,0.9087791495198903,dev (disjoint source languages)
1337,decoder,8,toxic_vs_generated,all_non_african,xh,cross_language,378,54,0.6481481481481481,0.8600823045267489,dev (disjoint source languages)
1337,decoder,8,toxic_vs_generated,YO_XH,am,cross_language,108,54,0.5,0.546639231824417,dev (disjoint source languages)
1337,decoder,8,toxic_vs_generated,YO_XH,ar,cross_language,108,54,0.5,0.5137174211248285,dev (disjoint source languages)
1337,decoder,8,toxic_vs_generated,YO_XH,de,cross_language,108,54,0.5,0.5212620027434842,dev (disjoint source languages)
1337,decoder,8,toxic_vs_generated,YO_XH,en,cross_language,108,54,0.5,0.5363511659807956,dev (disjoint source languages)
1337,decoder,8,toxic_vs_generated,YO_XH,es,cross_language,108,54,0.5,0.4876543209876543,dev (disjoint source languages)
1337,decoder,8,toxic_vs_generated,YO_XH,hi,cross_language,108,54,0.5,0.5466392318244171,dev (disjoint source languages)
1337,decoder,8,toxic_vs_generated,YO_XH,uk,cross_language,108,54,0.5,0.5589849108367626,dev (disjoint source languages)
2024,encoder,4,toxic_vs_detox_reference,am,am,within_language,244,54,0.7777777777777778,0.842249657064472,
2024,encoder,4,toxic_vs_detox_reference,ar,ar,within_language,244,54,0.7037037037037037,0.720164609053498,
2024,encoder,4,toxic_vs_detox_reference,de,de,within_language,244,54,0.7777777777777778,0.8148148148148149,
2024,encoder,4,toxic_vs_detox_reference,en,en,within_language,244,54,0.8888888888888888,0.9300411522633745,
2024,encoder,4,toxic_vs_detox_reference,es,es,within_language,244,54,0.7407407407407407,0.8257887517146776,
2024,encoder,4,toxic_vs_detox_reference,hi,hi,within_language,244,54,0.8333333333333334,0.9176954732510288,
2024,encoder,4,toxic_vs_detox_reference,uk,uk,within_language,244,54,0.7222222222222222,0.766803840877915,
2024,encoder,4,toxic_vs_detox_reference,xh,xh,within_language,244,54,0.7777777777777778,0.8436213991769547,
2024,encoder,4,toxic_vs_detox_reference,yo,yo,within_language,244,54,0.8703703703703703,0.9410150891632374,
2024,encoder,4,toxic_vs_detox_reference,EN_DE_ES,yo,cross_language,732,54,0.48148148148148145,0.3360768175582991,
2024,encoder,4,toxic_vs_detox_reference,EN_DE_ES,xh,cross_language,732,54,0.5185185185185185,0.8257887517146776,
2024,encoder,4,toxic_vs_detox_reference,all_non_african,yo,cross_language,1708,54,0.46296296296296297,0.3251028806584362,
2024,encoder,4,toxic_vs_detox_reference,all_non_african,xh,cross_language,1708,54,0.5555555555555556,0.8285322359396433,
2024,encoder,4,toxic_vs_detox_reference,YO_XH,am,cross_language,488,54,0.5185185185185185,0.46776406035665297,
2024,encoder,4,toxic_vs_detox_reference,YO_XH,ar,cross_language,488,54,0.5,0.4842249657064472,
2024,encoder,4,toxic_vs_detox_reference,YO_XH,de,cross_language,488,54,0.5185185185185185,0.45130315500685875,
2024,encoder,4,toxic_vs_detox_reference,YO_XH,en,cross_language,488,54,0.6666666666666666,0.6982167352537724,
2024,encoder,4,toxic_vs_detox_reference,YO_XH,es,cross_language,488,54,0.5925925925925926,0.5843621399176955,
2024,encoder,4,toxic_vs_detox_reference,YO_XH,hi,cross_language,488,54,0.6481481481481481,0.7256515775034293,
2024,encoder,4,toxic_vs_detox_reference,YO_XH,uk,cross_language,488,54,0.6111111111111112,0.5528120713305898,
2024,encoder,6,toxic_vs_detox_reference,am,am,within_language,244,54,0.7962962962962963,0.8751714677640604,
2024,encoder,6,toxic_vs_detox_reference,ar,ar,within_language,244,54,0.7222222222222222,0.737997256515775,
2024,encoder,6,toxic_vs_detox_reference,de,de,within_language,244,54,0.7407407407407407,0.839506172839506,
2024,encoder,6,toxic_vs_detox_reference,en,en,within_language,244,54,0.8888888888888888,0.9368998628257887,
2024,encoder,6,toxic_vs_detox_reference,es,es,within_language,244,54,0.7777777777777778,0.8161865569272978,
2024,encoder,6,toxic_vs_detox_reference,hi,hi,within_language,244,54,0.8888888888888888,0.9396433470507544,
2024,encoder,6,toxic_vs_detox_reference,uk,uk,within_language,244,54,0.7592592592592593,0.8079561042524006,
2024,encoder,6,toxic_vs_detox_reference,xh,xh,within_language,244,54,0.8148148148148148,0.8641975308641975,
2024,encoder,6,toxic_vs_detox_reference,yo,yo,within_language,244,54,0.9259259259259259,0.9766803840877915,
2024,encoder,6,toxic_vs_detox_reference,EN_DE_ES,yo,cross_language,732,54,0.48148148148148145,0.29218106995884774,
2024,encoder,6,toxic_vs_detox_reference,EN_DE_ES,xh,cross_language,732,54,0.5,0.7846364883401921,
2024,encoder,6,toxic_vs_detox_reference,all_non_african,yo,cross_language,1708,54,0.5370370370370371,0.6131687242798354,
2024,encoder,6,toxic_vs_detox_reference,all_non_african,xh,cross_language,1708,54,0.5185185185185185,0.6680384087791494,
2024,encoder,6,toxic_vs_detox_reference,YO_XH,am,cross_language,488,54,0.5925925925925926,0.6063100137174211,
2024,encoder,6,toxic_vs_detox_reference,YO_XH,ar,cross_language,488,54,0.46296296296296297,0.47599451303155005,
2024,encoder,6,toxic_vs_detox_reference,YO_XH,de,cross_language,488,54,0.5185185185185185,0.5692729766803841,
2024,encoder,6,toxic_vs_detox_reference,YO_XH,en,cross_language,488,54,0.7037037037037037,0.691358024691358,
2024,encoder,6,toxic_vs_detox_reference,YO_XH,es,cross_language,488,54,0.5555555555555556,0.6186556927297668,
2024,encoder,6,toxic_vs_detox_reference,YO_XH,hi,cross_language,488,54,0.7222222222222222,0.7503429355281207,
2024,encoder,6,toxic_vs_detox_reference,YO_XH,uk,cross_language,488,54,0.5740740740740741,0.6008230452674898,
2024,encoder,8,toxic_vs_detox_reference,am,am,within_language,244,54,0.8333333333333334,0.8847736625514403,
2024,encoder,8,toxic_vs_detox_reference,ar,ar,within_language,244,54,0.6666666666666666,0.7530864197530864,
2024,encoder,8,toxic_vs_detox_reference,de,de,within_language,244,54,0.7037037037037037,0.8161865569272976,
2024,encoder,8,toxic_vs_detox_reference,en,en,within_language,244,54,0.8888888888888888,0.953360768175583,
2024,encoder,8,toxic_vs_detox_reference,es,es,within_language,244,54,0.7777777777777778,0.8422496570644719,
2024,encoder,8,toxic_vs_detox_reference,hi,hi,within_language,244,54,0.8148148148148148,0.9176954732510287,
2024,encoder,8,toxic_vs_detox_reference,uk,uk,within_language,244,54,0.7037037037037037,0.7818930041152263,
2024,encoder,8,toxic_vs_detox_reference,xh,xh,within_language,244,54,0.8333333333333334,0.8751714677640604,
2024,encoder,8,toxic_vs_detox_reference,yo,yo,within_language,244,54,0.9074074074074074,0.9725651577503429,
2024,encoder,8,toxic_vs_detox_reference,EN_DE_ES,yo,cross_language,732,54,0.5555555555555556,0.4348422496570645,
2024,encoder,8,toxic_vs_detox_reference,EN_DE_ES,xh,cross_language,732,54,0.5555555555555556,0.7914951989026063,
2024,encoder,8,toxic_vs_detox_reference,all_non_african,yo,cross_language,1708,54,0.5,0.4718792866941015,
2024,encoder,8,toxic_vs_detox_reference,all_non_african,xh,cross_language,1708,54,0.5555555555555556,0.7462277091906722,
2024,encoder,8,toxic_vs_detox_reference,YO_XH,am,cross_language,488,54,0.6111111111111112,0.6598079561042524,
2024,encoder,8,toxic_vs_detox_reference,YO_XH,ar,cross_language,488,54,0.5740740740740741,0.5281207133058985,
2024,encoder,8,toxic_vs_detox_reference,YO_XH,de,cross_language,488,54,0.5555555555555556,0.5390946502057613,
2024,encoder,8,toxic_vs_detox_reference,YO_XH,en,cross_language,488,54,0.6851851851851852,0.7750342935528121,
2024,encoder,8,toxic_vs_detox_reference,YO_XH,es,cross_language,488,54,0.6666666666666666,0.6886145404663923,
2024,encoder,8,toxic_vs_detox_reference,YO_XH,hi,cross_language,488,54,0.6481481481481481,0.6982167352537724,
2024,encoder,8,toxic_vs_detox_reference,YO_XH,uk,cross_language,488,54,0.5740740740740741,0.5569272976680384,
2024,decoder,4,toxic_vs_detox_reference,am,am,within_language,244,54,0.9629629629629629,0.9945130315500686,
2024,decoder,4,toxic_vs_detox_reference,ar,ar,within_language,244,54,0.8518518518518519,0.9327846364883402,
2024,decoder,4,toxic_vs_detox_reference,de,de,within_language,244,54,0.8888888888888888,0.9533607681755828,
2024,decoder,4,toxic_vs_detox_reference,en,en,within_language,244,54,0.9629629629629629,0.9862825788751715,
2024,decoder,4,toxic_vs_detox_reference,es,es,within_language,244,54,0.9074074074074074,0.9492455418381345,
2024,decoder,4,toxic_vs_detox_reference,hi,hi,within_language,244,54,0.9259259259259259,0.9931412894375857,
2024,decoder,4,toxic_vs_detox_reference,uk,uk,within_language,244,54,0.8518518518518519,0.9396433470507545,
2024,decoder,4,toxic_vs_detox_reference,xh,xh,within_language,244,54,0.9814814814814815,0.9958847736625515,
2024,decoder,4,toxic_vs_detox_reference,yo,yo,within_language,244,54,1.0,1.0,
2024,decoder,4,toxic_vs_detox_reference,EN_DE_ES,yo,cross_language,732,54,0.8888888888888888,1.0,
2024,decoder,4,toxic_vs_detox_reference,EN_DE_ES,xh,cross_language,732,54,0.9629629629629629,0.9986282578875172,
2024,decoder,4,toxic_vs_detox_reference,all_non_african,yo,cross_language,1708,54,0.7222222222222222,1.0,
2024,decoder,4,toxic_vs_detox_reference,all_non_african,xh,cross_language,1708,54,0.8333333333333334,0.9931412894375857,
2024,decoder,4,toxic_vs_detox_reference,YO_XH,am,cross_language,488,54,0.9629629629629629,0.9698216735253772,
2024,decoder,4,toxic_vs_detox_reference,YO_XH,ar,cross_language,488,54,0.6481481481481481,0.7736625514403291,
2024,decoder,4,toxic_vs_detox_reference,YO_XH,de,cross_language,488,54,0.7592592592592593,0.8532235939643346,
2024,decoder,4,toxic_vs_detox_reference,YO_XH,en,cross_language,488,54,0.7222222222222222,0.8257887517146777,
2024,decoder,4,toxic_vs_detox_reference,YO_XH,es,cross_language,488,54,0.6851851851851852,0.8203017832647462,
2024,decoder,4,toxic_vs_detox_reference,YO_XH,hi,cross_language,488,54,0.8333333333333334,0.8491083676268861,
2024,decoder,4,toxic_vs_detox_reference,YO_XH,uk,cross_language,488,54,0.7592592592592593,0.7997256515775034,
2024,decoder,6,toxic_vs_detox_reference,am,am,within_language,244,54,0.9444444444444444,0.9917695473251028,
2024,decoder,6,toxic_vs_detox_reference,ar,ar,within_language,244,54,0.8703703703703703,0.9272976680384087,
2024,decoder,6,toxic_vs_detox_reference,de,de,within_language,244,54,0.9259259259259259,0.9561042524005487,
2024,decoder,6,toxic_vs_detox_reference,en,en,within_language,244,54,0.9629629629629629,0.9849108367626886,
2024,decoder,6,toxic_vs_detox_reference,es,es,within_language,244,54,0.8703703703703703,0.9327846364883401,
2024,decoder,6,toxic_vs_detox_reference,hi,hi,within_language,244,54,0.9444444444444444,0.9876543209876543,
2024,decoder,6,toxic_vs_detox_reference,uk,uk,within_language,244,54,0.8148148148148148,0.934156378600823,
2024,decoder,6,toxic_vs_detox_reference,xh,xh,within_language,244,54,1.0,1.0,
