direction_type,scope,side,layer,pooling,n_seeds,mean_cosine_across_seeds,min_cosine_across_seeds,max_cosine_across_seeds
probe,lang_yo,encoder,8,pooled_mean_content,3,0.8578211267789205,0.8343641757965088,0.8975782990455627
probe,pooled_african,decoder,4,pooled_mean_all,3,0.929165760676066,0.9170956611633301,0.9509963989257812
probe,pooled_african,decoder,4,pooled_mean_content,3,0.9295862714449564,0.9184041023254395,0.9504991173744202
probe,pooled_african,decoder,6,pooled_mean_all,3,0.9233050545056661,0.9087655544281006,0.9391124248504639
probe,pooled_african,decoder,6,pooled_mean_content,3,0.9217375715573629,0.9073683023452759,0.9367376565933228
probe,pooled_african,decoder,8,pooled_mean_all,3,0.9267958799997965,0.9121448993682861,0.94472336769104
probe,pooled_african,decoder,8,pooled_mean_content,3,0.9251970847447714,0.9100897312164307,0.9420859813690186
probe,pooled_african,encoder,4,pooled_mean_all,3,0.8816642165184021,0.8640480041503906,0.9063135385513306
probe,pooled_african,encoder,4,pooled_mean_content,3,0.8930365641911825,0.8781120777130127,0.9089229106903076
probe,pooled_african,encoder,6,pooled_mean_all,3,0.8615715106328329,0.8391844034194946,0.8997043371200562
probe,pooled_african,encoder,6,pooled_mean_content,3,0.8722469011942545,0.8523015975952148,0.898246169090271
probe,pooled_african,encoder,8,pooled_mean_all,3,0.8448634147644043,0.8188247680664062,0.8724327087402344
probe,pooled_african,encoder,8,pooled_mean_content,3,0.8511064648628235,0.8222925066947937,0.8761807680130005
probe,pooled_all_balanced,decoder,4,pooled_mean_all,3,0.8919822772343954,0.8786398768424988,0.9115525484085083
probe,pooled_all_balanced,decoder,4,pooled_mean_content,3,0.8907633026440939,0.8787428140640259,0.9073372483253479
probe,pooled_all_balanced,decoder,6,pooled_mean_all,3,0.8963592052459717,0.8825972080230713,0.9158778190612793
probe,pooled_all_balanced,decoder,6,pooled_mean_content,3,0.896658182144165,0.8837242126464844,0.9164323806762695
probe,pooled_all_balanced,decoder,8,pooled_mean_all,3,0.900444487730662,0.8899628520011902,0.9172170162200928
probe,pooled_all_balanced,decoder,8,pooled_mean_content,3,0.8982049226760864,0.886337399482727,0.916058361530304
probe,pooled_all_balanced,encoder,4,pooled_mean_all,3,0.9189320206642151,0.9070965647697449,0.9420781135559082
probe,pooled_all_balanced,encoder,4,pooled_mean_content,3,0.9238442977269491,0.910773754119873,0.9459072351455688
probe,pooled_all_balanced,encoder,6,pooled_mean_all,3,0.9014085928599039,0.8858938217163086,0.9288502931594849
probe,pooled_all_balanced,encoder,6,pooled_mean_content,3,0.910878042380015,0.9001978635787964,0.9279968738555908
probe,pooled_all_balanced,encoder,8,pooled_mean_all,3,0.8653299808502197,0.8482443690299988,0.89261394739151
probe,pooled_all_balanced,encoder,8,pooled_mean_content,3,0.871739665667216,0.8574736714363098,0.8957076072692871
probe,pooled_non_african,decoder,4,pooled_mean_all,3,0.8994227051734924,0.8884708881378174,0.9157719612121582
probe,pooled_non_african,decoder,4,pooled_mean_content,3,0.8982924222946167,0.8872101306915283,0.9127911329269409
probe,pooled_non_african,decoder,6,pooled_mean_all,3,0.9045113523801168,0.8918260335922241,0.9191879630088806
probe,pooled_non_african,decoder,6,pooled_mean_content,3,0.9033661683400472,0.8920799493789673,0.918837308883667
probe,pooled_non_african,decoder,8,pooled_mean_all,3,0.9034183422724406,0.8964195251464844,0.914240837097168
probe,pooled_non_african,decoder,8,pooled_mean_content,3,0.9033666849136353,0.8942506313323975,0.9166796207427979
probe,pooled_non_african,encoder,4,pooled_mean_all,3,0.9357941548029581,0.9212608337402344,0.9629033803939819
probe,pooled_non_african,encoder,4,pooled_mean_content,3,0.9341087738672892,0.9190999269485474,0.9613975286483765
probe,pooled_non_african,encoder,6,pooled_mean_all,3,0.9187589883804321,0.9050054550170898,0.9457123875617981
probe,pooled_non_african,encoder,6,pooled_mean_content,3,0.9198035796483358,0.908867597579956,0.9407302141189575
probe,pooled_non_african,encoder,8,pooled_mean_all,3,0.8764537572860718,0.8569155931472778,0.9108983278274536
probe,pooled_non_african,encoder,8,pooled_mean_content,3,0.8904937505722046,0.8725353479385376,0.917534351348877
random,lang_am,decoder,4,pooled_mean_all,3,-0.03820472193845912,-0.07276752948004035,-0.008826317679344633
random,lang_am,decoder,4,pooled_mean_content,3,-0.02115971189438108,-0.09257517699706286,0.05174598520130257
random,lang_am,decoder,6,pooled_mean_all,3,0.01129817881049265,-0.027364614147526174,0.07954161461334606
random,lang_am,decoder,6,pooled_mean_content,3,-0.008277516236419605,-0.032787950982473106,0.03014473751783389
random,lang_am,decoder,8,pooled_mean_all,3,-0.010760463618833857,-0.023312625117962074,0.006547595717160664
random,lang_am,decoder,8,pooled_mean_content,3,0.0057974265959230935,-0.019775125954165033,0.022656375648339458
random,lang_am,encoder,4,pooled_mean_all,3,0.031684891847590275,-0.0017299284855478193,0.06158607598906178
random,lang_am,encoder,4,pooled_mean_content,3,0.01463772370307583,-0.011347125854939272,0.04112854950925208
random,lang_am,encoder,6,pooled_mean_all,3,-0.008095150641869359,-0.04476545102280541,0.04325789676759291
random,lang_am,encoder,6,pooled_mean_content,3,0.003819645064087194,-0.014437139211309971,0.021757931653884163
random,lang_am,encoder,8,pooled_mean_all,3,0.006300648969969319,-0.0657379359492882,0.05604845762699534
random,lang_am,encoder,8,pooled_mean_content,3,-0.0015123471895137329,-0.036933943172923374,0.05483047218259428
random,lang_ar,decoder,4,pooled_mean_all,3,0.012141351263302944,-0.0009798694355548886,0.024594876939335757
random,lang_ar,decoder,4,pooled_mean_content,3,-0.015244598954562658,-0.05106856169830497,0.04350314376257636
random,lang_ar,decoder,6,pooled_mean_all,3,0.05136641152647061,0.009865941748084174,0.09622632159976213
random,lang_ar,decoder,6,pooled_mean_content,3,0.029954641213793983,0.01704412862864454,0.03823408302857358
random,lang_ar,decoder,8,pooled_mean_all,3,0.007544113197975974,-0.029770946206435972,0.0619967085717273
random,lang_ar,decoder,8,pooled_mean_content,3,-0.01817493748464336,-0.05684078900126056,0.014988213380509978
random,lang_ar,encoder,4,pooled_mean_all,3,-0.005541710235168203,-0.03997073149323967,0.057469809922873184
random,lang_ar,encoder,4,pooled_mean_content,3,0.013531213713410838,-0.03537443183206553,0.04595082972619911
random,lang_ar,encoder,6,pooled_mean_all,3,0.011002171823920602,-0.06113258917559002,0.05934464327617425
random,lang_ar,encoder,6,pooled_mean_content,3,-0.012334067191130801,-0.057585767558321184,0.02199670671346131
random,lang_ar,encoder,8,pooled_mean_all,3,0.005974639554168857,-0.02447024634369645,0.05807764563184344
random,lang_ar,encoder,8,pooled_mean_content,3,0.021197461796836802,-0.029357507198309332,0.093236146464407
random,lang_de,decoder,4,pooled_mean_all,3,0.022948455296923447,-0.006554542740179135,0.039138377978468676
random,lang_de,decoder,4,pooled_mean_content,3,-0.01885957765849582,-0.04956461489331527,0.003501908729351126
random,lang_de,decoder,6,pooled_mean_all,3,-0.008107074057577672,-0.03182213060554027,0.030037608092580662
random,lang_de,decoder,6,pooled_mean_content,3,0.014183860358419127,-0.0161696238899423,0.051308307921390406
random,lang_de,decoder,8,pooled_mean_all,3,0.010873404605321579,-0.03480721072334372,0.04578383706871551
random,lang_de,decoder,8,pooled_mean_content,3,-0.022859505256701194,-0.06350319496162843,0.008340797740459297
random,lang_de,encoder,4,pooled_mean_all,3,-0.004784856646219917,-0.04007226881683945,0.013470878244821495
random,lang_de,encoder,4,pooled_mean_content,3,-0.015045258998347556,-0.05519349151538705,0.020146441904912014
random,lang_de,encoder,6,pooled_mean_all,3,-0.04692400730547109,-0.0779108513850798,-0.023160854698696533
random,lang_de,encoder,6,pooled_mean_content,3,0.025588606025840465,-0.05355642592657592,0.07126888267587073
random,lang_de,encoder,8,pooled_mean_all,3,-0.005264923788904682,-0.023395141350636826,0.008364468084371088
random,lang_de,encoder,8,pooled_mean_content,3,-0.013460502748120176,-0.04444167841501007,0.003909165376670302
random,lang_en,decoder,4,pooled_mean_all,3,-0.022571988790296326,-0.05440413140963808,0.0007574497992296897
random,lang_en,decoder,4,pooled_mean_content,3,0.0119314505273141,-0.019083256969932585,0.02780721714913373
random,lang_en,decoder,6,pooled_mean_all,3,0.01232777659469918,-0.03174784543146261,0.06479165049083174
random,lang_en,decoder,6,pooled_mean_content,3,0.0071764099377105576,-0.027545853815039132,0.03669795463267431
random,lang_en,decoder,8,pooled_mean_all,3,0.027942035022174617,-0.010556585345557944,0.0589581314622255
random,lang_en,decoder,8,pooled_mean_content,3,0.0219453417328344,-0.021521881600857277,0.06992761996974177
random,lang_en,encoder,4,pooled_mean_all,3,-0.021662464708860227,-0.035486798431637025,-0.014599423386146056
random,lang_en,encoder,4,pooled_mean_content,3,-0.018545457459432178,-0.05801465150725422,0.023045937736081275
random,lang_en,encoder,6,pooled_mean_all,3,0.0011691477968997534,-0.046023806241309605,0.02932006730090402
random,lang_en,encoder,6,pooled_mean_content,3,0.01333475206633789,-0.012818973304521189,0.03283902240698029
random,lang_en,encoder,8,pooled_mean_all,3,0.037431084016857595,0.01772295214920522,0.057073624036550766
random,lang_en,encoder,8,pooled_mean_content,3,0.007189670982897754,-0.04200502057619683,0.03295960733864969
random,lang_es,decoder,4,pooled_mean_all,3,0.001642038829290239,-0.04395939195208137,0.027999582043756376
random,lang_es,decoder,4,pooled_mean_content,3,-0.03607853955687789,-0.1132536441137671,0.04943642555553531
random,lang_es,decoder,6,pooled_mean_all,3,0.0018266057406276098,-0.025298986241445734,0.0482707347365926
random,lang_es,decoder,6,pooled_mean_content,3,-0.04943758557963718,-0.07317658508728736,-0.02097717354142866
random,lang_es,decoder,8,pooled_mean_all,3,-0.0007794893974862963,-0.013753103058986787,0.01184343822342123
random,lang_es,decoder,8,pooled_mean_content,3,0.0133081528574987,-0.030044793350018716,0.05832925382465264
random,lang_es,encoder,4,pooled_mean_all,3,0.013524326587106858,-0.006880790856622684,0.03794675707736124
random,lang_es,encoder,4,pooled_mean_content,3,0.039010579323422785,0.013894864926944493,0.0789020021907265
random,lang_es,encoder,6,pooled_mean_all,3,-0.005286506843092324,-0.0728906361788,0.04406428553462244
random,lang_es,encoder,6,pooled_mean_content,3,0.0013155343012990657,-0.001006578359525702,0.005127438003248157
random,lang_es,encoder,8,pooled_mean_all,3,0.019173445166729086,-0.025938355296279195,0.04736697827147505
random,lang_es,encoder,8,pooled_mean_content,3,0.005319722029026798,-0.06957665259017981,0.09163907969930393
random,lang_hi,decoder,4,pooled_mean_all,3,0.0005163670022310154,-0.040247979628794006,0.0564441757336229
random,lang_hi,decoder,4,pooled_mean_content,3,0.01324430597307566,-0.03209736348490558,0.0507831505466428
random,lang_hi,decoder,6,pooled_mean_all,3,0.035939580887533955,-0.004267249578336685,0.06994627825173015
random,lang_hi,decoder,6,pooled_mean_content,3,0.024818246504936897,-0.013089815168807138,0.05501113454396892
random,lang_hi,decoder,8,pooled_mean_all,3,0.0255093536539798,-0.01787289632899169,0.0688740934253209
random,lang_hi,decoder,8,pooled_mean_content,3,-0.0004549437103846434,-0.01060301722187883,0.009001286240021233
random,lang_hi,encoder,4,pooled_mean_all,3,-0.017973386274698806,-0.07558108331866262,0.04474983816418188
random,lang_hi,encoder,4,pooled_mean_content,3,0.02696020810801412,-0.0026584650696431667,0.04927632059233053
random,lang_hi,encoder,6,pooled_mean_all,3,-0.010610671665187374,-0.037117260416304684,0.009587038684310016
random,lang_hi,encoder,6,pooled_mean_content,3,-0.016725133504458728,-0.05036600471635985,0.01479613352779777
random,lang_hi,encoder,8,pooled_mean_all,3,0.028352335295202216,0.014337772850445681,0.044886839135565404
random,lang_hi,encoder,8,pooled_mean_content,3,-0.020043715514956994,-0.02271803234197411,-0.01867174715798505
random,lang_uk,decoder,4,pooled_mean_all,3,0.035638486088461215,0.004141503030309541,0.07310916248267188
random,lang_uk,decoder,4,pooled_mean_content,3,0.02028416597977226,-0.021578951967861346,0.06518472131218891
random,lang_uk,decoder,6,pooled_mean_all,3,0.02749121466981777,-0.016234541697755817,0.05959443877429635
random,lang_uk,decoder,6,pooled_mean_content,3,-0.012966180544122824,-0.01626741031537865,-0.007888827308537502
random,lang_uk,decoder,8,pooled_mean_all,3,0.032062551698927876,-0.00890120551860735,0.06121655005791855
random,lang_uk,decoder,8,pooled_mean_content,3,-0.007842876529108611,-0.015614242757056085,0.0012194687806295988
random,lang_uk,encoder,4,pooled_mean_all,3,0.0016033666720641447,-0.06930517730394467,0.07627359559624125
random,lang_uk,encoder,4,pooled_mean_content,3,-0.04998587389361054,-0.06583946930411953,-0.03588463151092461
random,lang_uk,encoder,6,pooled_mean_all,3,-0.03587375192173862,-0.07371978405942894,-0.00668448531398488
random,lang_uk,encoder,6,pooled_mean_content,3,0.040209174802251786,0.027995868543701653,0.054405229972012165
random,lang_uk,encoder,8,pooled_mean_all,3,-0.016173183404715335,-0.04512699447367971,4.3528858394766e-05
random,lang_uk,encoder,8,pooled_mean_content,3,-0.004716768841430915,-0.027441071520416443,0.01721385425340255
random,lang_xh,decoder,4,pooled_mean_all,3,0.020374939233947755,-0.02278881753470475,0.07384207780578701
random,lang_xh,decoder,4,pooled_mean_content,3,-0.0048653165438365025,-0.04336418103552288,0.023240602574984517
random,lang_xh,decoder,6,pooled_mean_all,3,0.0060771689843330074,-0.0551579182952396,0.07158987421087523
random,lang_xh,decoder,6,pooled_mean_content,3,0.03421708556843475,-0.003314330061469339,0.06450842706268185
random,lang_xh,decoder,8,pooled_mean_all,3,-0.024137704280209296,-0.06935380006610391,0.03596289303661153
random,lang_xh,decoder,8,pooled_mean_content,3,-0.009034686537329964,-0.010382326586406265,-0.007449652533717217
random,lang_xh,encoder,4,pooled_mean_all,3,-0.0015446311950356253,-0.012236475988535275,0.01881349399601797
random,lang_xh,encoder,4,pooled_mean_content,3,0.0063214463698043994,-0.012360507097757479,0.015807938359485952
random,lang_xh,encoder,6,pooled_mean_all,3,0.0038901751285630123,-0.04541772490464595,0.035436285057368774
random,lang_xh,encoder,6,pooled_mean_content,3,0.01268642454465118,0.0009020641106471383,0.03134110595172955
random,lang_xh,encoder,8,pooled_mean_all,3,-0.0077976895967604406,-0.03264895582449973,0.015658210167164788
random,lang_xh,encoder,8,pooled_mean_content,3,-0.027801687975939387,-0.046191147989454964,-0.01643835210112059
random,lang_yo,decoder,4,pooled_mean_all,3,-0.02732681329297368,-0.0626164209806129,-0.005474483805235859
random,lang_yo,decoder,4,pooled_mean_content,3,0.01712033751176246,-0.08140170701776028,0.07916307228813363
random,lang_yo,decoder,6,pooled_mean_all,3,0.006328912826217805,-0.021587748373419473,0.039970045143917096
random,lang_yo,decoder,6,pooled_mean_content,3,-0.0008064020704146071,-0.07239843328027809,0.045669037814668315
random,lang_yo,decoder,8,pooled_mean_all,3,-0.008375259383006362,-0.026868488183598577,0.02039535419496412
random,lang_yo,decoder,8,pooled_mean_content,3,-0.032838676341994257,-0.05120854916583059,-0.009969482571976954
random,lang_yo,encoder,4,pooled_mean_all,3,0.016349037095982538,-0.0024168880459631108,0.04737195424071255
random,lang_yo,encoder,4,pooled_mean_content,3,0.024157970942863063,-0.031823091388726785,0.07413339807801757
random,lang_yo,encoder,6,pooled_mean_all,3,0.03316880138525993,0.015020108876874605,0.04384498143424417
random,lang_yo,encoder,6,pooled_mean_content,3,-0.02726686163798105,-0.09960195225316185,0.018470022921612653
random,lang_yo,encoder,8,pooled_mean_all,3,-0.01181667500377887,-0.0902326524989678,0.04950831286112299
random,lang_yo,encoder,8,pooled_mean_content,3,-0.02304002957188496,-0.041610073387245095,-0.0030941061884853308
random,pooled_african,decoder,4,pooled_mean_all,3,-0.009956891464784642,-0.019369812309312034,-0.001147647092125767
random,pooled_african,decoder,4,pooled_mean_content,3,0.005282029772603801,-0.05937713052695965,0.03777467942907402
random,pooled_african,decoder,6,pooled_mean_all,3,-0.00307743407242711,-0.005511769529560694,0.0008810757278255102
random,pooled_african,decoder,6,pooled_mean_content,3,0.011358983701549077,-0.020345845145133098,0.0738850913462167
random,pooled_african,decoder,8,pooled_mean_all,3,0.006592604991019639,-0.016420817548097516,0.028592426574510263
random,pooled_african,decoder,8,pooled_mean_content,3,0.01903480375864784,-0.003501146306007511,0.049496760366342346
random,pooled_african,encoder,4,pooled_mean_all,3,0.01743218453565703,-0.011439635446893782,0.03322609781913255
random,pooled_african,encoder,4,pooled_mean_content,3,-0.007615628751624454,-0.02462492742785337,0.0035663512360847843
random,pooled_african,encoder,6,pooled_mean_all,3,0.03082959990255238,-0.037746281112716655,0.09552412942953506
random,pooled_african,encoder,6,pooled_mean_content,3,-0.026074824979786915,-0.07779183776743519,0.02810712136669791
random,pooled_african,encoder,8,pooled_mean_all,3,0.0017412078131239302,-0.0500283233983107,0.05588962411668817
random,pooled_african,encoder,8,pooled_mean_content,3,0.0007926312781018375,-0.014135586911971011,0.02529310328239109
random,pooled_all_balanced,decoder,4,pooled_mean_all,3,-0.004596675890535286,-0.04653978553749811,0.033418942225645
random,pooled_all_balanced,decoder,4,pooled_mean_content,3,-0.04489645079668425,-0.07694231517076863,-0.008646136009468276
random,pooled_all_balanced,decoder,6,pooled_mean_all,3,0.0017273870791472544,-0.03545860499163202,0.04738759160000763
random,pooled_all_balanced,decoder,6,pooled_mean_content,3,-0.029409616650497006,-0.07132955713308912,-0.007395726724288047
random,pooled_all_balanced,decoder,8,pooled_mean_all,3,-0.017618906801581,-0.050542208847785264,0.02071004902239875
random,pooled_all_balanced,decoder,8,pooled_mean_content,3,0.032493319497842614,0.01507522008362086,0.05973746047493086
random,pooled_all_balanced,encoder,4,pooled_mean_all,3,-0.009874420403251821,-0.07008248146105805,0.08042871614857817
random,pooled_all_balanced,encoder,4,pooled_mean_content,3,0.006484541053385664,-0.020992773285432108,0.03864765913309505
random,pooled_all_balanced,encoder,6,pooled_mean_all,3,0.0035865258613089774,-0.009366215736613651,0.0285231238258528
random,pooled_all_balanced,encoder,6,pooled_mean_content,3,-0.008120883150946459,-0.042372092550873854,0.05009337015540412
random,pooled_all_balanced,encoder,8,pooled_mean_all,3,-0.01852777756989454,-0.06174300217965639,0.03201389139049564
random,pooled_all_balanced,encoder,8,pooled_mean_content,3,0.0037320320839348575,-0.023485064205341716,0.048376202088875817
random,pooled_non_african,decoder,4,pooled_mean_all,3,0.0054716309801170525,-0.015639569271186454,0.028470668870365274
random,pooled_non_african,decoder,4,pooled_mean_content,3,0.0022850086050510607,-0.03873210027221029,0.029229603946336113
random,pooled_non_african,decoder,6,pooled_mean_all,3,-0.007739977056405007,-0.022685948964055486,0.013696758931667361
random,pooled_non_african,decoder,6,pooled_mean_content,3,0.06125288152123267,1.290711489602362e-05,0.11833417455648625
random,pooled_non_african,decoder,8,pooled_mean_all,3,-0.03697732714905592,-0.07196862830384776,0.004307739743912558
random,pooled_non_african,decoder,8,pooled_mean_content,3,-0.0022562274007173395,-0.032531738700187995,0.020078467426400334
random,pooled_non_african,encoder,4,pooled_mean_all,3,0.024354086841349737,0.0008203923898161547,0.06218807260323701
random,pooled_non_african,encoder,4,pooled_mean_content,3,0.021087484489609645,0.0010627048545581164,0.05915347117111554
random,pooled_non_african,encoder,6,pooled_mean_all,3,0.017241506020823586,-0.0030982699080434927,0.048307333546048534
random,pooled_non_african,encoder,6,pooled_mean_content,3,0.015247749860380593,-0.02902374298912506,0.06669224795183713
random,pooled_non_african,encoder,8,pooled_mean_all,3,0.004955831764737627,-0.015313674032341724,0.02819441223830955
random,pooled_non_african,encoder,8,pooled_mean_content,3,0.0033677925158932484,-0.0447296381050533,0.0719607205393426
