direction_type,scope,side,layer,pooling,n_seeds,mean_cosine_across_seeds,min_cosine_across_seeds,max_cosine_across_seeds
probe,lang_uk,encoder,6,pooled_mean_content,3,0.908314843972524,0.8855594396591187,0.9367142915725708
probe,lang_uk,encoder,8,pooled_mean_all,3,0.8936939040819804,0.8679394125938416,0.926776647567749
probe,lang_uk,encoder,8,pooled_mean_content,3,0.9004302422205607,0.8745679259300232,0.9301897883415222
probe,lang_xh,decoder,4,pooled_mean_all,3,0.923579216003418,0.9108264446258545,0.9481270909309387
probe,lang_xh,decoder,4,pooled_mean_content,3,0.9227256178855896,0.9104941487312317,0.9453442692756653
probe,lang_xh,decoder,6,pooled_mean_all,3,0.9142391085624695,0.8932105898857117,0.9337038993835449
probe,lang_xh,decoder,6,pooled_mean_content,3,0.9137949148813883,0.8938566446304321,0.9312047958374023
probe,lang_xh,decoder,8,pooled_mean_all,3,0.9201566378275553,0.9002354145050049,0.9392296075820923
probe,lang_xh,decoder,8,pooled_mean_content,3,0.9199928442637125,0.9023705720901489,0.9359073638916016
probe,lang_xh,encoder,4,pooled_mean_all,3,0.9083044131596884,0.8881514072418213,0.9378937482833862
probe,lang_xh,encoder,4,pooled_mean_content,3,0.9138769308725992,0.8983806371688843,0.9393974542617798
probe,lang_xh,encoder,6,pooled_mean_all,3,0.8923436403274536,0.8622112274169922,0.9249227046966553
probe,lang_xh,encoder,6,pooled_mean_content,3,0.8997857173283895,0.8713511228561401,0.9317282438278198
probe,lang_xh,encoder,8,pooled_mean_all,3,0.8823061386744181,0.8610109090805054,0.9077311754226685
probe,lang_xh,encoder,8,pooled_mean_content,3,0.8923822442690531,0.8690084218978882,0.9145107269287109
probe,lang_yo,decoder,4,pooled_mean_all,3,0.9502029617627462,0.9439277648925781,0.9611172676086426
probe,lang_yo,decoder,4,pooled_mean_content,3,0.948815127213796,0.9412878751754761,0.961189329624176
probe,lang_yo,decoder,6,pooled_mean_all,3,0.9514949321746826,0.9436790943145752,0.9602676033973694
probe,lang_yo,decoder,6,pooled_mean_content,3,0.9499026934305826,0.9417376518249512,0.9598627090454102
probe,lang_yo,decoder,8,pooled_mean_all,3,0.9452279011408488,0.9380781650543213,0.9593110084533691
probe,lang_yo,decoder,8,pooled_mean_content,3,0.944178561369578,0.9361011385917664,0.9589650630950928
probe,lang_yo,encoder,4,pooled_mean_all,3,0.8493302663167318,0.8182199001312256,0.8768559694290161
probe,lang_yo,encoder,4,pooled_mean_content,3,0.8679893414179484,0.8423781394958496,0.8924468159675598
probe,lang_yo,encoder,6,pooled_mean_all,3,0.845995306968689,0.8177044987678528,0.9000811576843262
probe,lang_yo,encoder,6,pooled_mean_content,3,0.8555392424265543,0.8330909013748169,0.9001747965812683
probe,lang_yo,encoder,8,pooled_mean_all,3,0.85774298508962,0.8308346271514893,0.8948915004730225
