key,direction_type,scope,source_languages,n_source_languages,n_rows_toxic,n_rows_reference,n_rows_total,seed,side,layer,pooling,space,d_model,raw_norm,normalization,language_balanced,underdetermined,is_primary,arm,norm_stats_file,injection_note,matched_to
random|lang_ar|decoder|L6|pooled_mean_all|seed42|match_probe,random,lang_ar,ar,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,probe|lang_ar|decoder|L6|pooled_mean_all|seed42
mean_diff|lang_de|decoder|L6|pooled_mean_all|seed42,mean_diff,lang_de,de,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,4.714981555938721,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_de|decoder|L6|pooled_mean_all|seed42|match_mean_diff,random,lang_de,de,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,mean_diff|lang_de|decoder|L6|pooled_mean_all|seed42
probe|lang_de|decoder|L6|pooled_mean_all|seed42,probe,lang_de,de,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,1.9654338359832764,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,True,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_de|decoder|L6|pooled_mean_all|seed42|match_probe,random,lang_de,de,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,probe|lang_de|decoder|L6|pooled_mean_all|seed42
mean_diff|lang_en|decoder|L6|pooled_mean_all|seed42,mean_diff,lang_en,en,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,7.626688480377197,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_en|decoder|L6|pooled_mean_all|seed42|match_mean_diff,random,lang_en,en,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,mean_diff|lang_en|decoder|L6|pooled_mean_all|seed42
probe|lang_en|decoder|L6|pooled_mean_all|seed42,probe,lang_en,en,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,1.7358076572418213,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,True,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_en|decoder|L6|pooled_mean_all|seed42|match_probe,random,lang_en,en,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,probe|lang_en|decoder|L6|pooled_mean_all|seed42
mean_diff|lang_es|decoder|L6|pooled_mean_all|seed42,mean_diff,lang_es,es,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,7.399459362030029,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_es|decoder|L6|pooled_mean_all|seed42|match_mean_diff,random,lang_es,es,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,mean_diff|lang_es|decoder|L6|pooled_mean_all|seed42
probe|lang_es|decoder|L6|pooled_mean_all|seed42,probe,lang_es,es,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,1.7961348295211792,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,True,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_es|decoder|L6|pooled_mean_all|seed42|match_probe,random,lang_es,es,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,probe|lang_es|decoder|L6|pooled_mean_all|seed42
mean_diff|lang_hi|decoder|L6|pooled_mean_all|seed42,mean_diff,lang_hi,hi,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,8.019512176513672,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_hi|decoder|L6|pooled_mean_all|seed42|match_mean_diff,random,lang_hi,hi,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,mean_diff|lang_hi|decoder|L6|pooled_mean_all|seed42
probe|lang_hi|decoder|L6|pooled_mean_all|seed42,probe,lang_hi,hi,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,1.745038390159607,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,True,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_hi|decoder|L6|pooled_mean_all|seed42|match_probe,random,lang_hi,hi,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,probe|lang_hi|decoder|L6|pooled_mean_all|seed42
mean_diff|lang_uk|decoder|L6|pooled_mean_all|seed42,mean_diff,lang_uk,uk,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,4.950753211975098,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_uk|decoder|L6|pooled_mean_all|seed42|match_mean_diff,random,lang_uk,uk,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,mean_diff|lang_uk|decoder|L6|pooled_mean_all|seed42
probe|lang_uk|decoder|L6|pooled_mean_all|seed42,probe,lang_uk,uk,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,1.9353355169296265,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,True,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_uk|decoder|L6|pooled_mean_all|seed42|match_probe,random,lang_uk,uk,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,probe|lang_uk|decoder|L6|pooled_mean_all|seed42
mean_diff|lang_xh|decoder|L6|pooled_mean_all|seed42,mean_diff,lang_xh,xh,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,17.256832122802734,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_xh|decoder|L6|pooled_mean_all|seed42|match_mean_diff,random,lang_xh,xh,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,mean_diff|lang_xh|decoder|L6|pooled_mean_all|seed42
probe|lang_xh|decoder|L6|pooled_mean_all|seed42,probe,lang_xh,xh,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,0.9091577529907227,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,True,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_xh|decoder|L6|pooled_mean_all|seed42|match_probe,random,lang_xh,xh,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,probe|lang_xh|decoder|L6|pooled_mean_all|seed42
mean_diff|lang_yo|decoder|L6|pooled_mean_all|seed42,mean_diff,lang_yo,yo,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,22.857196807861328,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_yo|decoder|L6|pooled_mean_all|seed42|match_mean_diff,random,lang_yo,yo,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,mean_diff|lang_yo|decoder|L6|pooled_mean_all|seed42
probe|lang_yo|decoder|L6|pooled_mean_all|seed42,probe,lang_yo,yo,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,0.6919848918914795,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,True,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_yo|decoder|L6|pooled_mean_all|seed42|match_probe,random,lang_yo,yo,1,122,122,244,42,decoder,6,pooled_mean_all,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,probe|lang_yo|decoder|L6|pooled_mean_all|seed42
mean_diff|pooled_non_african|decoder|L6|pooled_mean_all|seed42,mean_diff,pooled_non_african,am|ar|de|en|es|hi|uk,7,854,854,1708,42,decoder,6,pooled_mean_all,pooled_standardized,768,6.584365367889404,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|pooled_non_african|decoder|L6|pooled_mean_all|seed42|match_mean_diff,random,pooled_non_african,am|ar|de|en|es|hi|uk,7,854,854,1708,42,decoder,6,pooled_mean_all,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,mean_diff|pooled_non_african|decoder|L6|pooled_mean_all|seed42
probe|pooled_non_african|decoder|L6|pooled_mean_all|seed42,probe,pooled_non_african,am|ar|de|en|es|hi|uk,7,854,854,1708,42,decoder,6,pooled_mean_all,pooled_standardized,768,4.146420001983643,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|pooled_non_african|decoder|L6|pooled_mean_all|seed42|match_probe,random,pooled_non_african,am|ar|de|en|es|hi|uk,7,854,854,1708,42,decoder,6,pooled_mean_all,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,probe|pooled_non_african|decoder|L6|pooled_mean_all|seed42
mean_diff|pooled_all_balanced|decoder|L6|pooled_mean_all|seed42,mean_diff,pooled_all_balanced,am|ar|de|en|es|hi|uk|xh|yo,9,1098,1098,2196,42,decoder,6,pooled_mean_all,pooled_standardized,768,8.587408065795898,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|pooled_all_balanced|decoder|L6|pooled_mean_all|seed42|match_mean_diff,random,pooled_all_balanced,am|ar|de|en|es|hi|uk|xh|yo,9,1098,1098,2196,42,decoder,6,pooled_mean_all,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,mean_diff|pooled_all_balanced|decoder|L6|pooled_mean_all|seed42
probe|pooled_all_balanced|decoder|L6|pooled_mean_all|seed42,probe,pooled_all_balanced,am|ar|de|en|es|hi|uk|xh|yo,9,1098,1098,2196,42,decoder,6,pooled_mean_all,pooled_standardized,768,4.283711910247803,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|pooled_all_balanced|decoder|L6|pooled_mean_all|seed42|match_probe,random,pooled_all_balanced,am|ar|de|en|es|hi|uk|xh|yo,9,1098,1098,2196,42,decoder,6,pooled_mean_all,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,probe|pooled_all_balanced|decoder|L6|pooled_mean_all|seed42
mean_diff|pooled_african|decoder|L6|pooled_mean_all|seed42,mean_diff,pooled_african,yo|xh,2,244,244,488,42,decoder,6,pooled_mean_all,pooled_standardized,768,18.772663116455078,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|pooled_african|decoder|L6|pooled_mean_all|seed42|match_mean_diff,random,pooled_african,yo|xh,2,244,244,488,42,decoder,6,pooled_mean_all,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,mean_diff|pooled_african|decoder|L6|pooled_mean_all|seed42
probe|pooled_african|decoder|L6|pooled_mean_all|seed42,probe,pooled_african,yo|xh,2,244,244,488,42,decoder,6,pooled_mean_all,pooled_standardized,768,1.0249934196472168,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,True,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|pooled_african|decoder|L6|pooled_mean_all|seed42|match_probe,random,pooled_african,yo|xh,2,244,244,488,42,decoder,6,pooled_mean_all,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,probe|pooled_african|decoder|L6|pooled_mean_all|seed42
mean_diff|lang_am|decoder|L6|pooled_mean_content|seed42,mean_diff,lang_am,am,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,13.169809341430664,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_am|decoder|L6|pooled_mean_content|seed42|match_mean_diff,random,lang_am,am,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,mean_diff|lang_am|decoder|L6|pooled_mean_content|seed42
probe|lang_am|decoder|L6|pooled_mean_content|seed42,probe,lang_am,am,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,1.4653865098953247,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,True,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_am|decoder|L6|pooled_mean_content|seed42|match_probe,random,lang_am,am,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,probe|lang_am|decoder|L6|pooled_mean_content|seed42
mean_diff|lang_ar|decoder|L6|pooled_mean_content|seed42,mean_diff,lang_ar,ar,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,4.367972373962402,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_ar|decoder|L6|pooled_mean_content|seed42|match_mean_diff,random,lang_ar,ar,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,mean_diff|lang_ar|decoder|L6|pooled_mean_content|seed42
probe|lang_ar|decoder|L6|pooled_mean_content|seed42,probe,lang_ar,ar,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,2.044762134552002,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,True,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_ar|decoder|L6|pooled_mean_content|seed42|match_probe,random,lang_ar,ar,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,probe|lang_ar|decoder|L6|pooled_mean_content|seed42
mean_diff|lang_de|decoder|L6|pooled_mean_content|seed42,mean_diff,lang_de,de,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,4.636320114135742,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_de|decoder|L6|pooled_mean_content|seed42|match_mean_diff,random,lang_de,de,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,mean_diff|lang_de|decoder|L6|pooled_mean_content|seed42
probe|lang_de|decoder|L6|pooled_mean_content|seed42,probe,lang_de,de,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,1.966460943222046,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,True,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_de|decoder|L6|pooled_mean_content|seed42|match_probe,random,lang_de,de,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,probe|lang_de|decoder|L6|pooled_mean_content|seed42
mean_diff|lang_en|decoder|L6|pooled_mean_content|seed42,mean_diff,lang_en,en,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,7.375507354736328,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_en|decoder|L6|pooled_mean_content|seed42|match_mean_diff,random,lang_en,en,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,mean_diff|lang_en|decoder|L6|pooled_mean_content|seed42
probe|lang_en|decoder|L6|pooled_mean_content|seed42,probe,lang_en,en,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,1.7283207178115845,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,True,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_en|decoder|L6|pooled_mean_content|seed42|match_probe,random,lang_en,en,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,probe|lang_en|decoder|L6|pooled_mean_content|seed42
mean_diff|lang_es|decoder|L6|pooled_mean_content|seed42,mean_diff,lang_es,es,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,7.266757011413574,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_es|decoder|L6|pooled_mean_content|seed42|match_mean_diff,random,lang_es,es,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,mean_diff|lang_es|decoder|L6|pooled_mean_content|seed42
probe|lang_es|decoder|L6|pooled_mean_content|seed42,probe,lang_es,es,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,1.7994881868362427,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,True,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_es|decoder|L6|pooled_mean_content|seed42|match_probe,random,lang_es,es,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,probe|lang_es|decoder|L6|pooled_mean_content|seed42
mean_diff|lang_hi|decoder|L6|pooled_mean_content|seed42,mean_diff,lang_hi,hi,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,8.009383201599121,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_hi|decoder|L6|pooled_mean_content|seed42|match_mean_diff,random,lang_hi,hi,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,mean_diff|lang_hi|decoder|L6|pooled_mean_content|seed42
probe|lang_hi|decoder|L6|pooled_mean_content|seed42,probe,lang_hi,hi,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,1.7500088214874268,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,True,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_hi|decoder|L6|pooled_mean_content|seed42|match_probe,random,lang_hi,hi,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,probe|lang_hi|decoder|L6|pooled_mean_content|seed42
mean_diff|lang_uk|decoder|L6|pooled_mean_content|seed42,mean_diff,lang_uk,uk,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,4.836117744445801,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_uk|decoder|L6|pooled_mean_content|seed42|match_mean_diff,random,lang_uk,uk,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,mean_diff|lang_uk|decoder|L6|pooled_mean_content|seed42
probe|lang_uk|decoder|L6|pooled_mean_content|seed42,probe,lang_uk,uk,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,1.9380799531936646,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,True,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_uk|decoder|L6|pooled_mean_content|seed42|match_probe,random,lang_uk,uk,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,probe|lang_uk|decoder|L6|pooled_mean_content|seed42
mean_diff|lang_xh|decoder|L6|pooled_mean_content|seed42,mean_diff,lang_xh,xh,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,17.802001953125,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_xh|decoder|L6|pooled_mean_content|seed42|match_mean_diff,random,lang_xh,xh,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,mean_diff|lang_xh|decoder|L6|pooled_mean_content|seed42
probe|lang_xh|decoder|L6|pooled_mean_content|seed42,probe,lang_xh,xh,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,0.8896434307098389,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,True,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
random|lang_xh|decoder|L6|pooled_mean_content|seed42|match_probe,random,lang_xh,xh,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,1.0,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,False,random_control,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,probe|lang_xh|decoder|L6|pooled_mean_content|seed42
mean_diff|lang_yo|decoder|L6|pooled_mean_content|seed42,mean_diff,lang_yo,yo,1,122,122,244,42,decoder,6,pooled_mean_content,pooled_standardized,768,22.729013442993164,L2 unit norm; pre-normalisation norm recorded as raw_norm,True,False,True,primary,results/activations/norm_stats/seed42_decoder_layer06_toxic.pt,add alpha * vector * sd to the raw activation,
