direction_type,side,layer,pooling,seed,lang_a,lang_b,cosine,pair_type
mean_diff,decoder,6,pooled_mean_all,1337,de,yo,0.6212872266769409,cross-group
mean_diff,decoder,6,pooled_mean_all,1337,en,es,0.8313004970550537,nonafrican-nonafrican
mean_diff,decoder,6,pooled_mean_all,1337,en,hi,0.6681236028671265,nonafrican-nonafrican
mean_diff,decoder,6,pooled_mean_all,1337,en,uk,0.7198605537414551,nonafrican-nonafrican
mean_diff,decoder,6,pooled_mean_all,1337,en,xh,0.41091614961624146,cross-group
mean_diff,decoder,6,pooled_mean_all,1337,en,yo,0.40304362773895264,cross-group
mean_diff,decoder,6,pooled_mean_all,1337,es,hi,0.8106106519699097,nonafrican-nonafrican
mean_diff,decoder,6,pooled_mean_all,1337,es,uk,0.8341802954673767,nonafrican-nonafrican
mean_diff,decoder,6,pooled_mean_all,1337,es,xh,0.5472623109817505,cross-group
mean_diff,decoder,6,pooled_mean_all,1337,es,yo,0.5561412572860718,cross-group
mean_diff,decoder,6,pooled_mean_all,1337,hi,uk,0.8134345412254333,nonafrican-nonafrican
mean_diff,decoder,6,pooled_mean_all,1337,hi,xh,0.5993842482566833,cross-group
mean_diff,decoder,6,pooled_mean_all,1337,hi,yo,0.6789581775665283,cross-group
mean_diff,decoder,6,pooled_mean_all,1337,uk,xh,0.5003281831741333,cross-group
mean_diff,decoder,6,pooled_mean_all,1337,uk,yo,0.541963517665863,cross-group
mean_diff,decoder,6,pooled_mean_all,1337,xh,yo,0.7388948798179626,african-african
mean_diff,decoder,6,pooled_mean_all,2024,am,ar,0.8260577917098999,nonafrican-nonafrican
mean_diff,decoder,6,pooled_mean_all,2024,am,de,0.8439376950263977,nonafrican-nonafrican
mean_diff,decoder,6,pooled_mean_all,2024,am,en,0.6684956550598145,nonafrican-nonafrican
mean_diff,decoder,6,pooled_mean_all,2024,am,es,0.8205736875534058,nonafrican-nonafrican
mean_diff,decoder,6,pooled_mean_all,2024,am,hi,0.8859661221504211,nonafrican-nonafrican
mean_diff,decoder,6,pooled_mean_all,2024,am,uk,0.7948771715164185,nonafrican-nonafrican
