side,source_group,target_language,vector_type,strength,sta_validated,sim,fl,j_validated,loose_copy_rate,unique_output_rate,top_output_share,template_rate,sta_status,n_seeds,evidence_class
encoder,within_language,hi,probe,0.25,0.2131,0.9164,0.6561,0.1463,0.3086,1.0,0.037,0.0,validated,3,null
encoder,within_language,hi,probe,0.5,0.2131,0.9172,0.6561,0.1463,0.3086,1.0,0.037,0.0,validated,3,null
encoder,within_language,hi,probe,1.0,0.2258,0.9166,0.6523,0.1559,0.3086,1.0,0.037,0.0,validated,3,null
encoder,within_language,hi,random,-1.0,0.3975,0.6472,0.4357,0.0957,0.1728,0.8889,0.0864,0.0,validated,3,null
encoder,within_language,hi,random,-0.5,0.176,0.9162,0.647,0.1236,0.358,1.0,0.037,0.0,validated,3,null
encoder,within_language,hi,random,0.25,0.2012,0.9321,0.6556,0.1404,0.3333,1.0,0.037,0.0,validated,3,null
encoder,within_language,hi,random,0.5,0.1507,0.9273,0.6531,0.1059,0.3704,1.0,0.037,0.0,validated,3,null
encoder,within_language,hi,random,1.0,0.4216,0.6648,0.4208,0.0587,0.284,0.7037,0.3333,0.0,validated,3,null
encoder,within_language,uk,baseline,0.0,0.3645,0.9652,0.7301,0.2798,0.4074,1.0,0.037,0.0,validated,3,null
encoder,within_language,uk,mean_diff,-1.0,0.98,0.1456,0.0192,0.0036,0.0,0.5185,0.4198,0.0,validated,3,null
encoder,within_language,uk,mean_diff,-0.5,0.3307,0.9745,0.7267,0.25,0.5062,1.0,0.037,0.0,validated,3,null
encoder,within_language,uk,mean_diff,0.25,0.3617,0.9626,0.7228,0.274,0.4198,1.0,0.037,0.0,validated,3,null
encoder,within_language,uk,mean_diff,0.5,0.3488,0.9591,0.7262,0.2644,0.4074,1.0,0.037,0.0,validated,3,null
encoder,within_language,uk,mean_diff,1.0,0.3057,0.9489,0.7099,0.2117,0.4198,1.0,0.037,0.0,validated,3,null
encoder,within_language,uk,probe,-1.0,0.3645,0.9665,0.7304,0.2798,0.4198,1.0,0.037,0.0,validated,3,null
encoder,within_language,uk,probe,-0.5,0.3645,0.9654,0.7304,0.2798,0.4074,1.0,0.037,0.0,validated,3,null
encoder,within_language,uk,probe,0.25,0.3644,0.9666,0.7278,0.2798,0.4074,1.0,0.037,0.0,validated,3,null
encoder,within_language,uk,probe,0.5,0.3675,0.9667,0.7308,0.2826,0.4074,1.0,0.037,0.0,validated,3,null
encoder,within_language,uk,probe,1.0,0.3647,0.964,0.731,0.2801,0.3951,1.0,0.037,0.0,validated,3,null
encoder,within_language,uk,random,-1.0,0.5276,0.7313,0.5105,0.1542,0.358,1.0,0.037,0.0,validated,3,null
encoder,within_language,uk,random,-0.5,0.3713,0.9658,0.7295,0.2942,0.4444,1.0,0.037,0.0,validated,3,null
encoder,within_language,uk,random,0.25,0.3891,0.9643,0.7317,0.2945,0.3827,1.0,0.037,0.0,validated,3,null
encoder,within_language,uk,random,0.5,0.392,0.9657,0.7326,0.291,0.4444,1.0,0.037,0.0,validated,3,null
encoder,within_language,uk,random,1.0,0.5383,0.7295,0.515,0.226,0.2222,0.963,0.0617,0.0,validated,3,null
encoder,within_language,xh,baseline,0.0,,0.3794,0.1934,,0.037,0.4815,0.4568,0.0,unavailable/unvalidated,3,null
encoder,within_language,xh,mean_diff,-1.0,,0.3992,0.2008,,0.0494,0.4815,0.4691,0.0,unavailable/unvalidated,3,null
encoder,within_language,xh,mean_diff,-0.5,,0.3995,0.2008,,0.0617,0.4815,0.4691,0.0,unavailable/unvalidated,3,null
encoder,within_language,xh,mean_diff,0.25,,0.3807,0.1948,,0.037,0.4691,0.4568,0.0,unavailable/unvalidated,3,null
encoder,within_language,xh,mean_diff,0.5,,0.3781,0.1984,,0.037,0.4815,0.4568,0.0,unavailable/unvalidated,3,null
encoder,within_language,xh,mean_diff,1.0,,0.3728,0.1994,,0.0247,0.5185,0.4444,0.0,unavailable/unvalidated,3,null
encoder,within_language,xh,probe,-1.0,,0.3861,0.1987,,0.037,0.4938,0.4691,0.0,unavailable/unvalidated,3,null
encoder,within_language,xh,probe,-0.5,,0.3886,0.1948,,0.0494,0.4815,0.4691,0.0,unavailable/unvalidated,3,null
encoder,within_language,xh,probe,0.25,,0.3794,0.1934,,0.037,0.4815,0.4568,0.0,unavailable/unvalidated,3,null
encoder,within_language,xh,probe,0.5,,0.3765,0.1934,,0.037,0.4815,0.4568,0.0,unavailable/unvalidated,3,null
encoder,within_language,xh,probe,1.0,,0.3766,0.1945,,0.037,0.4938,0.4568,0.0,unavailable/unvalidated,3,null
encoder,within_language,xh,random,-1.0,,0.2471,0.1363,,0.0247,0.4568,0.3827,0.0,unavailable/unvalidated,3,null
encoder,within_language,xh,random,-0.5,,0.3084,0.1764,,0.0247,0.4815,0.3951,0.0,unavailable/unvalidated,3,null
encoder,within_language,xh,random,0.25,,0.3885,0.1977,,0.0247,0.4815,0.4938,0.0,unavailable/unvalidated,3,null
encoder,within_language,xh,random,0.5,,0.3918,0.2009,,0.037,0.4691,0.4938,0.0,unavailable/unvalidated,3,null
encoder,within_language,xh,random,1.0,,0.3932,0.1992,,0.037,0.4691,0.5432,0.0,unavailable/unvalidated,3,null
encoder,within_language,yo,baseline,0.0,,0.4181,0.272,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
encoder,within_language,yo,mean_diff,-1.0,,0.4525,0.2598,,0.0864,0.7901,0.1358,0.0,unavailable/unvalidated,3,null
encoder,within_language,yo,mean_diff,-0.5,,0.4215,0.2645,,0.0864,0.7531,0.2222,0.0,unavailable/unvalidated,3,null
encoder,within_language,yo,mean_diff,0.25,,0.4187,0.2708,,0.0988,0.6914,0.2593,0.0,unavailable/unvalidated,3,null
encoder,within_language,yo,mean_diff,0.5,,0.4217,0.2694,,0.1111,0.679,0.2469,0.0,unavailable/unvalidated,3,null
encoder,within_language,yo,mean_diff,1.0,,0.4197,0.2679,,0.0988,0.6914,0.2593,0.0,unavailable/unvalidated,3,null
encoder,within_language,yo,probe,-1.0,,0.4184,0.2751,,0.0864,0.7037,0.2469,0.0,unavailable/unvalidated,3,null
encoder,within_language,yo,probe,-0.5,,0.4146,0.2739,,0.0864,0.679,0.2716,0.0,unavailable/unvalidated,3,null
encoder,within_language,yo,probe,0.25,,0.4181,0.272,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
encoder,within_language,yo,probe,0.5,,0.4181,0.272,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
encoder,within_language,yo,probe,1.0,,0.4224,0.2708,,0.1111,0.679,0.284,0.0,unavailable/unvalidated,3,null
encoder,within_language,yo,random,-1.0,,0.3068,0.1826,,0.0741,0.6049,0.1975,0.0,unavailable/unvalidated,3,null
encoder,within_language,yo,random,-0.5,,0.3189,0.2236,,0.0864,0.5926,0.2593,0.0,unavailable/unvalidated,3,null
encoder,within_language,yo,random,0.25,,0.3973,0.2709,,0.0741,0.6914,0.2346,0.0,unavailable/unvalidated,3,null
encoder,within_language,yo,random,0.5,,0.4039,0.2564,,0.0741,0.7531,0.2346,0.0,unavailable/unvalidated,3,null
encoder,within_language,yo,random,1.0,,0.4454,0.2497,,0.1111,0.7654,0.2099,0.0,unavailable/unvalidated,3,null
