side,source_group,target_language,vector_type,strength,sta_validated,sim,fl,j_validated,loose_copy_rate,unique_output_rate,top_output_share,template_rate,sta_status,n_seeds,evidence_class
decoder,EN_DE_ES,xh,baseline,0.0,,0.3794,0.1934,,0.037,0.4815,0.4568,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,xh,mean_diff,-1.0,,0.3792,0.1937,,0.037,0.4568,0.4815,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,xh,mean_diff,-0.5,,0.3784,0.1939,,0.037,0.4691,0.4691,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,xh,mean_diff,0.25,,0.3808,0.1949,,0.037,0.4691,0.4691,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,xh,mean_diff,0.5,,0.3831,0.1949,,0.037,0.4691,0.4691,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,xh,mean_diff,1.0,,0.3862,0.1997,,0.037,0.4691,0.4815,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,xh,probe,-1.0,,0.382,0.1977,,0.037,0.4568,0.4815,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,xh,probe,-0.5,,0.3794,0.1934,,0.037,0.4815,0.4568,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,xh,probe,0.25,,0.3808,0.1949,,0.037,0.4691,0.4691,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,xh,probe,0.5,,0.3808,0.1949,,0.037,0.4691,0.4691,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,xh,probe,1.0,,0.3808,0.1949,,0.037,0.4691,0.4691,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,xh,random,-1.0,,0.3808,0.1949,,0.037,0.4691,0.4691,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,xh,random,-0.5,,0.3808,0.1949,,0.037,0.4691,0.4691,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,xh,random,0.25,,0.3794,0.1934,,0.037,0.4815,0.4568,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,xh,random,0.5,,0.3794,0.1934,,0.037,0.4815,0.4568,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,xh,random,1.0,,0.381,0.1982,,0.037,0.4691,0.4691,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,yo,baseline,0.0,,0.4181,0.272,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,yo,mean_diff,-1.0,,0.4151,0.2726,,0.0864,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,yo,mean_diff,-0.5,,0.4146,0.2726,,0.0864,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,yo,mean_diff,0.25,,0.4181,0.272,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,yo,mean_diff,0.5,,0.4181,0.272,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,yo,mean_diff,1.0,,0.427,0.2715,,0.1111,0.716,0.2346,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,yo,probe,-1.0,,0.4146,0.2726,,0.0864,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,yo,probe,-0.5,,0.4146,0.2726,,0.0864,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,yo,probe,0.25,,0.4181,0.272,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,yo,probe,0.5,,0.4181,0.272,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,yo,probe,1.0,,0.4207,0.2719,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,yo,random,-1.0,,0.4186,0.2719,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,yo,random,-0.5,,0.4177,0.2716,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,yo,random,0.25,,0.4181,0.272,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,yo,random,0.5,,0.4181,0.272,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,EN_DE_ES,yo,random,1.0,,0.4189,0.27,,0.0988,0.679,0.2716,0.0,unavailable/unvalidated,3,null
decoder,YO_XH,am,baseline,0.0,0.471,0.9624,0.4324,0.2173,0.3951,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,am,mean_diff,-1.0,0.4841,0.9611,0.4314,0.2218,0.3827,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,am,mean_diff,-0.5,0.471,0.9618,0.4312,0.2173,0.3827,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,am,mean_diff,0.25,0.4711,0.9629,0.4328,0.218,0.4074,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,am,mean_diff,0.5,0.4711,0.9629,0.4328,0.218,0.4074,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,am,mean_diff,1.0,0.4711,0.963,0.433,0.2183,0.4198,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,am,probe,-1.0,0.471,0.9618,0.4312,0.2173,0.3827,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,am,probe,-0.5,0.471,0.9624,0.4324,0.2173,0.3951,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,am,probe,0.25,0.471,0.9624,0.4324,0.2173,0.3951,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,am,probe,0.5,0.4711,0.9629,0.4328,0.218,0.4074,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,am,probe,1.0,0.4711,0.9629,0.4328,0.218,0.4074,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,am,random,-1.0,0.4711,0.9629,0.4328,0.218,0.4074,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,am,random,-0.5,0.4711,0.9629,0.4328,0.218,0.4074,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,am,random,0.25,0.471,0.9624,0.4324,0.2173,0.3951,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,am,random,0.5,0.471,0.9624,0.4324,0.2173,0.3951,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,am,random,1.0,0.471,0.9624,0.4324,0.2173,0.3951,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,ar,baseline,0.0,0.4439,0.9705,0.7503,0.3381,0.5802,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,ar,mean_diff,-1.0,0.4317,0.9723,0.7484,0.327,0.5926,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,ar,mean_diff,-0.5,0.4439,0.9705,0.7503,0.3381,0.5679,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,ar,mean_diff,0.25,0.4342,0.9706,0.7503,0.3316,0.5926,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,ar,mean_diff,0.5,0.4231,0.975,0.753,0.3272,0.5926,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,ar,mean_diff,1.0,0.4231,0.975,0.753,0.3272,0.6049,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,ar,probe,-1.0,0.4439,0.9712,0.7507,0.3381,0.5926,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,ar,probe,-0.5,0.4439,0.9712,0.7507,0.3381,0.5926,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,ar,probe,0.25,0.4342,0.9706,0.7503,0.3316,0.5926,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,ar,probe,0.5,0.4342,0.9706,0.7503,0.3316,0.5926,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,ar,probe,1.0,0.4342,0.9706,0.7503,0.3316,0.5926,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,ar,random,-1.0,0.4439,0.9705,0.7503,0.3381,0.5679,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,ar,random,-0.5,0.4439,0.9705,0.7503,0.3381,0.5802,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,ar,random,0.25,0.4342,0.9706,0.7503,0.3316,0.5926,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,ar,random,0.5,0.4342,0.9706,0.7503,0.3316,0.5926,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,ar,random,1.0,0.4342,0.9706,0.7503,0.3316,0.5926,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,de,baseline,0.0,0.5471,0.9882,0.759,0.4419,0.5926,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,de,mean_diff,-1.0,0.5471,0.9882,0.7588,0.4418,0.5802,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,de,mean_diff,-0.5,0.5471,0.9882,0.759,0.4419,0.5802,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,de,mean_diff,0.25,0.5591,0.9883,0.759,0.4498,0.5926,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,de,mean_diff,0.5,0.5591,0.9883,0.759,0.4498,0.5926,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,de,mean_diff,1.0,0.5591,0.9883,0.7587,0.4496,0.5926,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,de,probe,-1.0,0.5471,0.9882,0.759,0.4419,0.5926,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,de,probe,-0.5,0.5471,0.9882,0.759,0.4419,0.5926,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,de,probe,0.25,0.5591,0.9883,0.759,0.4498,0.5926,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,de,probe,0.5,0.5591,0.9883,0.759,0.4498,0.5926,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,de,probe,1.0,0.5591,0.9883,0.7587,0.4496,0.5926,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,de,random,-1.0,0.5471,0.9882,0.7587,0.4417,0.5926,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,de,random,-0.5,0.5471,0.9882,0.759,0.4419,0.5926,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,de,random,0.25,0.5471,0.9882,0.759,0.4419,0.5926,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,de,random,0.5,0.5471,0.9882,0.759,0.4419,0.5926,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,de,random,1.0,0.5471,0.9882,0.7588,0.4417,0.5926,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,en,baseline,0.0,0.5555,0.909,0.7022,0.4061,0.1111,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,en,mean_diff,-1.0,0.5554,0.9098,0.7022,0.4061,0.1111,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,en,mean_diff,-0.5,0.5554,0.9098,0.7022,0.4061,0.1111,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,en,mean_diff,0.25,0.5555,0.9103,0.702,0.4069,0.1111,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,en,mean_diff,0.5,0.5555,0.9103,0.702,0.4069,0.1111,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,en,mean_diff,1.0,0.5431,0.9121,0.7025,0.3974,0.1235,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,en,probe,-1.0,0.5555,0.9103,0.703,0.4072,0.1111,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,en,probe,-0.5,0.5555,0.9098,0.7022,0.4061,0.1111,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,en,probe,0.25,0.5555,0.9103,0.702,0.4069,0.1111,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,en,probe,0.5,0.5555,0.9105,0.7023,0.4069,0.1111,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,en,probe,1.0,0.5431,0.9117,0.7026,0.3969,0.1235,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,en,random,-1.0,0.5555,0.909,0.7022,0.4061,0.1111,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,en,random,-0.5,0.5555,0.909,0.7022,0.4061,0.1111,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,en,random,0.25,0.5555,0.911,0.7019,0.4069,0.1111,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,en,random,0.5,0.5554,0.9112,0.7022,0.4069,0.1111,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,en,random,1.0,0.5554,0.9112,0.7022,0.4069,0.1111,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,es,baseline,0.0,0.3503,0.9362,0.6833,0.2144,0.3086,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,es,mean_diff,-1.0,0.3495,0.9344,0.6819,0.2135,0.2963,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,es,mean_diff,-0.5,0.3503,0.9362,0.6833,0.2144,0.3086,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,es,mean_diff,0.25,0.3503,0.9396,0.6825,0.2143,0.321,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,es,mean_diff,0.5,0.3503,0.9396,0.6825,0.2143,0.321,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,es,mean_diff,1.0,0.3503,0.9396,0.6825,0.2143,0.321,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,es,probe,-1.0,0.3503,0.9362,0.6833,0.2144,0.3086,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,es,probe,-0.5,0.3503,0.9362,0.6833,0.2144,0.3086,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,es,probe,0.25,0.3503,0.9366,0.6828,0.2143,0.321,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,es,probe,0.5,0.3503,0.9396,0.6825,0.2143,0.321,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,es,probe,1.0,0.3626,0.9384,0.6854,0.2232,0.321,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,es,random,-1.0,0.3503,0.9362,0.6833,0.2144,0.3086,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,es,random,-0.5,0.3503,0.9362,0.6833,0.2144,0.3086,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,es,random,0.25,0.3503,0.9366,0.6828,0.2143,0.321,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,es,random,0.5,0.3503,0.9366,0.6828,0.2143,0.321,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,es,random,1.0,0.3503,0.9366,0.6828,0.2143,0.321,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,hi,baseline,0.0,0.1881,0.9211,0.6561,0.1342,0.321,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,hi,mean_diff,-1.0,0.189,0.9198,0.6551,0.1355,0.2963,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,hi,mean_diff,-0.5,0.189,0.9206,0.6576,0.1355,0.3086,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,hi,mean_diff,0.25,0.1881,0.9211,0.6561,0.1342,0.321,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,hi,mean_diff,0.5,0.1881,0.9211,0.6561,0.1342,0.321,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,hi,mean_diff,1.0,0.1881,0.9211,0.6561,0.1342,0.321,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,hi,probe,-1.0,0.1881,0.9211,0.6569,0.1348,0.321,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,hi,probe,-0.5,0.1881,0.9211,0.6569,0.1348,0.321,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,hi,probe,0.25,0.1881,0.9211,0.6561,0.1342,0.321,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,hi,probe,0.5,0.1881,0.9211,0.6561,0.1342,0.321,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,hi,probe,1.0,0.1881,0.9291,0.6588,0.1342,0.321,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,hi,random,-1.0,0.189,0.9206,0.6568,0.1349,0.3086,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,hi,random,-0.5,0.1881,0.9211,0.6561,0.1342,0.321,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,hi,random,0.25,0.1881,0.9211,0.6561,0.1342,0.321,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,hi,random,0.5,0.1881,0.9211,0.6561,0.1342,0.321,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,hi,random,1.0,0.1881,0.9211,0.6561,0.1342,0.321,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,uk,baseline,0.0,0.3645,0.9652,0.7301,0.2798,0.4074,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,uk,mean_diff,-1.0,0.3552,0.9663,0.7324,0.2742,0.4198,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,uk,mean_diff,-0.5,0.3645,0.9654,0.7304,0.2798,0.4074,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,uk,mean_diff,0.25,0.3645,0.9652,0.7301,0.2798,0.4074,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,uk,mean_diff,0.5,0.3768,0.9644,0.731,0.2882,0.3951,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,uk,mean_diff,1.0,0.3768,0.9644,0.731,0.2882,0.3951,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,uk,probe,-1.0,0.3616,0.9642,0.7283,0.2773,0.3951,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,uk,probe,-0.5,0.3645,0.9652,0.7301,0.2798,0.4074,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,uk,probe,0.25,0.3645,0.9652,0.7301,0.2798,0.4074,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,uk,probe,0.5,0.3645,0.964,0.7273,0.2798,0.4074,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,uk,probe,1.0,0.3768,0.9633,0.7282,0.2882,0.3951,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,uk,random,-1.0,0.3645,0.9652,0.7301,0.2798,0.4074,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,uk,random,-0.5,0.3645,0.9652,0.7301,0.2798,0.4074,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,uk,random,0.25,0.3645,0.9652,0.7301,0.2798,0.4074,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,uk,random,0.5,0.3645,0.9652,0.7301,0.2798,0.4074,1.0,0.037,0.0,validated,3,null
decoder,YO_XH,uk,random,1.0,0.3645,0.9652,0.7301,0.2798,0.4074,1.0,0.037,0.0,validated,3,null
decoder,all_non_african,xh,baseline,0.0,,0.3794,0.1934,,0.037,0.4815,0.4568,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,xh,mean_diff,-1.0,,0.3792,0.1937,,0.037,0.4568,0.4815,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,xh,mean_diff,-0.5,,0.3794,0.1934,,0.037,0.4815,0.4568,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,xh,mean_diff,0.25,,0.3808,0.1949,,0.037,0.4691,0.4691,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,xh,mean_diff,0.5,,0.3831,0.1949,,0.037,0.4691,0.4691,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,xh,mean_diff,1.0,,0.3862,0.1997,,0.037,0.4691,0.4815,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,xh,probe,-1.0,,0.383,0.1973,,0.037,0.4691,0.4691,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,xh,probe,-0.5,,0.3794,0.1934,,0.037,0.4815,0.4568,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,xh,probe,0.25,,0.3804,0.1945,,0.037,0.4691,0.4568,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,xh,probe,0.5,,0.3808,0.1949,,0.037,0.4691,0.4691,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,xh,probe,1.0,,0.3808,0.1949,,0.037,0.4691,0.4691,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,xh,random,-1.0,,0.3813,0.1958,,0.037,0.4815,0.4691,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,xh,random,-0.5,,0.3794,0.1934,,0.037,0.4815,0.4568,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,xh,random,0.25,,0.3804,0.1945,,0.037,0.4691,0.4568,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,xh,random,0.5,,0.3804,0.1945,,0.037,0.4691,0.4568,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,xh,random,1.0,,0.3812,0.1945,,0.037,0.4815,0.4691,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,yo,baseline,0.0,,0.4181,0.272,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,yo,mean_diff,-1.0,,0.4151,0.2726,,0.0864,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,yo,mean_diff,-0.5,,0.4146,0.2726,,0.0864,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,yo,mean_diff,0.25,,0.4177,0.2716,,0.0988,0.6914,0.2716,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,yo,mean_diff,0.5,,0.4181,0.272,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,yo,mean_diff,1.0,,0.4261,0.2735,,0.1111,0.716,0.2346,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,yo,probe,-1.0,,0.4151,0.2726,,0.0864,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,yo,probe,-0.5,,0.4142,0.2723,,0.0864,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,yo,probe,0.25,,0.4181,0.272,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,yo,probe,0.5,,0.4177,0.2716,,0.0988,0.6914,0.2716,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,yo,probe,1.0,,0.4207,0.2719,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,yo,random,-1.0,,0.4181,0.272,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,yo,random,-0.5,,0.4181,0.272,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,yo,random,0.25,,0.4181,0.272,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,yo,random,0.5,,0.4181,0.272,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,all_non_african,yo,random,1.0,,0.4177,0.2716,,0.0988,0.679,0.284,0.0,unavailable/unvalidated,3,null
decoder,within_language,am,baseline,0.0,0.471,0.9624,0.4324,0.2173,0.3951,1.0,0.037,0.0,validated,3,null
decoder,within_language,am,mean_diff,-1.0,0.4722,0.9612,0.4314,0.2177,0.3827,1.0,0.037,0.0,validated,3,null
decoder,within_language,am,mean_diff,-0.5,0.471,0.9618,0.4312,0.2173,0.3827,1.0,0.037,0.0,validated,3,null
decoder,within_language,am,mean_diff,0.25,0.4711,0.9629,0.4328,0.218,0.4074,1.0,0.037,0.0,validated,3,null
decoder,within_language,am,mean_diff,0.5,0.4711,0.9629,0.4328,0.218,0.4074,1.0,0.037,0.0,validated,3,null
decoder,within_language,am,mean_diff,1.0,0.4711,0.963,0.433,0.2183,0.4198,1.0,0.037,0.0,validated,3,null
decoder,within_language,am,probe,-1.0,0.4711,0.9623,0.4316,0.218,0.3951,1.0,0.037,0.0,validated,3,null
decoder,within_language,am,probe,-0.5,0.4711,0.9629,0.4328,0.218,0.4074,1.0,0.037,0.0,validated,3,null
decoder,within_language,am,probe,0.25,0.471,0.9624,0.4324,0.2173,0.3951,1.0,0.037,0.0,validated,3,null
decoder,within_language,am,probe,0.5,0.471,0.9624,0.4324,0.2173,0.3951,1.0,0.037,0.0,validated,3,null
decoder,within_language,am,probe,1.0,0.471,0.9624,0.4324,0.2173,0.3951,1.0,0.037,0.0,validated,3,null
decoder,within_language,am,random,-1.0,0.471,0.9624,0.4324,0.2173,0.3951,1.0,0.037,0.0,validated,3,null
decoder,within_language,am,random,-0.5,0.471,0.9624,0.4324,0.2173,0.3951,1.0,0.037,0.0,validated,3,null
decoder,within_language,am,random,0.25,0.4711,0.9629,0.4328,0.218,0.4074,1.0,0.037,0.0,validated,3,null
decoder,within_language,am,random,0.5,0.4711,0.9629,0.4328,0.218,0.4074,1.0,0.037,0.0,validated,3,null
decoder,within_language,am,random,1.0,0.4824,0.9594,0.4315,0.2201,0.3951,1.0,0.037,0.0,validated,3,null
decoder,within_language,ar,baseline,0.0,0.4439,0.9705,0.7503,0.3381,0.5802,1.0,0.037,0.0,validated,3,null
decoder,within_language,ar,mean_diff,-1.0,0.4194,0.9726,0.7475,0.3171,0.6049,1.0,0.037,0.0,validated,3,null
decoder,within_language,ar,mean_diff,-0.5,0.4439,0.9712,0.7507,0.3381,0.5926,1.0,0.037,0.0,validated,3,null
decoder,within_language,ar,mean_diff,0.25,0.4342,0.9706,0.7503,0.3316,0.5926,1.0,0.037,0.0,validated,3,null
decoder,within_language,ar,mean_diff,0.5,0.4342,0.9706,0.7503,0.3316,0.5926,1.0,0.037,0.0,validated,3,null
decoder,within_language,ar,mean_diff,1.0,0.4342,0.9706,0.7503,0.3316,0.5926,1.0,0.037,0.0,validated,3,null
decoder,within_language,ar,probe,-1.0,0.4316,0.9715,0.7497,0.3283,0.6049,1.0,0.037,0.0,validated,3,null
decoder,within_language,ar,probe,-0.5,0.4439,0.9705,0.7503,0.3381,0.5802,1.0,0.037,0.0,validated,3,null
decoder,within_language,ar,probe,0.25,0.4342,0.9706,0.7503,0.3316,0.5926,1.0,0.037,0.0,validated,3,null
decoder,within_language,ar,probe,0.5,0.4342,0.9706,0.7503,0.3316,0.5926,1.0,0.037,0.0,validated,3,null
decoder,within_language,ar,probe,1.0,0.4342,0.9706,0.7503,0.3316,0.5926,1.0,0.037,0.0,validated,3,null
decoder,within_language,ar,random,-1.0,0.4439,0.9705,0.7503,0.3381,0.5802,1.0,0.037,0.0,validated,3,null
decoder,within_language,ar,random,-0.5,0.4439,0.9705,0.7503,0.3381,0.5802,1.0,0.037,0.0,validated,3,null
decoder,within_language,ar,random,0.25,0.4342,0.9706,0.7503,0.3316,0.5926,1.0,0.037,0.0,validated,3,null
decoder,within_language,ar,random,0.5,0.4342,0.9706,0.7503,0.3316,0.5926,1.0,0.037,0.0,validated,3,null
decoder,within_language,ar,random,1.0,0.4342,0.9706,0.7503,0.3316,0.5926,1.0,0.037,0.0,validated,3,null
decoder,within_language,de,baseline,0.0,0.5471,0.9882,0.759,0.4419,0.5926,1.0,0.037,0.0,validated,3,null
decoder,within_language,de,mean_diff,-1.0,0.5471,0.988,0.7582,0.441,0.5802,1.0,0.037,0.0,validated,3,null
decoder,within_language,de,mean_diff,-0.5,0.5471,0.988,0.7583,0.4411,0.5802,1.0,0.037,0.0,validated,3,null
decoder,within_language,de,mean_diff,0.25,0.5591,0.9883,0.759,0.4498,0.5926,1.0,0.037,0.0,validated,3,null
decoder,within_language,de,mean_diff,0.5,0.5591,0.9883,0.759,0.4498,0.5926,1.0,0.037,0.0,validated,3,null
decoder,within_language,de,mean_diff,1.0,0.5591,0.9884,0.759,0.4499,0.5926,1.0,0.037,0.0,validated,3,null
decoder,within_language,de,probe,-1.0,0.5471,0.988,0.7583,0.4411,0.5802,1.0,0.037,0.0,validated,3,null
